BOUNDARY_256_SURVIVAL,CORE_256_SURVIVAL,CORE_SHARE_OF_REMAINING_INCUMBENT,INTERMEDIATE_256_SURVIVAL,I_over_I0,area,arm,block,cx,cy,scaffold_cells,scaffold_mass_over_I0,size,time,track
0.07040311524832044,0.6078995042892564,0.7883864770073044,0.09276527928893266,0.7710678988265096,392,SHAM,L32_S990108,12.84174364536715,15.10469896268975,291,0.6516995367486378,32,10368,True
0.07040026642000673,0.6067902898428508,0.7881777960263167,0.0926741784480789,0.7698647347109364,392,SHAM,L32_S990108,12.841875994052106,15.10480008062023,290,0.6490126019580577,32,10496,True
0.07039997830868445,0.6066522925293192,0.7881515753143918,0.09266298639196136,0.7697152572299649,392,SHAM,L32_S990108,12.84189234788541,15.104812683546808,290,0.6488657069219138,32,10512,True
0.07039837376828727,0.6056903491235189,0.7879672153666698,0.0925858327388734,0.7686745556306795,392,SHAM,L32_S990108,12.842005669756336,15.104900673510071,290,0.6478423369174888,32,10624,True
0.07039740095849738,0.6045995644137114,0.7877548314260983,0.09250015466345653,0.7674971200356653,392,SHAM,L32_S990108,12.842132759185937,15.105000736448318,290,0.6466831486256129,32,10752,True
0.0703973132616681,0.6035178199798784,0.7875407364350763,0.09241706020382909,0.7663321934453756,392,SHAM,L32_S990108,12.842257346000256,15.105100264709623,290,0.6455348605439413,32,10880,True
0.07039807747206289,0.6024450020470309,0.7873250186633663,0.09233646865504613,0.7651795481741399,392,SHAM,L32_S990108,12.842379510896249,15.1051992537791,290,0.6443973005899709,32,11008,True
0.07039966182950509,0.6013809987713173,0.7871077626146027,0.09225830246779086,0.7640389630686133,392,SHAM,L32_S990108,12.842499331700047,15.10529769934695,290,0.6432703009873081,32,11136,True
0.07040203594578402,0.6003257002121423,0.7868890492107573,0.0921824870994231,0.7629102232573494,392,SHAM,L32_S990108,12.842616883476431,15.105395597310121,290,0.6421536981227051,32,11264,True
0.07057000915564658,0.5997931538311907,0.7864502107551029,0.09229561137512113,0.7626587743619585,393,SHAM,L32_S990108,12.825795134334397,15.111576435530601,290,0.6410473324096617,32,11392,True
0.0705734996264755,0.5987567421880949,0.7862300063875327,0.09222393104024665,0.761554172854817,393,SHAM,L32_S990108,12.825896107861452,15.111677413648613,289,0.6384477206641808,32,11520,True
0.07057770258803396,0.5977286938588517,0.7860085566598406,0.09215440107790461,0.7604607975247905,393,SHAM,L32_S990108,12.8259952043965,15.111777769319719,289,0.6373628490316973,32,11648,True
0.07058259231588465,0.596708906790448,0.7857859301116528,0.09208695744819136,0.7593784565545241,393,SHAM,L32_S990108,12.826092483950966,15.111877501071678,289,0.6362877135998128,32,11776,True
0.07058814415327491,0.5956972806702806,0.7855621924714697,0.0920215384942028,0.7583069633177584,393,SHAM,L32_S990108,12.826188004419816,15.11197660754375,289,0.6352221709311329,32,11904,True
0.07059433445856919,0.5946937168988548,0.7853374067898756,0.09195808483480078,0.7572461361922247,393,SHAM,L32_S990108,12.826281821640581,15.11207508748123,289,0.6341660809661019,32,12032,True
0.0706011405543285,0.5936981185582116,0.785111633567338,0.0918965392615148,0.7561957983740549,393,SHAM,L32_S990108,12.826373989461244,15.112172939821452,289,0.6331193069125913,32,12160,True
0.07060854068049852,0.5927103903848654,0.784884930873527,0.09183684664235237,0.7551557777077162,393,SHAM,L32_S990108,12.826464559811948,15.112270163650921,289,0.6320817151447996,32,12288,True
0.07061651394962364,0.5917304387410459,0.784657354461107,0.09177895382994052,0.7541259065206101,393,SHAM,L32_S990108,12.826553582772398,15.1123667582053,287,0.6280453978414646,32,12416,True
0.07062504030448323,0.5907581715859883,0.7844289578736157,0.0917228095743418,0.7531060214648133,393,SHAM,L32_S990108,12.8266411066344,15.112462722866104,287,0.627028155839936,32,12544,True
0.12602227563138332,0.7219482957039016,0.7219482957039016,0.15202942866471514,1.0,376,DIRECT_Q100_ANCHOR,L32_S990108,12.668490761165575,15.048720546437615,376,0.9999999999999998,32,256,True
0.08332159662297288,0.6840962068700036,0.7741130455971293,0.11629835496849322,0.8837161584614697,346,DIRECT_Q100_ANCHOR,L32_S990108,11.020215692536562,15.092666202136558,319,0.8585591737492488,32,384,True
0.07604761499159417,0.6208458171798791,0.7762790251147824,0.1028780380007105,0.7997714701721838,332,DIRECT_Q100_ANCHOR,L32_S990108,10.079269244749584,15.123470054474868,290,0.7725625065131337,32,512,True
0.07428603371598629,0.5969979528300934,0.7723658613881879,0.10166311362364763,0.7729471001697272,329,DIRECT_Q100_ANCHOR,L32_S990108,9.846655035562506,15.138999682972196,276,0.7348005462493872,32,640,True
0.07090813828412179,0.5815935576797636,0.7748439570778614,0.09809273323332302,0.7505944291972083,324,DIRECT_Q100_ANCHOR,L32_S990108,9.645923056902829,15.042794178264467,262,0.7030903792747907,32,768,True
0.07017405810481724,0.5619327567582134,0.771768703620173,0.09600350384039441,0.7281103187034251,323,DIRECT_Q100_ANCHOR,L32_S990108,9.404815777290285,15.145688621410473,251,0.6753061597969121,32,896,True
0.06920659355090542,0.5404129022455686,0.7667771096150791,0.09516536993439673,0.7047848657308706,319,DIRECT_Q100_ANCHOR,L32_S990108,9.198794682306287,15.077806179991631,241,0.6492128353208441,32,1024,True
0.06577136102022843,0.5365943849004416,0.7733939784055298,0.09145189409601737,0.6938176400166874,316,DIRECT_Q100_ANCHOR,L32_S990108,9.109060190162204,15.052186202582073,237,0.6377882290059941,32,1152,True
0.06488137667477518,0.5264992680093643,0.7719625654126305,0.09064629755228772,0.6820269422364271,315,DIRECT_Q100_ANCHOR,L32_S990108,8.993641049010304,15.096929545875598,232,0.6249208752048314,32,1280,True
0.06447936229105582,0.5123629882477239,0.7678917354089148,0.09039101664270492,0.6672333671814846,313,DIRECT_Q100_ANCHOR,L32_S990108,8.863516033836493,15.146259366707676,227,0.609914280632841,32,1408,True
0.06434169355892191,0.4982498702666879,0.7634513709534607,0.09003660507063908,0.6526281688962489,313,DIRECT_Q100_ANCHOR,L32_S990108,8.704558086415812,15.146581385782731,221,0.5935897245108944,32,1536,True
0.06419190149723178,0.4956713365266198,0.7627757986049197,0.0899624872196326,0.6498257252434843,312,DIRECT_Q100_ANCHOR,L32_S990108,8.683819449843881,15.134864236928085,220,0.5908950568748768,32,1552,True
0.06355706488129545,0.5074693229412354,0.7678175086859017,0.08989800788414558,0.6609243957066764,322,DIRECT_Q100_ANCHOR,L32_S990108,8.777746242968515,15.167477981810938,228,0.600695198350426,32,1664,True
0.06394152840324735,0.5134024675453961,0.7691164642668644,0.09017840332125189,0.6675223992698954,332,DIRECT_Q100_ANCHOR,L32_S990108,8.815939056536852,15.19583185539109,231,0.602998322161606,32,1792,True
0.06410994361474845,0.5138715097117724,0.7690310404044078,0.09022500741860652,0.6682064607451275,337,DIRECT_Q100_ANCHOR,L32_S990108,8.822979058680486,15.12378690060179,231,0.6004838980548532,32,1920,True
0.06369344952461195,0.5139842147185348,0.7695217191467267,0.09024918165336536,0.6679268458965122,339,DIRECT_Q100_ANCHOR,L32_S990108,8.825315756490705,15.108382947390561,231,0.5977728750312971,32,2048,True
0.0635279048641966,0.5132795925828446,0.7695546110238,0.0901751769858854,0.6669826744329266,341,DIRECT_Q100_ANCHOR,L32_S990108,8.839188348925484,15.108212367535101,231,0.5949867422751645,32,2176,True
0.06305467977711572,0.5125189247045797,0.7700717121701421,0.08997340445887204,0.6655470089405674,342,DIRECT_Q100_ANCHOR,L32_S990108,8.84313521398556,15.12666866459107,229,0.5891865382154098,32,2304,True
0.06317407848308795,0.5129789696658285,0.7694293905445746,0.0905474652052203,0.6667005133541367,345,DIRECT_Q100_ANCHOR,L32_S990108,8.879390751397148,15.143481491776098,229,0.586388661203903,32,2432,True
0.06253567376116337,0.5122108749290156,0.7702093721493136,0.09028155074681135,0.6650280994369903,345,DIRECT_Q100_ANCHOR,L32_S990108,8.882511915215204,15.143975355950973,229,0.5835927125122826,32,2560,True
0.062193663595632394,0.5125636006992369,0.7708928323687395,0.09013878763010624,0.6648960519249756,347,DIRECT_Q100_ANCHOR,L32_S990108,8.883972193383109,15.157930196387733,229,0.5808153327746506,32,2688,True
0.06181955999880904,0.5117805644167028,0.7713253235841938,0.08990792953837796,0.6635080539538898,348,DIRECT_Q100_ANCHOR,L32_S990108,8.886525854834606,15.139733211127897,230,0.5795780984420824,32,2816,True
