L,M256,Q,ROUTE_E_GATE_MET,arm,axis,coast_survival,dose,first_failure_time,first_failure_type,flux_deficit,initial_residual_1536,initial_residual_2048,mass_ratio_2048,realized_removal,seed,survival_1536,survival_2048,t0_sha256,t256_sha256,t256_status,total_system_balance_error,tracked_area_2048,tracked_mass_2048,unique_initial_egress
24,168.68902524709293,118.08231767296505,False,ABLATION_0.70,-x,True,0.7,,NONE,54.98044250867448,0.44644754197869624,0.4299157277719868,0.49624051619978193,63.101875164290476,970001,True,True,e8898417fef5df116f8985dbef933dc482a97d439a3b3e41c75a3aeed77d6bf1,1b4114cdafde0d8f0d6114da826cc3c04319706d77feda44776828717db52e5e,T256_VALID_TRACK,0.0,117,83.71032896585544,61.168381841773204
24,168.68902524709293,168.68902524709293,False,ABLATION_1.00,-x,True,1.0,,NONE,103.32202796384436,0.4429517855015863,0.4248331756309899,0.49060924759893304,65.36699728324854,970001,True,True,e8898417fef5df116f8985dbef933dc482a97d439a3b3e41c75a3aeed77d6bf1,1b4114cdafde0d8f0d6114da826cc3c04319706d77feda44776828717db52e5e,T256_VALID_TRACK,1.1368683772161603e-13,116,82.76039575467368,63.83813393085957
24,168.68902524709293,236.1646353459301,False,ABLATION_1.40,-x,True,1.4,,NONE,168.78142589897055,0.43905354540204183,0.42290419391319706,0.48889955802474905,67.38320944695958,970001,True,True,e8898417fef5df116f8985dbef933dc482a97d439a3b3e41c75a3aeed77d6bf1,1b4114cdafde0d8f0d6114da826cc3c04319706d77feda44776828717db52e5e,T256_VALID_TRACK,5.684341886080802e-14,116,82.47198988692946,66.07957966106599
24,168.68902524709293,337.37805049418586,False,ABLATION_2.00,-x,True,2.0,,NONE,269.37944667026244,0.43807852494560784,0.4205080848139053,0.4857047106109562,67.99860382392315,970001,True,True,e8898417fef5df116f8985dbef933dc482a97d439a3b3e41c75a3aeed77d6bf1,1b4114cdafde0d8f0d6114da826cc3c04319706d77feda44776828717db52e5e,T256_VALID_TRACK,5.684341886080802e-14,115,81.93305419088355,66.8079804556152
24,165.066768886138,0.0,False,SHAM,+y,True,0.0,,NONE,0.0,0.8770159623045103,0.854127470967872,0.9675568704728951,0.0,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,2.842170943040401e-14,215,159.71148632254432,0.0
24,165.066768886138,24.7600153329207,False,ABLATION_0.15,+y,True,0.15,,NONE,0.0,0.6757382562784308,0.660253289766098,0.7371858181431644,24.760015332920702,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,2.842170943040401e-14,167,121.68488106957628,22.794339206317204
24,165.066768886138,49.5200306658414,False,ABLATION_0.30,+y,True,0.3,,NONE,0.0,0.533410027686129,0.5017110357646349,0.5634932064343409,49.520030665841404,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,0.0,128,93.01400287540619,46.90194255550287
24,165.066768886138,82.533384443069,False,ABLATION_0.50,+y,True,0.5,,NONE,23.797022313151178,0.4148285100027875,0.39788248347047395,0.45263699455664724,58.736362129917865,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,0.0,105,74.71532616979819,56.47083985588764
24,165.066768886138,115.54673822029659,False,ABLATION_0.70,+y,True,0.7,,NONE,49.50139720031733,0.40998029043421724,0.39130073544151983,0.4454121813098479,66.04534101997925,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,0.0,104,73.52274959134326,63.97516172416109
24,165.066768886138,165.066768886138,False,ABLATION_1.00,+y,True,1.0,,NONE,96.97672672060612,0.40835619905116977,0.38852990664161996,0.44203325633495993,68.09004216553195,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,2.842170943040401e-14,103,72.96500136342982,66.34829113786616
24,165.066768886138,231.09347644059318,False,ABLATION_1.40,+y,True,1.4,,NONE,161.16978359468692,0.4029034168272199,0.3851633500320973,0.4389685790371721,69.92369284590637,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,2.842170943040401e-14,103,72.45912498420529,68.45604946213473
24,165.066768886138,330.133537772276,False,ABLATION_2.00,+y,True,2.0,,NONE,258.15950038199594,0.3992519975462547,0.3832959255478464,0.4373813395379052,71.97403739028017,970002,True,True,be3fb9712fe660941601601383e34b50b4e7f9f73cbf1fe0d994a7466a5dbe47,805f7d2ca9616da6ed644e7d48943e94102f9b7f7502397e9ee08a9dc8b84b37,T256_VALID_TRACK,2.842170943040401e-14,103,72.19712448861284,70.64663115776456
24,165.65126621045863,0.0,False,SHAM,-y,True,0.0,,NONE,0.0,0.8854616373472868,0.8646818511620771,0.9913172504717113,0.0,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,2.842170943040401e-14,221,164.21295775690933,0.0
24,165.65126621045863,24.847689931568794,False,ABLATION_0.15,-y,True,0.15,,NONE,0.0,0.6754177319111316,0.6759572457628801,0.761686245699219,24.847689931568773,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,2.842170943040401e-14,173,126.17429105516612,22.78502889147741
24,165.65126621045863,49.69537986313759,False,ABLATION_0.30,-y,True,0.3,,NONE,0.0,0.5291928934752224,0.49751566651638685,0.5695868874682959,49.695379863137546,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,2.842170943040401e-14,130,94.35278912599723,47.34089213756183
24,165.65126621045863,82.82563310522931,False,ABLATION_0.50,-y,True,0.5,,NONE,24.346940837837224,0.4324665824713973,0.42252345752020276,0.48759352573962367,58.47869226739218,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,5.684341886080802e-14,114,80.77048493479052,56.06764331040444
24,165.65126621045863,115.95588634732103,False,ABLATION_0.70,-y,True,0.7,,NONE,52.18014885629449,0.4287584308532966,0.4135140190000299,0.4788969022623657,63.7757374910266,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,2.842170943040401e-14,112,79.32987824402713,61.87553073090052
24,165.65126621045863,165.65126621045863,False,ABLATION_1.00,-y,True,1.0,,NONE,99.39075972627529,0.4253497060490457,0.4103135840912155,0.47604250286911115,66.26050648418345,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,2.842170943040401e-14,112,78.85704337026415,64.58445830171051
24,165.65126621045863,231.91177269464205,False,ABLATION_1.40,-y,True,1.4,,NONE,163.97861381257073,0.4229429140194643,0.4080326505745454,0.4740574216572007,67.93315888207125,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,2.842170943040401e-14,112,78.52821215398059,66.58324031605918
24,165.65126621045863,331.30253242091726,False,ABLATION_2.00,-y,True,2.0,,NONE,262.5165065926739,0.4208111649359814,0.4060627830630243,0.47229490711736116,68.7860258282438,970003,True,True,bbdca388feaa226ff91ef8b534fb4a6692d7863f0536288024b16824909799bd,8ef768c96e50d1b90c0b559b97cb8dad6aebc5d3fb4b84c03f0823839d9df420,T256_VALID_TRACK,0.0,112,78.23624938874183,67.54767642068016
24,166.14697177673676,0.0,False,SHAM,+x,True,0.0,,NONE,0.0,0.8904052068570393,0.8707746327785568,1.0021214632976898,0.0,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,0.0,226,166.4994464793834,0.0
24,166.14697177673676,24.922045766510514,False,ABLATION_0.15,+x,True,0.15,,NONE,0.0,0.6776952338055366,0.6845402390654232,0.7736809957181767,24.922045766510536,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,2.842170943040401e-14,178,128.5447545597855,22.665433273742273
24,166.14697177673676,49.84409153302103,False,ABLATION_0.30,+x,True,0.3,,NONE,0.0,0.5423964909896051,0.5129794096434345,0.5826221592373924,49.84409153302107,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,0.0,134,96.80090744731646,46.82580007292648
24,166.14697177673676,83.07348588836838,False,ABLATION_0.50,+x,True,0.5,,NONE,21.377172819653605,0.4011485337159495,0.3952733489271333,0.4532338910329008,61.69631306871473,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,5.684341886080802e-14,108,75.30343850170395,59.29941602180495
24,166.14697177673676,116.30288024371572,False,ABLATION_0.70,+x,True,0.7,,NONE,47.02582491823355,0.3942782823346772,0.37649133596773215,0.4348349273576806,69.27705532548214,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,2.842170943040401e-14,103,72.24650640323594,67.10655068139373
24,166.14697177673676,166.14697177673676,False,ABLATION_1.00,+x,True,1.0,,NONE,92.4644241875094,0.388454548136366,0.3723647461099202,0.43093151288439074,73.68254758922734,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,2.842170943040401e-14,103,71.59796590890934,71.64625635614782
24,166.14697177673676,232.60576048743144,False,ABLATION_1.40,+x,True,1.4,,NONE,158.65462308955995,0.38688909380276193,0.3711931078275349,0.43011452818938306,73.95113739787142,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,0.0,103,71.46222637584587,72.39014374426664
24,166.14697177673676,332.2939435534735,False,ABLATION_2.00,+x,True,2.0,,NONE,256.3911117731552,0.38351253844440675,0.3695555617441218,0.42875941125605416,75.90283178031808,970004,True,True,042cd57c7f5ce7428a80578782c6ec5bdd44318a6dfb263e69966a24389fdf70,5311ee5ae31a80ceb584cca77c79bdbcd5fe206f8eeae7e91ebbac51c032f9ed,T256_VALID_TRACK,0.0,103,71.2370778009699,74.50662053723195
24,165.95181455906967,0.0,False,SHAM,-x,True,0.0,,NONE,0.0,0.8926828772775248,0.868325808348128,0.9995516133173343,0.0,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,0.0,223,165.87740397545718,0.0
24,165.95181455906967,24.89277218386045,False,ABLATION_0.15,-x,True,0.15,,NONE,0.0,0.6765916940261874,0.682589321500494,0.7747141055046433,24.892772183860433,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,0.0,177,128.5652115730021,22.909396924976786
24,165.95181455906967,49.7855443677209,False,ABLATION_0.30,-x,True,0.3,,NONE,0.0,0.5453217288941354,0.5124793592649881,0.5845506609830341,49.78554436772087,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,0.0,133,97.00724289183808,46.80096550642923
24,165.95181455906967,82.97590727953484,False,ABLATION_0.50,-x,True,0.5,,NONE,21.33095057304097,0.4107682081633674,0.39702018687803586,0.4597038021316186,61.64495670649392,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,1.1368683772161603e-13,108,76.28868012344563,59.11311688949236
24,165.95181455906967,116.16627019134876,False,ABLATION_0.70,-x,True,0.7,,NONE,47.37880241562857,0.40260072281453085,0.3859082271373756,0.4497780247880071,68.78746777572012,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,0.0,106,74.641479362364,66.42617653651376
24,165.95181455906967,165.95181455906967,False,ABLATION_1.00,-x,True,1.0,,NONE,94.20055351669512,0.39931319213419986,0.38298407495958897,0.4472434667239295,71.75126104237464,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,5.684341886080802e-14,106,74.220864852525,69.74333744851103
24,165.95181455906967,232.33254038269752,False,ABLATION_1.40,-x,True,1.4,,NONE,158.5723169226529,0.39475442804451666,0.3786198272454787,0.442228777265789,73.76022346004447,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,0.0,105,73.38866803749634,72.0858894469696
24,165.95181455906967,331.90362911813935,False,ABLATION_2.00,-x,True,2.0,,NONE,257.7352287070589,0.3923325865907707,0.3768583336526443,0.44077908741612937,74.16840041108061,970005,True,True,ccfddd78c83414bb195b1a31f34050374a0f7771d79e0c4082d0c66d7d5a3b9c,bb4ccb7076469dfc29124cd015650bafabd3d90dc1cdcc3d526448dadd90095e,T256_VALID_TRACK,0.0,105,73.14808937639746,72.83915799435327
24,163.19342912982816,0.0,False,SHAM,+y,True,0.0,,NONE,0.0,0.8883639770979709,0.8683890781020169,1.0029523191660892,0.0,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,5.684341886080802e-14,223,163.67522821842797,0.0
24,163.19342912982816,24.479014369474225,False,ABLATION_0.15,+y,True,0.15,,NONE,0.0,0.6646044263988086,0.6703766833982475,0.7608917120047922,24.479014369474253,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,0.0,172,124.17252767852769,22.612082260962634
24,163.19342912982816,48.95802873894845,False,ABLATION_0.30,+y,True,0.3,,NONE,0.0,0.5320906337867879,0.5020795199096378,0.5798511033786328,48.95802873894851,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,8.526512829121202e-14,132,94.62788994507358,46.483409246245614
24,163.19342912982816,81.59671456491408,False,ABLATION_0.50,+y,True,0.5,,NONE,23.534732476609616,0.4247289196135078,0.42231637554426177,0.4923716618300072,58.06198208830448,970006,True,True,2d659b263a6ea1e45462adc1fd0b7450409099cb0455aec2ee69bc86267a7f96,1319eebe244bd60f2ee38ceaa1e0b62fa76d9c198b1b45ba9e32da82474e072f,T256_VALID_TRACK,0.0,116,80.35181990039099,55.5875055808385
