law_index,condition,seed,n_meas,sum_P,sum_M,sum_PP,sum_MM,sum_PM,mean_P,mean_M,mean_turnover,probe_count,cross_cadence_endpoints,eligible_seed,n_tracks,long_tracks,mean_track_obs,max_track_obs,censored_tracks,births,splits,merges,ambiguous
41,ON,7001,386,315.43608858800263,335.04127723793056,262.91304277251777,304.68054614041193,280.22990486778474,0.8171919393471571,0.8679825835179548,0.13201741648204524,1,0,False,53,5,4.339622641509434,61,41,53,0,5,1
41,ON,7002,409,330.9952119360157,360.03368460611864,274.60310764154,332.5495564037275,298.56322370019575,0.8092792467873245,0.8802779574721727,0.11972204252782719,0,0,False,63,9,3.9523809523809526,29,54,63,1,2,0
41,ON,7003,304,237.8941171460228,256.0187690875438,190.80786900418585,230.92332843803865,206.992155909683,0.7825464379803382,0.8421670035774467,0.15783299642255297,0,0,False,57,8,3.736842105263158,23,51,57,1,1,0
42,OFF,7001,653,549.7963036659567,570.4191883666577,469.40844242033165,517.867234560724,487.18183504217257,0.8419545232250485,0.8735362762123395,0.12646372378766346,9,0,False,25,8,11.0,61,22,25,0,4,0
42,OFF,7002,963,842.0264615203816,874.4702386744076,746.6486859068506,826.3415417370435,776.2167953630247,0.8743784647148304,0.9080687836702052,0.09193121632979599,11,0,False,28,15,14.142857142857142,61,19,28,6,9,1
42,OFF,7003,1085,958.4300914475391,1001.9181401539191,857.6894308174213,954.9969249210684,897.409320625165,0.8833457064032618,0.9234268572847181,0.07657314271528216,6,0,False,43,16,10.813953488372093,61,31,43,7,12,0
42,ON,7001,637,527.2776756016964,535.2477912901265,445.8555714219744,486.1949278064613,456.80268068413903,0.8277514530638875,0.840263408618723,0.1597365913812766,8,0,False,83,14,4.662650602409639,31,74,83,10,10,3
42,ON,7002,622,483.22228326810136,478.27440030214234,388.88954308539536,411.29943587026236,390.00650254366417,0.7768846997879443,0.7689299040227369,0.23107009597726275,17,0,False,82,15,4.719512195121951,28,70,82,16,12,3
42,ON,7003,654,554.1407987989019,584.6272813667571,479.4883995026497,548.2501879292782,508.341624087316,0.8473100899065777,0.8939255066769985,0.10607449332300106,1,0,False,86,16,4.558139534883721,51,77,86,6,8,0
43,OFF,7001,750,591.0502453913441,594.3228508030218,481.740618159074,517.2982159418759,485.76324809140306,0.7880669938551255,0.7924304677373624,0.20756953226263788,10,0,False,80,16,5.025,41,68,80,2,11,1
43,OFF,7002,1182,1115.915210630121,1140.670223024103,1064.6568735393773,1117.620990935031,1087.5364876604247,0.9440907027327589,0.9650340296312209,0.034965970368779756,2,0,False,25,15,18.36,61,10,25,2,5,1
43,OFF,7003,1243,1121.66369414654,1142.4992571066334,1028.3976270362318,1090.8116134963193,1049.5539144132179,0.9023843074388898,0.9191466267953607,0.08085337320463896,7,0,False,57,19,9.543859649122806,61,42,57,6,12,7
43,ON,7001,811,638.8781251415481,624.0866999381846,517.9518498969447,549.1930337975538,515.7117580959905,0.7877658756369275,0.7695273735366024,0.2304726264633984,9,0,False,101,21,4.851485148514851,27,83,101,21,22,4
43,ON,7002,697,563.8531653470657,598.7331367993036,466.37234923271956,555.6450655873466,499.6174895161084,0.8089715428221889,0.8590145434710238,0.14098545652897615,2,0,False,101,13,4.316831683168317,41,86,101,9,15,15
43,ON,7003,653,517.4596299054309,524.2664806650247,421.78146889772023,469.2671380147824,433.1033966767092,0.7924343490129111,0.8028583164854896,0.19714168351450995,5,0,False,114,16,3.824561403508772,33,96,114,8,12,7
44,OFF,7001,954,858.4167850726462,858.5437816963482,783.8107482943383,803.3855422938718,787.7662470515178,0.8998079508099017,0.8999410709605328,0.10005892903946788,3,0,False,40,13,10.025,61,28,40,2,3,1
44,OFF,7002,721,645.4262984732139,641.513914662909,586.9923540629428,593.8914341092124,586.4135197634016,0.895182106065484,0.8897557762314965,0.11024422376850421,5,0,False,39,9,7.923076923076923,60,30,39,1,3,1
44,OFF,7003,1033,950.355543654995,932.885143633307,884.2578172260658,879.0119527089687,874.1986514003844,0.9199956860164521,0.9030833917069768,0.09691660829302332,13,1,True,54,17,8.648148148148149,54,39,54,3,2,0
44,ON,7001,475,375.44123699128386,406.1287574740903,303.82979475513247,365.2918812750666,328.9386422707976,0.7904026041921766,0.855007910471769,0.14499208952823228,0,0,False,70,10,4.314285714285714,29,64,70,6,2,0
44,ON,7002,512,413.13533623969545,430.4947501480444,341.3190820661432,394.8091543588532,359.90633377273025,0.8069049535931552,0.8408100588828992,0.15918994111710155,2,0,False,73,10,4.273972602739726,40,67,73,2,6,1
44,ON,7003,243,193.62078981087302,200.22774928294152,158.97101547320108,178.0041528711736,165.61129716630384,0.7967933737072964,0.8239825073372079,0.176017492662792,5,0,False,85,8,2.552941176470588,14,79,85,1,1,0
45,OFF,7001,708,567.1566463495261,497.2918434636059,461.661948146962,395.6060570843383,412.3874683698331,0.801068709533229,0.7023896094118728,0.29761039058812644,18,0,False,109,11,3.8990825688073394,55,103,109,6,10,2
45,OFF,7002,527,402.25444026946695,342.693123800604,314.74642936594086,257.3710944412038,272.05452497451904,0.7632911580065787,0.6502715821643339,0.34972841783566616,12,0,False,122,11,3.180327868852459,39,110,122,2,4,1
45,OFF,7003,404,294.51827089688334,223.13910814026366,222.26174523548565,151.47569339343607,172.13380153432917,0.7290056210318895,0.5523245250996626,0.4476754749003383,13,0,False,188,7,2.345744680851064,22,170,188,8,9,0
45,ON,7001,273,206.42622332981665,225.5041545289668,160.24760275548377,199.20062739734917,176.14303858757017,0.7561400121971306,0.8260225440621495,0.17397745593785044,0,0,False,68,8,3.1470588235294117,14,65,68,0,2,0
45,ON,7002,318,242.82736003789444,275.1171298870777,190.02324938282186,251.74645833569846,215.1819437759864,0.7636080504336303,0.8651482071920682,0.1348517928079324,0,0,False,70,7,3.442857142857143,18,67,70,2,6,0
45,ON,7003,348,257.46828829274943,284.92848432631865,195.5455948782334,250.75028546701571,216.8447883489238,0.7398514031400846,0.8187600124319502,0.18123998756804957,1,0,False,75,5,3.3333333333333335,41,63,75,3,1,0
46,OFF,7001,1139,1101.3021071043695,1105.844807969808,1069.3228380944836,1089.684572469324,1075.9055852569356,0.9669026401267511,0.9708909639770044,0.029109036022995638,7,0,False,39,16,11.974358974358974,58,24,39,1,0,1
46,OFF,7002,755,713.8439059475588,702.1889354109946,681.5123661141846,675.1994942143014,674.3629300258843,0.9454886171490845,0.9300515700807876,0.06994842991921293,3,0,False,33,10,9.575757575757576,61,24,33,1,2,0
46,OFF,7003,497,467.9305519981875,464.08938308423586,444.89806144908096,443.36228936088565,442.8175867618895,0.9415101649862928,0.9337814548978589,0.0662185451021408,1,0,False,24,6,8.708333333333334,59,18,24,0,2,0
46,ON,7001,331,252.87542314708992,257.7553275396039,199.81417256816326,218.88087446337104,205.42286970583686,0.7639740880576734,0.7787170016302233,0.22128299836977658,2,0,False,90,8,2.9444444444444446,28,81,90,1,5,0
46,ON,7002,406,322.402663371672,327.74102849989197,264.00627191601166,285.72930401243707,269.82812290716123,0.7940952299794878,0.8072439125613102,0.19275608743868988,1,0,False,85,10,3.3058823529411763,21,76,85,1,4,1
46,ON,7003,348,285.29669511218435,278.83148026414534,240.42086476639747,244.28805862565375,237.84135988616546,0.8198180894028286,0.8012398858165096,0.1987601141834905,4,0,False,68,6,3.323529411764706,41,62,68,3,5,2
47,OFF,7001,974,918.1507799580492,933.3748457682665,872.9041869822491,912.2422498505515,887.6787013420928,0.9426599383552866,0.958290396065982,0.04170960393401763,8,0,False,31,12,12.709677419354838,61,19,31,3,2,0
47,OFF,7002,738,668.0877184024301,666.531556732405,613.9937084347707,628.7564894303557,614.8471679206041,0.905267911114404,0.9031592909653183,0.0968407090346819,14,0,False,36,9,8.833333333333334,61,27,36,8,10,0
47,OFF,7003,1355,1283.1216180699846,1297.0949349076964,1223.1223516543673,1263.8326031675872,1238.304707607632,0.9469532236678854,0.9572656346182261,0.042734365381772776,10,3,True,39,18,13.974358974358974,61,21,39,4,3,0
47,ON,7001,260,206.1581742001662,210.44286641493065,167.54067253909864,183.090211669145,172.86977827076544,0.7929160546160239,0.8093956400574256,0.19060435994257463,0,0,False,74,7,2.7972972972972974,20,71,74,2,1,0
47,ON,7002,333,272.466635156687,282.8148443783427,229.2108047761922,253.789997938426,239.14894524825354,0.8182181235936546,0.8492938269619901,0.1507061730380098,1,0,False,74,6,3.1486486486486487,44,71,74,0,3,0
47,ON,7003,577,471.555795048718,470.41581707399894,399.2867229988216,415.842738552699,401.3401504105292,0.8172544108296672,0.8152787124332738,0.18472128756672718,4,0,False,75,9,4.333333333333333,47,66,75,6,7,0
48,OFF,7001,598,517.3564827754001,481.9657901042146,456.3735902258831,420.03073787895437,431.58837555196726,0.8651446200257527,0.8059628597060444,0.19403714029395677,5,0,False,57,12,5.473684210526316,55,48,57,4,3,2
48,OFF,7002,638,534.4501597726783,459.37964372035447,456.47699547076866,370.72608508501673,399.3631006254855,0.8376961751922857,0.7200307895303362,0.2799692104696632,36,0,False,78,11,4.730769230769231,39,69,78,7,3,3
48,OFF,7003,959,839.2749285794686,778.9293421261046,743.1422741779674,678.4702169409463,696.780128485153,0.8751563384561716,0.8122308051367098,0.1877691948632883,38,1,True,78,16,6.051282051282051,61,66,78,5,5,0
48,ON,7001,291,220.59136886599603,235.36441437715777,172.98410600186827,205.86798273526128,185.51797651371416,0.7580459411202612,0.8088124205400611,0.19118757945993897,1,0,False,93,9,2.7311827956989245,14,90,93,1,2,1
48,ON,7002,188,147.57306973143258,159.06150647734117,119.64446713493737,144.13485215209033,129.89436709965938,0.7849631368693223,0.8460718429645807,0.15392815703541915,0,0,False,66,3,2.5454545454545454,21,54,66,0,2,0
48,ON,7003,424,346.8320607523144,375.69905871057404,290.62456208827854,348.3776984357444,314.64376075185663,0.8180001432837605,0.8860826856381463,0.11391731436185347,0,0,False,73,8,3.684931506849315,27,61,73,3,7,0
49,OFF,7001,649,497.52772552215373,353.97676519563777,389.45277628121,239.08514254082522,283.8744125077083,0.7666066649031644,0.5454187445233247,0.45458125547667544,52,0,False,143,13,3.3216783216783217,31,128,143,9,9,0
49,OFF,7002,501,382.6828326856851,285.7329781693466,299.42349481326414,194.3686341004564,227.57087285273127,0.7638379893925851,0.5703253057272387,0.429674694272762,33,0,False,149,14,2.879194630872483,17,134,149,9,10,1
49,OFF,7003,439,336.76529003103775,249.85754505636478,265.1871146187383,174.24643512414502,201.84563717785787,0.7671191116880131,0.5691515832719015,0.43084841672809826,30,0,False,181,11,2.5027624309392267,15,166,181,11,11,1
49,ON,7001,296,222.16537427667043,236.32799967024027,172.55168708318394,205.05432555254225,184.83805008983254,0.7505586968806434,0.7984054042913523,0.20159459570864854,0,0,False,109,6,2.5871559633027523,14,103,109,4,2,0
49,ON,7002,284,219.47987048153726,235.15754471500426,174.44644203228083,208.23359787636875,188.05663221505085,0.7728164453575256,0.8280195236443813,0.1719804763556183,0,0,False,101,7,2.623762376237624,17,95,101,2,2,0
49,ON,7003,277,206.31876507287967,212.23547371629527,160.23998173622255,180.9531847800122,166.94869477780634,0.7448330869057028,0.7661930459072032,0.23380695409279653,1,0,False,103,6,2.5242718446601944,15,97,103,0,2,0
50,OFF,7001,311,225.38408954346463,152.5202720388004,169.35449832116387,95.84759574306146,117.06028412917458,0.7247076834195004,0.4904188811536991,0.509581118846301,23,0,False,206,3,2.0776699029126213,14,197,206,5,8,2
50,OFF,7002,357,266.34175266237645,196.3038194366589,203.62349497860706,130.65868520887997,153.40192418219746,0.7460553295864887,0.5498706426797167,0.4501293573202836,12,0,False,187,4,2.320855614973262,13,169,187,5,9,2
50,OFF,7003,437,326.268334412614,230.1114475344512,249.44822447585076,149.2731353054103,180.4307531703041,0.7466094608984303,0.5265708181566389,0.47342918184336125,21,0,False,189,12,2.3968253968253967,14,174,189,6,10,1
50,ON,7001,184,131.68651843892636,146.56712518606398,97.79108996610819,124.38605080564069,108.21473563322166,0.7156876002115563,0.796560462967739,0.20343953703226123,0,0,False,82,4,2.317073170731707,17,79,82,2,2,1
50,ON,7002,183,130.2000684994948,133.54417826366642,95.71629753885718,106.27620042677295,98.88870062988765,0.7114757841502447,0.7297496079981772,0.270250392001823,1,0,False,123,6,1.91869918699187,12,117,123,1,5,1
50,ON,7003,190,137.4019455738093,148.60555123538188,102.45529838238585,124.7197884101641,111.14627530278352,0.7231681345989962,0.7821344801862204,0.21786551981377975,0,0,False,100,3,2.14,17,97,100,0,0,0
51,OFF,7001,803,690.1097924171277,746.8103819357966,598.1059155733615,711.6244720815874,647.1988287011095,0.859414436384966,0.9300253822363594,0.06997461776364083,7,0,False,25,11,13.2,61,19,25,0,2,0
51,OFF,7002,706,595.08492008779,638.1116234900444,507.10659963750936,595.4511420756698,543.8899426769614,0.842896487376473,0.9038408264731507,0.09615917352685063,3,0,False,28,11,10.964285714285714,61,25,28,1,9,0
51,OFF,7003,865,724.7710213731478,752.4994965590477,612.9348424048756,687.635116500464,638.2832872481872,0.8378855738417894,0.8699416145191302,0.13005838548086995,11,0,False,42,12,8.976190476190476,61,36,42,2,9,0
51,ON,7001,193,131.4924436357539,140.51350183031442,93.51469855985489,114.85414229584879,100.66996178868314,0.6813079981127145,0.7280492322814219,0.27195076771857785,0,0,False,94,4,2.2872340425531914,14,88,94,0,0,1
51,ON,7002,182,131.39182522070462,148.4258891481632,98.55964832035536,131.46999009376782,111.94537680316931,0.7219331056082672,0.8155268634514462,0.18447313654855332,0,0,False,72,5,2.361111111111111,20,69,72,1,3,0
51,ON,7003,251,187.20193657129587,202.68937698683854,143.9915981118191,176.03982486501772,156.93559101112274,0.7458244484912187,0.8075273983539384,0.19247260164606145,1,0,False,100,5,2.44,20,94,100,1,2,0
52,OFF,7001,1429,1297.4214510474048,1352.9843557761772,1187.7383220396332,1313.591598322204,1240.9331967485184,0.9079226389415009,0.9468050075410617,0.05319499245893865,6,1,True,36,18,15.666666666666666,61,18,36,3,7,0
52,OFF,7002,1636,1492.3306458216969,1546.559581852618,1370.236299370571,1496.3619447756064,1422.9154173796103,0.9121825463457804,0.945329817758324,0.05467018224167732,19,0,False,33,21,19.21212121212121,61,12,33,3,4,1
52,OFF,7003,1490,1353.7573097368684,1398.397368154721,1238.57251030211,1346.1743154422227,1281.9577761295202,0.9085619528435358,0.9385217235937725,0.061478276406227446,13,1,True,48,19,12.583333333333334,61,27,48,3,3,1
52,ON,7001,260,190.0650677160355,202.1584573250148,143.69928027464297,169.35075700112245,153.2390331263748,0.7310194912155211,0.7775325281731339,0.22246747182686594,1,0,False,88,6,2.522727272727273,21,82,88,2,1,0
52,ON,7002,158,118.7701986307086,122.02553411706056,91.68384661310913,100.63880938434411,94.64924354913116,0.7517101179158773,0.7723135070700036,0.22768649292999646,0,0,False,89,3,2.0112359550561796,17,80,89,1,1,0
52,ON,7003,171,119.08358051883003,128.11906956480198,86.65974987250074,105.3321158045793,93.27020831176962,0.6963952077124563,0.7492343249403625,0.2507656750596374,0,0,False,88,6,2.125,12,85,88,3,1,0
53,OFF,7001,873,729.2814728661673,744.667206380238,617.7165132055717,683.2640915928314,634.7958669954854,0.8353739666279121,0.8529979454527353,0.1470020545472633,4,0,False,80,13,5.5875,47,68,80,0,11,0
53,OFF,7002,1178,1000.6286902364352,1053.0043133380734,859.4772541354915,979.5362313924429,905.7784049372682,0.8494301275351742,0.89389160724794,0.1061083927520609,9,0,False,74,17,7.364864864864865,61,56,74,5,8,1
53,OFF,7003,1217,1049.4210836725779,1109.323325991016,919.2480488885313,1054.4799711955425,973.2446559531062,0.8623016299692505,0.9115228644133245,0.08847713558667643,14,0,False,78,18,7.128205128205129,61,63,78,10,8,2
53,ON,7001,137,96.04158031103717,108.8439248356428,70.49831861146374,93.40889085243884,80.00010239995088,0.7010334329272786,0.7944812031798745,0.20551879682012558,0,0,False,99,2,1.9292929292929293,17,96,99,1,2,0
53,ON,7002,144,104.65548312227897,116.19092369556401,79.38510522566172,101.93744964473464,88.16979750998628,0.7267741883491595,0.8068814145525278,0.1931185854474722,0,0,False,95,4,1.9684210526315788,13,92,95,0,2,0
53,ON,7003,133,90.38837906385298,100.56801974603704,64.5219876606831,82.43983068252619,71.41478753968127,0.6796118726605487,0.7561505244062935,0.24384947559370648,0,0,False,95,2,1.9473684210526316,10,92,95,3,0,0
54,OFF,7001,539,420.56484903836014,375.25942628231525,333.42727479602576,295.52241201407395,300.13320179981343,0.7802687366203342,0.6962141489467816,0.3037858510532177,19,0,False,104,9,3.326923076923077,61,95,104,2,5,2
54,OFF,7002,368,286.8004146491469,269.61179320284225,227.63006112752362,217.3189308388651,215.30683577329032,0.7793489528509426,0.7326407423990279,0.26735925760097173,6,0,False,107,7,2.7009345794392523,28,104,107,1,3,1
54,OFF,7003,416,322.1509461229575,315.65681107221315,255.03087744255814,260.49364629078525,248.64221495772324,0.774401312795571,0.7587904112312815,0.24120958876871923,11,0,False,106,6,2.8962264150943398,35,97,106,1,4,0
54,ON,7001,340,256.2412248851704,243.48724779153326,198.7226083067554,198.0790250482689,192.37581995853046,0.7536506614269718,0.7161389640927449,0.2838610359072552,1,0,False,132,7,2.4393939393939394,18,123,132,5,7,0
54,ON,7002,292,206.13046982564924,199.4590124202749,151.36359689933226,152.4091983973351,147.0767958337121,0.7059262665261961,0.6830788096584757,0.3169211903415237,0,0,False,115,6,2.373913043478261,27,106,115,3,3,2
54,ON,7003,404,299.8428960244595,298.7348559828868,230.38837636524698,243.61554458791068,231.75642358235353,0.7421853861991572,0.7394427128289277,0.2605572871710721,2,0,False,126,10,2.738095238095238,21,114,126,3,5,0
55,OFF,7001,1242,1092.8388627631398,1164.658314346474,972.4131684754486,1125.3902427809887,1036.9333427930956,0.8799024659928661,0.9377281113900757,0.06227188860992573,7,0,False,31,16,15.870967741935484,61,19,31,0,2,0
55,OFF,7002,1074,930.3285958397577,992.3744287859681,814.8852243328354,944.2023458654792,869.593122500908,0.8662277428675583,0.9239985370446631,0.07600146295533863,6,1,True,32,15,13.6875,61,20,32,1,2,0
55,OFF,7003,1138,979.5959125751698,1046.4148311762224,854.8289307223168,997.4769146196027,915.6911478121315,0.8608048440906588,0.919520941279633,0.08047905872036717,4,0,False,46,17,10.73913043478261,61,34,46,4,10,0
55,ON,7001,839,694.9217838470125,732.8761237831318,584.8890928122553,683.8551768661191,621.529716859843,0.8282738782443534,0.8735114705400856,0.1264885294599136,4,0,False,70,14,6.0285714285714285,55,55,70,2,6,10
55,ON,7002,821,694.076942684129,732.4430872915751,597.4432206595725,692.2631127070497,634.2793597140243,0.845404315084201,0.892135307297899,0.10786469270210094,0,0,False,68,15,6.161764705882353,48,53,68,5,7,2
55,ON,7003,638,508.92278498808815,537.7850569301512,414.18245888586193,489.792657636729,440.56477848637115,0.7976846159687903,0.8429232867243749,0.15707671327562464,2,0,False,87,13,4.275862068965517,61,75,87,4,6,1
56,OFF,7001,411,322.16839396358233,324.8479971698524,256.63263407901735,276.7778958276299,259.9914996232393,0.7838647055074995,0.7903844213378405,0.20961557866215919,1,0,False,66,5,3.757575757575758,61,60,66,3,2,0
56,OFF,7002,478,371.9845883043712,354.20873637679836,294.2891009227949,282.44594321376906,281.49034109677706,0.7782104357832034,0.7410224610393271,0.25897753896067327,4,0,False,102,9,3.1372549019607843,27,96,102,3,1,0
56,OFF,7003,486,369.5781411134187,348.5596786164531,287.91837231253345,280.07585325726257,274.15957234946563,0.7604488500276105,0.7172009848075166,0.28279901519248346,12,0,False,111,11,3.225225225225225,31,105,111,3,4,1
56,ON,7001,284,210.61519386728284,200.75751831371377,160.46956366825344,157.58048998428478,154.53719549675256,0.741602795307334,0.7068926701187105,0.2931073298812894,1,0,False,117,4,2.5213675213675213,19,108,117,4,6,0
56,ON,7002,282,218.93127219088456,216.0848729161271,172.6843585573131,178.26926846696156,171.23565969847067,0.7763520290456899,0.7662584145961954,0.23374158540380433,4,0,False,135,4,2.4074074074074074,14,126,135,3,2,0
56,ON,7003,359,275.1269559260982,275.9453631449049,215.68797766611897,232.00225481590817,218.46871703485616,0.7663703507690758,0.7686500366153339,0.23134996338466582,4,0,False,97,9,2.8762886597938144,29,82,97,1,1,0
57,OFF,7001,516,403.9925482395055,447.2864262410887,325.08860103399957,406.56241011851813,358.7653783671168,0.7829312950378013,0.8668341593819548,0.13316584061804415,0,0,False,73,11,4.191780821917808,40,67,73,2,3,0
57,OFF,7002,541,433.4849761966488,473.3015775768425,353.7282627305555,433.32575270427884,385.5285041960175,0.8012661297535097,0.8748642838758641,0.1251357161241357,4,0,False,71,8,4.056338028169014,56,65,71,0,5,0
57,OFF,7003,623,484.0938940982364,555.0577069335387,383.16199856316274,512.5629542634296,434.5768564038664,0.7770367481512622,0.8909433498130638,0.10905665018693582,5,0,False,48,8,6.208333333333333,61,42,48,0,2,0
57,ON,7001,257,194.30309552890614,204.17680032341332,150.7932431080039,174.11488100097753,159.34042303340124,0.7560431732642262,0.794462258067756,0.20553774193224303,1,0,False,126,4,2.3174603174603177,12,117,126,1,3,0
57,ON,7002,460,362.52688098208233,373.16909730256066,293.57766562859047,335.8638047549816,306.4022968841389,0.7881019151784399,0.8112371680490449,0.18876283195095558,1,0,False,103,10,3.233009708737864,25,91,103,4,10,0
57,ON,7003,328,237.6138313024498,237.99971036807355,178.4318560505724,199.30128496953702,182.20833802395933,0.7244324125074689,0.7256088730733949,0.27439112692660467,3,0,False,108,7,2.7314814814814814,21,102,108,1,1,0
58,OFF,7001,962,842.8058442306603,885.7387367010928,746.1156579063162,834.4914340593882,785.6348706843066,0.8760975511753226,0.9207263375271234,0.07927366247287453,3,0,False,41,12,9.75609756097561,61,29,41,0,0,0
58,OFF,7002,744,619.1687616765438,612.0948504500199,521.9479762733935,537.0640785346667,520.3482063880176,0.8322160775222363,0.8227081323252955,0.17729186767470365,13,0,False,90,14,4.4,59,81,90,1,7,0
58,OFF,7003,794,687.1219149540852,690.5069179516275,601.6200969220774,633.1845203134131,608.766815879078,0.8653928399925507,0.8696560679491531,0.1303439320508473,15,1,True,40,11,8.6,61,34,40,0,0,0
58,ON,7001,465,352.4679870253611,333.10914417027294,274.9452241082031,262.51869574151107,261.8526904558455,0.7579956710222819,0.7163637509038128,0.2836362490961859,5,0,False,115,4,3.0608695652173914,37,106,115,8,3,1
58,ON,7002,418,310.9626307848588,295.4212567073215,236.64548718073405,229.5900775418406,225.47676143529318,0.7439297387197579,0.7067494179600993,0.2932505820399006,8,0,False,93,8,3.172043010752688,55,84,93,6,5,0
58,ON,7003,575,437.3656202827411,419.6814651065458,339.75616001554613,330.5621223085253,328.3672954056228,0.7606358613612888,0.7298808088809492,0.2701191911190513,3,0,False,100,11,3.74,45,91,100,9,3,0
59,OFF,7001,1108,940.0537069418227,948.4274861767003,812.7670925292238,870.2420372149945,829.0439487623587,0.848423923232692,0.8559814857190436,0.144018514280956,8,0,False,99,17,5.404040404040404,61,84,99,8,4,3
59,OFF,7002,1188,1060.1174298877395,1103.2997241959517,960.3964283157576,1063.027497597268,1001.6774455754968,0.8923547389627436,0.9287034715454139,0.071296528454586,4,0,False,64,16,8.109375,60,49,64,3,5,4
59,OFF,7003,728,635.4962229682515,646.9667998548496,563.99735075761,606.7002077036508,577.6230323457054,0.8729343722091366,0.8886906591412769,0.11130934085872378,7,0,False,58,10,5.844827586206897,61,49,58,0,2,0
59,ON,7001,430,301.7134449117746,250.7138601624043,219.97843323759832,183.21497936778337,188.2669688408375,0.7016591742134294,0.5830554887497774,0.4169445112502228,7,0,False,139,10,2.7553956834532376,29,127,139,10,4,6
59,ON,7002,491,370.5900693959552,380.40927056213116,288.8502917781074,320.94073911886926,298.448082242683,0.7547659254500105,0.7747642984972122,0.225235701502788,1,0,False,115,6,2.965217391304348,52,103,115,13,7,4
59,ON,7003,624,495.4617455300208,476.102498830115,403.32252396341636,406.56540739165854,394.7186421819813,0.7940092075801615,0.7629847737662099,0.23701522623379054,5,0,False,91,18,4.230769230769231,24,79,91,19,16,9
60,OFF,7001,374,269.6402945505866,154.66412337097918,198.6444231700401,86.25427909603603,116.68925737700093,0.7209633544133331,0.41354043682079994,0.5864595631792001,22,0,False,225,6,2.16,11,216,225,13,10,1
60,OFF,7002,385,276.0065622316059,149.42646760445703,203.27486500721272,82.38446700208938,113.1023398488409,0.7169001616405348,0.38812069507651176,0.6118793049234885,27,0,False,214,8,2.191588785046729,11,193,214,7,10,1
60,OFF,7003,369,265.78237130022626,158.99415972766997,196.20639673186324,92.26515282376523,120.94828183708776,0.7202774289979031,0.4308784816468021,0.5691215183531981,22,0,False,222,4,2.171171171171171,10,207,222,8,7,2
60,ON,7001,245,178.28638677127896,150.28017586142667,133.12983711230876,105.16201589519505,113.86612132409077,0.727699537841955,0.6133884729037823,0.38661152709621766,2,0,False,146,4,2.095890410958904,13,143,146,4,6,0
60,ON,7002,191,137.3415454520153,115.16162866562154,101.63389952476165,79.68788260323163,86.89516010940858,0.7190656829948445,0.6029404642179138,0.3970595357820863,2,0,False,140,4,1.9714285714285715,9,134,140,3,3,0
60,ON,7003,222,159.01845900902137,144.54605786074904,117.55909157854175,108.11961370077344,108.73696498845469,0.7162993649055017,0.6511083687421129,0.3488916312578865,1,0,False,166,3,1.9879518072289157,8,151,166,2,6,0
61,OFF,7001,586,426.4040432332355,335.9220890720214,318.14880459483646,237.2401315445549,258.5384363342834,0.7276519509099582,0.5732458857884324,0.4267541142115677,6,0,False,201,7,2.6069651741293534,34,186,201,9,11,5
61,OFF,7002,497,367.20543997395646,308.3442212571027,277.63123807227385,225.74480607469803,237.45278865872837,0.7388439436095703,0.6204109079619772,0.3795890920380227,10,0,False,161,9,2.6335403726708075,34,152,161,9,7,0
61,OFF,7003,507,372.9875870815268,319.14754230801987,281.25868889976965,231.81618518841873,244.10269789894406,0.7356757141647471,0.629482331968481,0.3705176680315192,6,0,False,166,11,2.644578313253012,42,157,166,6,11,0
61,ON,7001,331,249.7014328542128,239.6456188393287,192.4872184694261,188.9165541905234,186.52127836603717,0.7543849935172593,0.7240048907532589,0.27599510924674125,4,0,False,124,7,2.467741935483871,20,115,124,5,5,0
61,ON,7002,254,181.86625924363278,172.50219902498918,134.41857515698848,132.0400513140806,128.99223104744723,0.7160088946599716,0.679142515846414,0.32085748415358556,1,0,False,114,6,2.3684210526315788,12,102,114,1,0,0
61,ON,7003,216,154.37778926389123,143.6706258044332,114.28342722784683,109.2523780925686,108.20017946612425,0.7147119873328298,0.6651417861316352,0.3348582138683643,2,0,False,144,3,2.0277777777777777,9,135,144,6,3,0
62,OFF,7001,398,294.49229712315287,222.96537309648542,223.0672467645964,148.04172928874874,171.51176863747847,0.7399303947817911,0.5602145052675513,0.4397854947324487,23,0,False,161,8,2.4658385093167703,17,149,161,6,2,0
62,OFF,7002,340,249.63480640460435,183.7474862534154,188.57099707761697,121.28796423142192,141.89074418713713,0.7342200188370717,0.5404337830982806,0.4595662169017198,12,0,False,183,5,2.191256830601093,19,168,183,4,8,1
62,OFF,7003,401,296.6609221107981,229.04070145970664,224.9125385260178,158.64363191672604,178.1618362272591,0.739802798281292,0.5711738191015128,0.4288261808984872,12,0,False,165,8,2.4727272727272727,17,156,165,8,11,0
62,ON,7001,285,205.9150350829906,138.35982227397793,151.58458855899022,89.51596620056866,103.56592538635115,0.7225088950280373,0.48547306061044887,0.5145269393895511,20,0,False,281,0,1.8327402135231317,6,269,281,4,8,0
62,ON,7002,343,247.1861193956784,160.2641938900454,181.04799234861878,102.6862317447875,119.10197397116941,0.7206592402206367,0.4672425477843889,0.5327574522156113,20,0,False,289,1,1.9480968858131489,9,265,289,12,6,2
62,ON,7003,279,199.32200530380115,137.92286270362047,145.33160220396124,93.80069859110272,103.02344299849132,0.7144157896193589,0.4943471781491773,0.5056528218508225,16,0,False,279,1,1.842293906810036,9,261,279,9,7,0
