block,delay,first_probe,first_realized,quantum,second_capacity,second_realized,second_reject_reason,second_rejected,size
L32_S990100,32,True,3.739802815705382,3.7398028157053815,144.06926600982246,3.7398028157053824,NONE,False,32
L32_S990100,64,True,3.739802815705382,3.7398028157053815,144.20477181391107,3.7398028157053824,NONE,False,32
L32_S990100,1,False,,3.7398028157053815,150.26761140247697,3.7398028157053815,NONE,False,32
L32_S990100,2,False,,3.7398028157053815,150.261464583545,3.7398028157053815,NONE,False,32
L32_S990100,4,False,,3.7398028157053815,150.24922643595158,3.7398028157053815,NONE,False,32
L32_S990100,8,False,,3.7398028157053815,150.2249686910142,3.7398028157053815,NONE,False,32
L32_S990100,16,False,,3.7398028157053815,150.17730104298985,3.7398028157053815,NONE,False,32
L32_S990100,32,False,,3.7398028157053815,150.0851600915219,3.7398028157053815,NONE,False,32
L32_S990100,64,False,,3.7398028157053815,149.91227319698203,3.7398028157053815,NONE,False,32
L32_S990101,1,True,3.6447720406401376,3.644772040640138,135.48540414382873,3.644772040640138,NONE,False,32
L32_S990101,2,True,3.6447720406401376,3.644772040640138,135.42702395915927,3.644772040640137,NONE,False,32
L32_S990101,4,True,3.6447720406401376,3.644772040640138,135.3187047943323,3.644772040640138,NONE,False,32
L32_S990101,8,True,3.6447720406401376,3.644772040640138,135.12939418042066,3.644772040640138,NONE,False,32
L32_S990101,16,True,3.6447720406401376,3.644772040640138,134.82777675434093,3.644772040640138,NONE,False,32
L32_S990101,32,True,3.6447720406401376,3.644772040640138,134.40587097010726,3.644772040640138,NONE,False,32
L32_S990101,64,True,3.6447720406401376,3.644772040640138,133.47229997380876,3.644772040640138,NONE,False,32
L32_S990101,1,False,,3.644772040640138,139.339149632279,3.644772040640139,NONE,False,32
L32_S990101,2,False,,3.644772040640138,139.33218608606458,3.644772040640138,NONE,False,32
L32_S990101,4,False,,3.644772040640138,139.31832441124726,3.6447720406401376,NONE,False,32
L32_S990101,8,False,,3.644772040640138,139.29085898666656,3.6447720406401385,NONE,False,32
L32_S990101,16,False,,3.644772040640138,139.23693085898927,3.6447720406401376,NONE,False,32
L32_S990101,32,False,,3.644772040640138,139.1328683096629,3.644772040640138,NONE,False,32
L32_S990101,64,False,,3.644772040640138,138.9383845839874,3.644772040640138,NONE,False,32
L32_S990102,1,True,3.6469080556787152,3.6469080556787157,149.33379569101197,3.6469080556787157,NONE,False,32
L32_S990102,2,True,3.6469080556787152,3.6469080556787157,149.28330076717685,3.6469080556787157,NONE,False,32
L32_S990102,4,True,3.6469080556787152,3.6469080556787157,149.18931945580127,3.6469080556787157,NONE,False,32
L32_S990102,8,True,3.6469080556787152,3.6469080556787157,149.02401660904923,3.6469080556787157,NONE,False,32
L32_S990102,16,True,3.6469080556787152,3.6469080556787157,148.75757682632505,3.6469080556787157,NONE,False,32
L32_S990102,32,True,3.6469080556787152,3.6469080556787157,147.9548743168042,3.6469080556787157,NONE,False,32
L32_S990102,64,True,3.6469080556787152,3.6469080556787157,147.58446495973342,3.6469080556787157,NONE,False,32
L32_S990102,1,False,,3.6469080556787157,153.86237284118258,3.646908055678715,NONE,False,32
L32_S990102,2,False,,3.6469080556787157,153.85569100404038,3.6469080556787157,NONE,False,32
L32_S990102,4,False,,3.6469080556787157,153.84239413090572,3.6469080556787157,NONE,False,32
L32_S990102,8,False,,3.6469080556787157,153.81606336066685,3.6469080556787157,NONE,False,32
L32_S990102,16,False,,3.6469080556787157,153.76442103417602,3.6469080556787157,NONE,False,32
L32_S990102,32,False,,3.6469080556787157,153.664968712042,3.6469080556787157,NONE,False,32
L32_S990102,64,False,,3.6469080556787157,153.47967605881314,3.6469080556787157,NONE,False,32
L32_S990103,1,True,3.7040635342011403,3.7040635342011408,149.4589678307464,3.7040635342011408,NONE,False,32
L32_S990103,2,True,3.7040635342011403,3.7040635342011408,149.40319761416126,3.7040635342011408,NONE,False,32
L32_S990103,4,True,3.7040635342011403,3.7040635342011408,149.2992974802544,3.7040635342011408,NONE,False,32
L32_S990103,8,True,3.7040635342011403,3.7040635342011408,149.11634500665303,3.7040635342011408,NONE,False,32
L32_S990103,16,True,3.7040635342011403,3.7040635342011408,148.82119894768604,3.7040635342011408,NONE,False,32
L32_S990103,32,True,3.7040635342011403,3.7040635342011408,147.95235686833055,3.7040635342011408,NONE,False,32
L32_S990103,64,True,3.7040635342011403,3.7040635342011408,147.45552009944316,3.70406353420114,NONE,False,32
L32_S990103,1,False,,3.7040635342011408,153.81977149504925,3.7040635342011408,NONE,False,32
L32_S990103,2,False,,3.7040635342011408,153.81172918125205,3.7040635342011408,NONE,False,32
L32_S990103,4,False,,3.7040635342011408,153.79571431045267,3.7040635342011408,NONE,False,32
L32_S990103,8,False,,3.7040635342011408,153.7639600677543,3.7040635342011408,NONE,False,32
L32_S990103,16,False,,3.7040635342011408,153.70152619181462,3.7040635342011408,NONE,False,32
L32_S990103,32,False,,3.7040635342011408,153.5807503690953,3.7040635342011408,NONE,False,32
L32_S990103,64,False,,3.7040635342011408,153.35409134275426,3.7040635342011408,NONE,False,32
L32_S990104,1,True,3.7311725569887515,3.7311725569887515,145.57900502283684,3.7311725569887515,NONE,False,32
L32_S990104,2,True,3.7311725569887515,3.7311725569887515,145.5307516354419,3.7311725569887515,NONE,False,32
L32_S990104,4,True,3.7311725569887515,3.7311725569887515,145.44183199346122,3.731172556988751,NONE,False,32
L32_S990104,8,True,3.7311725569887515,3.7311725569887515,145.2873712284615,3.7311725569887515,NONE,False,32
L32_S990104,16,True,3.7311725569887515,3.7311725569887515,145.04111314450685,3.731172556988751,NONE,False,32
L32_S990104,32,True,3.7311725569887515,3.7311725569887515,144.27816190281203,3.7311725569887515,NONE,False,32
L32_S990104,64,True,3.7311725569887515,3.7311725569887515,143.91726862777614,3.7311725569887515,NONE,False,32
L32_S990104,1,False,,3.7311725569887515,150.0855557313519,3.731172556988752,NONE,False,32
L32_S990104,2,False,,3.7311725569887515,150.08004942516519,3.731172556988752,NONE,False,32
L32_S990104,4,False,,3.7311725569887515,150.06907891474646,3.7311725569887515,NONE,False,32
L32_S990104,8,False,,3.7311725569887515,150.04730410178246,3.731172556988752,NONE,False,32
L32_S990104,16,False,,3.7311725569887515,150.00440225707064,3.7311725569887515,NONE,False,32
L32_S990104,32,False,,3.7311725569887515,149.9210614897264,3.7311725569887515,NONE,False,32
L32_S990104,64,False,,3.7311725569887515,149.76332106990668,3.731172556988752,NONE,False,32
L32_S990105,1,True,3.7186003929829026,3.7186003929829026,147.44511643133237,3.718600392982903,NONE,False,32
L32_S990105,2,True,3.7186003929829026,3.7186003929829026,147.3923458127287,3.718600392982903,NONE,False,32
L32_S990105,4,True,3.7186003929829026,3.7186003929829026,147.29444156919888,3.7186003929829026,NONE,False,32
L32_S990105,8,True,3.7186003929829026,3.7186003929829026,147.12326814471902,3.7186003929829026,NONE,False,32
L32_S990105,16,True,3.7186003929829026,3.7186003929829026,146.85042636747465,3.7186003929829026,NONE,False,32
L32_S990105,32,True,3.7186003929829026,3.7186003929829026,146.03305779423908,3.718600392982903,NONE,False,32
L32_S990105,64,True,3.7186003929829026,3.7186003929829026,145.16217769394086,3.7186003929829026,NONE,False,32
L32_S990105,1,False,,3.7186003929829026,151.74208941955695,3.7186003929829026,NONE,False,32
L32_S990105,2,False,,3.7186003929829026,151.73644474589798,3.7186003929829026,NONE,False,32
L32_S990105,4,False,,3.7186003929829026,151.72520147961086,3.7186003929829017,NONE,False,32
L32_S990105,8,False,,3.7186003929829026,151.70289694480152,3.7186003929829026,NONE,False,32
L32_S990105,16,False,,3.7186003929829026,151.6589977068574,3.7186003929829026,NONE,False,32
L32_S990105,32,False,,3.7186003929829026,151.57390027224204,3.7186003929829026,NONE,False,32
L32_S990105,64,False,,3.7186003929829026,151.41350651456216,3.7186003929829026,NONE,False,32
L32_S990106,1,True,3.714426348636496,3.714426348636496,152.16922991725932,3.714426348636496,NONE,False,32
L32_S990106,2,True,3.714426348636496,3.714426348636496,152.11034688980027,3.714426348636496,NONE,False,32
L32_S990106,4,True,3.714426348636496,3.714426348636496,152.0009059828092,3.714426348636496,NONE,False,32
L32_S990106,8,True,3.714426348636496,3.714426348636496,151.80907341353245,3.714426348636496,NONE,False,32
L32_S990106,16,True,3.714426348636496,3.714426348636496,151.50203343693417,3.714426348636496,NONE,False,32
L32_S990106,32,True,3.714426348636496,3.714426348636496,151.06954513011974,3.714426348636496,NONE,False,32
L32_S990106,64,True,3.714426348636496,3.714426348636496,150.12348939865277,3.7144263486364966,NONE,False,32
L32_S990106,1,False,,3.714426348636496,156.04649125136484,3.7144263486364966,NONE,False,32
L32_S990106,2,False,,3.714426348636496,156.03940129071043,3.714426348636496,NONE,False,32
L32_S990106,4,False,,3.714426348636496,156.02528062891633,3.714426348636496,NONE,False,32
L32_S990106,8,False,,3.714426348636496,155.99727333849418,3.714426348636496,NONE,False,32
L32_S990106,16,False,,3.714426348636496,155.94217153239381,3.714426348636496,NONE,False,32
L32_S990106,32,False,,3.714426348636496,155.8354424010271,3.714426348636496,NONE,False,32
L32_S990106,64,False,,3.714426348636496,155.63461508673322,3.714426348636496,NONE,False,32
L32_S990107,1,True,3.715942247157847,3.715942247157847,153.0277437025344,3.715942247157848,NONE,False,32
L32_S990107,2,True,3.715942247157847,3.715942247157847,152.9677420184764,3.7159422471578467,NONE,False,32
L32_S990107,4,True,3.715942247157847,3.715942247157847,152.85629111179435,3.715942247157847,NONE,False,32
L32_S990107,8,True,3.715942247157847,3.715942247157847,152.66151783200476,3.715942247157847,NONE,False,32
L32_S990107,16,True,3.715942247157847,3.715942247157847,152.3528627036905,3.715942247157847,NONE,False,32
L32_S990107,32,True,3.715942247157847,3.715942247157847,151.92919011316417,3.715942247157847,NONE,False,32
L32_S990107,64,True,3.715942247157847,3.715942247157847,151.02659910328885,3.7159422471578467,NONE,False,32
L32_S990107,1,False,,3.715942247157847,156.88550909888056,3.715942247157847,NONE,False,32
L32_S990107,2,False,,3.715942247157847,156.87958090207457,3.7159422471578467,NONE,False,32
L32_S990107,4,False,,3.715942247157847,156.8677761907902,3.715942247157847,NONE,False,32
L32_S990107,8,False,,3.715942247157847,156.84437048116396,3.715942247157847,NONE,False,32
L32_S990107,16,False,,3.715942247157847,156.79835053352403,3.715942247157847,NONE,False,32
L32_S990107,32,False,,3.715942247157847,156.7093008194609,3.715942247157847,NONE,False,32
L32_S990107,64,False,,3.715942247157847,156.54191800306648,3.7159422471578476,NONE,False,32
L32_S990108,1,True,3.7391219534218463,3.7391219534218463,148.95401688427822,3.7391219534218463,NONE,False,32
L32_S990108,2,True,3.7391219534218463,3.7391219534218463,148.90372136226767,3.7391219534218467,NONE,False,32
L32_S990108,4,True,3.7391219534218463,3.7391219534218463,148.81082887554598,3.7391219534218467,NONE,False,32
L32_S990108,8,True,3.7391219534218463,3.7391219534218463,148.6490195461077,3.739121953421846,NONE,False,32
L32_S990108,16,True,3.7391219534218463,3.7391219534218463,148.39014822649582,3.7391219534218463,NONE,False,32
L32_S990108,32,True,3.7391219534218463,3.7391219534218463,147.57894544014522,3.7391219534218463,NONE,False,32
L32_S990108,64,True,3.7391219534218463,3.7391219534218463,147.15194342231118,3.7391219534218463,NONE,False,32
L32_S990108,1,False,,3.7391219534218463,153.39099112972846,3.7391219534218463,NONE,False,32
L32_S990108,2,False,,3.7391219534218463,153.384690857932,3.7391219534218463,NONE,False,32
L32_S990108,4,False,,3.7391219534218463,153.37214524250706,3.7391219534218463,NONE,False,32
L32_S990108,8,False,,3.7391219534218463,153.34727065802286,3.739121953421846,NONE,False,32
L32_S990108,16,False,,3.7391219534218463,153.29836423285522,3.7391219534218467,NONE,False,32
