M256,PHI_over_M256_per_1000,PHI_per_step,block,bound_by,delivered_fraction,delivered_total,identity_residual,n_events,n_rejected,placement,planned_total,quantum,reject_causes,size,spacing,track_alive_at_end,window
164.20597186225112,0.16577568631750392,0.027221357682897417,L24_S990008,"{""PLANNED"": 19, ""SOURCE"": 13, ""SINK"": 0}",0.8487715139456201,55.74934053457391,5.218048215738236e-15,32,0,INTERFACE,65.68238874490045,2.052574648278139,{},24,64,True,2048
164.20597186225112,0.21957867627860617,0.03605612993855515,L24_S990008,"{""PLANNED"": 12, ""SOURCE"": 173, ""SINK"": 25}",0.017566294102288802,73.84295411416095,3.885780586188048e-15,2048,1838,DISPERSED,4203.672879673554,2.052574648278139,"{""NO_SINK_CAPACITY"": 1838}",24,1,True,2048
164.20597186225112,0.2214486764339787,0.03636319513145066,L24_S990008,"{""PLANNED"": 15, ""SOURCE"": 44, ""SINK"": 19}",0.07086357645887376,74.47182362921095,3.774758283725532e-15,512,434,DISPERSED,1050.9182199183986,2.052574648278139,"{""NO_SINK_CAPACITY"": 434}",24,4,True,2048
164.20597186225112,0.2182366970104911,0.03583576892861532,L24_S990008,"{""PLANNED"": 31, ""SOURCE"": 0, ""SINK"": 14}",0.2793429721734277,73.39165476580418,4.107825191113079e-15,128,83,DISPERSED,262.72955497960265,2.052574648278139,"{""NO_SINK_CAPACITY"": 83}",24,16,True,2048
164.20597186225112,0.175209128612687,0.028770385242984416,L24_S990008,"{""PLANNED"": 26, ""SOURCE"": 0, ""SINK"": 5}",0.8970707384969573,58.921748977632085,3.6637359812630166e-15,32,1,DISPERSED,65.68238874490045,2.052574648278139,"{""NO_SINK_CAPACITY"": 1}",24,64,True,2048
299.1842252564305,0.13611433414735008,0.040723261608169845,L32_S990100,"{""PLANNED"": 10, ""SOURCE"": 2038, ""SINK"": 0}",0.010889146731788604,83.40123977353184,4.107825191113079e-15,2048,0,INTERFACE,7659.116166564202,3.7398028157053815,{},32,1,True,2048
299.1842252564305,0.13537841258372454,0.04050308548530703,L32_S990100,"{""PLANNED"": 10, ""SOURCE"": 502, ""SINK"": 0}",0.043321092026791776,82.9503190739088,5.10702591327572e-15,512,0,INTERFACE,1914.7790416411588,3.7398028157053815,{},32,4,True,2048
299.1842252564305,0.13278334096268962,0.03972668099288275,L32_S990100,"{""PLANNED"": 11, ""SOURCE"": 117, ""SINK"": 0}",0.16996267643224244,81.36024267342387,5.10702591327572e-15,128,0,INTERFACE,478.6947604102896,3.7398028157053815,{},32,16,True,2048
299.1842252564305,0.12164872258396495,0.036395378819718,L32_S990100,"{""PLANNED"": 14, ""SOURCE"": 18, ""SINK"": 0}",0.6228414596299002,74.53773582278247,5.88418203051333e-15,32,0,INTERFACE,119.6736901025723,3.7398028157053815,{},32,64,True,2048
299.1842252564305,0.22894263980334095,0.0684960263177246,L32_S990100,"{""PLANNED"": 10, ""SOURCE"": 316, ""SINK"": 35}",0.018315411184268278,140.27986189869998,5.329070518200751e-15,2048,1687,DISPERSED,7659.116166564202,3.7398028157053815,"{""NO_SINK_CAPACITY"": 1687}",32,1,True,2048
299.1842252564305,0.23535438448586737,0.07041431918310831,L32_S990100,"{""PLANNED"": 12, ""SOURCE"": 86, ""SINK"": 22}",0.07531340303547743,144.20852568700582,3.885780586188048e-15,512,392,DISPERSED,1914.7790416411588,3.7398028157053815,"{""NO_SINK_CAPACITY"": 392}",32,4,True,2048
299.1842252564305,0.22744351194440474,0.06804751091068843,L32_S990100,"{""PLANNED"": 31, ""SOURCE"": 4, ""SINK"": 19}",0.29112769528883764,139.3613023450899,7.105427357601002e-15,128,74,DISPERSED,478.6947604102896,3.7398028157053815,"{""NO_SINK_CAPACITY"": 74}",32,16,True,2048
299.1842252564305,0.18354307209879459,0.05491319182706303,L32_S990100,"{""PLANNED"": 29, ""SOURCE"": 0, ""SINK"": 3}",0.9397405291458276,112.46221686182508,5.662137425588298e-15,32,0,DISPERSED,119.6736901025723,3.7398028157053815,{},32,64,True,2048
291.58176325121104,0.14216737044373162,0.04145341255077137,L32_S990101,"{""PLANNED"": 10, ""SOURCE"": 2038, ""SINK"": 0}",0.011373389635498249,84.89658890397976,4.218847493575595e-15,2048,0,INTERFACE,7464.493139231186,3.644772040640138,{},32,1,True,2048
291.58176325121104,0.1411628472646793,0.04116051191099658,L32_S990101,"{""PLANNED"": 11, ""SOURCE"": 501, ""SINK"": 0}",0.045172111124696906,84.296728393721,5.329070518200751e-15,512,0,INTERFACE,1866.12328480777,3.644772040640138,{},32,4,True,2048
291.58176325121104,0.13809085941793076,0.040264776277955355,L32_S990101,"{""PLANNED"": 12, ""SOURCE"": 116, ""SINK"": 0}",0.17675630005495152,82.46226181725257,5.995204332975845e-15,128,0,INTERFACE,466.5308212019373,3.644772040640138,{},32,16,True,2048
291.58176325121104,0.1262811189437895,0.03682127132696605,L32_S990101,"{""PLANNED"": 15, ""SOURCE"": 17, ""SINK"": 0}",0.6465593289922026,75.40996367762646,6.217248937900877e-15,32,0,INTERFACE,116.63270530048433,3.644772040640138,{},32,64,True,2048
