DELIVERED_FRACTION,I0,M256,REPLACEMENT_EFFICIENCY,ambient_removed_total,arm,axis,block,bound_by,first_failure_time,first_failure_type,fresh_removed_total,incumbent_removed_over_M256,incumbent_removed_total,law,loss,max_global_balance_residual,max_identity_residual,merger,n_events,n_rejected,n_scheduled,planned_sink,quantum,realized_sink,realized_source,reject_causes,same_track_continuous,seed,size,split,terminal_A,terminal_F,terminal_F_over_T,terminal_I,terminal_I_over_I0,terminal_T,terminal_T_over_M256,terminal_area,terminal_boundary_site_turnover,terminal_incumbent_in_frozen_C256,terminal_jaccard_C256_Ct,terminal_mass_in_frozen_C256
1.0,162.94268207312288,162.94268207312285,0.02855780870578796,7.12333827054122,SRC_SINKSIDE,+y,LAW_16_L24_S950006,"{""PLANNED"": 320, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,626.0342462433414,0.114231234823152,18.613143778609096,LAW_16,False,1.7053025658242404e-13,3.219646771412954e-15,False,320,0,320,651.7707282924923,2.0367835259140357,651.7707282924923,651.7707282924924,{},True,950006,24,False,33.66480692355031,16.47540064003796,0.10333373398973138,109.29853527401383,0.6707790364280646,159.43874283760206,0.9784958784835249,230,0.11428571428571428,105.25125554091294,0.896551724137931,148.9056573157395
,166.3820048673079,166.3820048673079,,0.0,SHAM,-y,LAW_16_L24_S950007,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,0.0,0.0,0.0,LAW_16,False,0.0,0.0,False,0,0,0,0.0,2.0797750608413486,0.0,0.0,{},True,950007,24,False,38.33253994979639,0.0,0.0,125.2450497438142,0.7527559836996734,163.57758969361063,0.9831447206328964,230,0.09004739336492891,119.96219136713546,0.9173913043478261,154.37941616362332
0.14780973851248497,166.3820048673079,166.3820048673079,0.7522775091515652,6.6110280066250935,PARENT,-y,LAW_16_L24_S950007,"{""PLANNED"": 13, ""SOURCE"": 185, ""SINK"": 25, ""OTHER"": 0}",,NONE,17.757810583178223,0.444775767666068,74.00268394067633,LAW_16,False,5.684341886080802e-14,7.993605777301127e-15,False,223,97,320,665.5280194692353,2.0797750608413486,98.37152253047968,98.37152253047968,"{""NO_SINK_CAPACITY"": 97}",True,950007,24,False,35.062736795336775,62.149756307507836,0.3656124700830943,72.77557183756286,0.4374004983027008,169.98806494040753,1.021673377935165,221,0.8530805687203792,67.77120219381275,0.4117647058823529,122.23472531450814
1.0,166.3820048673079,166.3820048673079,0.03168892496024718,8.97108616530566,SRC_SINKSIDE,-y,LAW_16_L24_S950007,"{""PLANNED"": 320, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,635.4670658360233,0.12675569984098942,21.089867467902522,LAW_16,False,1.1368683772161603e-13,3.219646771412954e-15,False,320,0,320,665.5280194692353,2.0797750608413486,665.5280194692353,665.5280194692353,{},True,950007,24,False,33.50551666582457,18.65673500346868,0.11395391126130247,111.5595091458119,0.6705022531419924,163.72176081510514,0.9840112273299968,237,0.12322274881516587,106.57828610533379,0.890295358649789,150.36826763520747
,163.4881442588619,163.48814425886192,,0.0,SHAM,+x,LAW_16_L24_S950008,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,0.0,0.0,0.0,LAW_16,False,0.0,0.0,False,0,0,0,0.0,2.043601803235774,0.0,0.0,{},True,950008,24,False,37.45712723546284,0.0,0.0,121.89497518859977,0.7455890807323323,159.35210242406265,0.9747012735782823,225,0.09569377990430622,117.39329134675887,0.9118942731277533,151.44711098328503
0.16732563313638465,163.4881442588619,163.48814425886192,0.7063868142890609,8.264090508937267,PARENT,+x,LAW_16_L24_S950008,"{""PLANNED"": 12, ""SOURCE"": 238, ""SINK"": 23, ""OTHER"": 0}",,NONE,23.86395362402203,0.472786483760446,77.29498486066788,LAW_16,False,1.1368683772161603e-13,8.659739592076221e-15,False,273,47,320,653.9525770354512,2.043601803235774,109.42302899362723,109.42302899362723,"{""NO_SINK_CAPACITY"": 47}",True,950008,24,False,33.37430634783938,65.75201722599964,0.3961941102711772,66.83277455862768,0.4087927896031825,165.95909813246672,1.0151139636748971,216,0.8947368421052632,62.47805070712955,0.3888888888888889,118.32819637409219
1.0,163.4881442588619,163.48814425886192,0.023571479662258168,9.361965226126525,SRC_SINKSIDE,+x,LAW_16_L24_S950008,"{""PLANNED"": 320, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,629.1759819396482,0.09428591864903318,15.414629869672456,LAW_16,False,2.2737367544323206e-13,3.1086244689504383e-15,False,320,0,320,653.9525770354512,2.043601803235774,653.9525770354512,653.9525770354511,{},True,950008,24,False,31.859746503149626,13.386098717035777,0.08486026849160966,112.49698254802148,0.6881048351120639,157.7428277682069,0.9648579013683214,222,0.08133971291866028,109.08871348106015,0.9241071428571429,151.19737209762997
,295.64059786421444,295.64059786421444,,0.0,SHAM,+x,LAW_16_L32_S950000,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,0.0,0.0,0.0,LAW_16,False,0.0,0.0,False,0,0,0,0.0,3.6955074733026807,0.0,0.0,{},True,950000,32,False,55.38156850704343,0.0,0.0,240.59732396715862,0.8138169307777655,295.97889247420204,1.0011442765724041,405,0.09164420485175202,231.5229193469085,0.9160493827160494,279.65462148904487
0.1114205685422883,295.64059786421444,295.64059786421444,0.8710435195169979,6.937406860066788,PARENT,+x,LAW_16_L32_S950000,"{""PLANNED"": 12, ""SOURCE"": 308, ""SINK"": 0, ""OTHER"": 0}",,NONE,10.054127776247924,0.38820865667863835,114.77023935653621,LAW_16,False,2.8421709430404007e-13,9.769962616701378e-15,False,320,0,320,1182.5623914568564,3.6955074733026807,131.76177399285103,131.76177399285103,{},True,950000,32,False,52.41318751870314,101.09596892219757,0.3373738302474001,146.1464773350289,0.49433832291921187,299.65563377592963,1.0135808002714135,362,0.7681940700808625,146.71463170237848,0.4400785854616896,232.92103950527854
1.0,295.64059786421444,295.64059786421444,0.02643214446330359,13.096214897458664,SRC_SINKSIDE,+x,LAW_16_L32_S950000,"{""PLANNED"": 320, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",,NONE,1138.208516591541,0.10572857785321424,31.2576599678574,LAW_16,False,2.2737367544323206e-13,3.219646771412954e-15,False,320,0,320,1182.5623914568564,3.6955074733026807,1182.5623914568564,1182.5623914568564,{},True,950000,32,False,48.660085216409875,26.580483552303637,0.08977912498232904,220.82473101601258,0.7469364241965027,296.06529978472605,1.0014365480369738,409,0.1293800539083558,212.30969172692812,0.8840579710144928,276.5441250695907
