M256,PHI_per_step,block,bound_by,delivered_fraction,delivered_total,incumbent_removed,n_events,n_rejected,planned_total,quantum,size,spacing,track_alive_at_end,window
292.4733626461623,0.04078073009992711,LAW_16_L32_S950001,"{""PLANNED"": 13, ""SOURCE"": 51, ""SINK"": 0, ""OTHER"": 0}",0.3569510334591259,83.51893524465072,80.38035328597037,64,0,233.97869011692998,3.6559170330770288,32,32,True,2048
292.4733626461623,0.028561851820914294,LAW_16_L32_S950001,"{""PLANNED"": 16, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0,58.494672529232474,55.088019830060055,16,0,58.494672529232474,3.6559170330770288,32,128,True,2048
293.4119394966925,0.0392165838368062,LAW_16_L32_S950002,"{""PLANNED"": 10, ""SOURCE"": 1014, ""SINK"": 0, ""OTHER"": 0}",0.021385133218001687,80.3155636977791,78.99783282293369,1024,0,3755.6728255576472,3.6676492437086567,32,2,True,2048
293.4119394966925,0.038864789936670155,LAW_16_L32_S950002,"{""PLANNED"": 10, ""SOURCE"": 246, ""SINK"": 0, ""OTHER"": 0}",0.08477318817405986,79.59508979030048,77.94917454289666,256,0,938.918206389413,3.6676492437086567,32,8,True,2048
293.4119394966925,0.037394385591589537,LAW_16_L32_S950002,"{""PLANNED"": 12, ""SOURCE"": 52, ""SINK"": 0, ""OTHER"": 0}",0.3262635708644986,76.58370169157537,74.26463400649943,64,0,234.72955159735426,3.6676492437086567,32,32,True,2048
293.4119394966925,0.02865350971647389,LAW_16_L32_S950002,"{""PLANNED"": 16, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0000000000000002,58.68238789933853,55.030786530587406,16,0,58.68238789933852,3.6676492437086567,32,128,True,2048
294.3987311456302,0.039608493594175585,LAW_16_L32_S950003,"{""PLANNED"": 10, ""SOURCE"": 1014, ""SINK"": 0, ""OTHER"": 0}",0.021526447992512604,81.1181948808716,79.42803515185537,1024,0,3768.303758664057,3.6799841393203776,32,2,True,2048
294.3987311456302,0.03925202307832782,LAW_16_L32_S950003,"{""PLANNED"": 11, ""SOURCE"": 245, ""SINK"": 0, ""OTHER"": 0}",0.08533085272607072,80.38814326441538,78.27332513272036,256,0,942.0759396660146,3.6799841393203776,32,8,True,2048
294.3987311456302,0.03775982996503321,LAW_16_L32_S950003,"{""PLANNED"": 12, ""SOURCE"": 52, ""SINK"": 0, ""OTHER"": 0}",0.3283477626901447,77.33213176838801,74.53150554818949,64,0,235.51898491650394,3.6799841393203776,32,32,True,2048
294.3987311456302,0.02874987608844044,LAW_16_L32_S950003,"{""PLANNED"": 16, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",0.9999999999999999,58.87974622912602,55.477941272177574,16,0,58.87974622912603,3.6799841393203776,32,128,True,2048
296.74346609391785,0.038987351062227976,LAW_16_L32_S950004,"{""PLANNED"": 10, ""SOURCE"": 1014, ""SINK"": 0, ""OTHER"": 0}",0.021021444050876918,79.8460949754429,78.39406911582303,1024,0,3798.316366002082,3.709293326173973,32,2,True,2048
296.74346609391785,0.03864495670870354,LAW_16_L32_S950004,"{""PLANNED"": 10, ""SOURCE"": 246, ""SINK"": 0, ""OTHER"": 0}",0.08334731887826083,79.14487133942485,77.34923501398535,256,0,949.5790915005416,3.709293326173973,32,8,True,2048
296.74346609391785,0.0372336122819724,LAW_16_L32_S950004,"{""PLANNED"": 12, ""SOURCE"": 52, ""SINK"": 0, ""OTHER"": 0}",0.32121363511903495,76.25443795347948,73.67953959318503,64,0,237.39477287513404,3.709293326173973,32,32,True,2048
296.74346609391785,0.028978854110734153,LAW_16_L32_S950004,"{""PLANNED"": 16, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",0.9999999999999999,59.348693218783545,55.986704403602836,16,0,59.34869321878355,3.709293326173973,32,128,True,2048
296.9059103853203,0.038717634290873576,LAW_16_L32_S950005,"{""PLANNED"": 9, ""SOURCE"": 1015, ""SINK"": 0, ""OTHER"": 0}",0.02086459470779884,79.29371502770908,77.77860631500062,1024,0,3800.395652932113,3.7113238798165034,32,2,True,2048
296.9059103853203,0.03838900587792264,LAW_16_L32_S950005,"{""PLANNED"": 10, ""SOURCE"": 246, ""SINK"": 0, ""OTHER"": 0}",0.08274999891374737,78.62068403798557,76.7989578864672,256,0,950.0989132330272,3.7113238798165034,32,8,True,2048
296.9059103853203,0.036986002714448116,LAW_16_L32_S950005,"{""PLANNED"": 12, ""SOURCE"": 52, ""SINK"": 0, ""OTHER"": 0}",0.31890293738547526,75.74733355918974,73.3640427687297,64,0,237.52472830825585,3.7113238798165034,32,32,True,2048
296.9059103853203,0.028994717811066436,LAW_16_L32_S950005,"{""PLANNED"": 16, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0,59.38118207706406,56.07771505354446,16,0,59.38118207706406,3.7113238798165034,32,128,True,2048
295.34188222609265,0.04353174357774253,LAW_16_L32_S950006,"{""PLANNED"": 11, ""SOURCE"": 1013, ""SINK"": 0, ""OTHER"": 0}",0.023583106195235848,89.1530108472167,87.38092256501876,1024,0,3780.376092493999,3.6917735278261583,32,2,True,2048
295.34188222609265,0.04295866790720159,LAW_16_L32_S950006,"{""PLANNED"": 12, ""SOURCE"": 244, ""SINK"": 0, ""OTHER"": 0}",0.09309058117115214,87.97935187394886,85.88005126577143,256,0,945.0940231234994,3.6917735278261583,32,8,True,2048
