law_index,seed,branch,rel_step,abs_step,time,best_P_anywhere,carrier_P,carrier_M,carrier_size,carrier_dist_home,carrier_dist_origin,origin_site_P,origin_site_M_vs_focus,origin_site_size
0,5004,SHAM,50,470,1.0,0.8268682792063781,0.8268682792063781,1.0,38,0.0894650865961333,0.0894650865961333,0.8268682792063781,1.0,38
0,5004,SHAM,60,480,1.2,0.8141461241659506,0.7037273019569414,0.8636363636363636,44,0.13697108843081612,0.13697108843081612,0.0,nan,0
0,5004,SHAM,70,490,1.4000000000000001,0.8157821611381786,0.7728339689858973,0.8837209302325582,43,0.16091428915368933,0.16091428915368933,0.0,nan,0
0,5004,SHAM,80,500,1.6,0.817040343569073,0.780840027062172,0.8837209302325582,43,0.1809463283733225,0.1809463283733225,0.0,nan,0
0,5004,SHAM,90,510,1.8,0.8357415667532203,0.8357415667532203,0.8837209302325582,43,0.19555316374081275,0.19555316374081275,0.0,nan,0
0,5004,SHAM,100,520,2.0,0.8610623126807684,0.8610623126807684,0.8636363636363636,44,0.19151380729904957,0.19151380729904957,0.0,nan,0
0,5004,SHAM,110,530,2.2,0.8814570419214084,0.8814570419214084,0.8636363636363636,44,0.18113661020764243,0.18113661020764243,0.0,nan,0
0,5004,SHAM,120,540,2.4,0.8867950281118382,0.8867950281118382,0.8636363636363636,44,0.17257651524546982,0.17257651524546982,0.0,nan,0
0,5004,SHAM,130,550,2.6,0.8630457158180078,0.8630457158180078,0.8636363636363636,44,0.15291109831832686,0.15291109831832686,0.0,nan,0
0,5004,SHAM,140,560,2.8000000000000003,0.8912067491958318,0.8912067491958318,0.8636363636363636,44,0.14190748046977925,0.14190748046977925,0.0,nan,0
0,5004,SHAM,150,570,3.0,0.8705499387733936,0.8705499387733936,0.8636363636363636,44,0.14347716893626208,0.14347716893626208,0.0,nan,0
0,5004,SHAM,160,580,3.2,0.8541752052053645,0.8541752052053645,0.8636363636363636,44,0.14150424898649439,0.14150424898649439,0.0,nan,0
0,5004,SHAM,170,590,3.4,0.8649447095854098,0.8649447095854098,0.8636363636363636,44,0.1523997434275,0.1523997434275,0.0,nan,0
0,5004,SHAM,180,600,3.6,0.8938608777885172,0.8938608777885172,0.8636363636363636,44,0.17191243188792504,0.17191243188792504,0.0,nan,0
0,5004,SHAM,190,610,3.8000000000000003,0.9157129540099783,0.9157129540099783,0.8636363636363636,44,0.1845580244681659,0.1845580244681659,0.0,nan,0
0,5004,SHAM,200,620,4.0,0.8992752381518644,0.8992752381518644,0.8636363636363636,44,0.2022213089965726,0.2022213089965726,0.0,nan,0
0,5004,SHAM,210,630,4.2,0.9270897582822538,0.9270897582822538,0.8636363636363636,44,0.22018823296730092,0.22018823296730092,0.0,nan,0
0,5004,SHAM,220,640,4.4,0.945074635316498,0.945074635316498,0.8636363636363636,44,0.22908151312237912,0.22908151312237912,0.0,nan,0
0,5004,SHAM,230,650,4.6000000000000005,0.9422954001251596,0.9422954001251596,0.8636363636363636,44,0.23771497163639999,0.23771497163639999,0.0,nan,0
0,5004,SHAM,240,660,4.8,0.9346067377707472,0.9346067377707472,0.8636363636363636,44,0.24531865488741122,0.24531865488741122,0.0,nan,0
0,5004,SHAM,250,670,5.0,0.9288988656676497,0.9288988656676497,0.8636363636363636,44,0.2501625827067738,0.2501625827067738,0.0,nan,0
0,5004,SHAM,260,680,5.2,0.9335902657622168,0.9335902657622168,0.8636363636363636,44,0.25744835306039504,0.25744835306039504,0.0,nan,0
0,5004,SHAM,270,690,5.4,0.9139380925045595,0.9139380925045595,0.8636363636363636,44,0.2631021032098075,0.2631021032098075,0.0,nan,0
0,5004,SHAM,280,700,5.6000000000000005,0.9044168560174976,0.9044168560174976,0.8636363636363636,44,0.2669746090155345,0.2669746090155345,0.0,nan,0
0,5004,SHAM,290,710,5.8,0.910066679490027,0.910066679490027,0.8636363636363636,44,0.2722347216619374,0.2722347216619374,0.0,nan,0
0,5004,SHAM,300,720,6.0,0.9048521290546427,0.9048521290546427,0.8636363636363636,44,0.27689753176919507,0.27689753176919507,0.0,nan,0
0,5004,SHAM,310,730,6.2,0.9056241823983461,0.9056241823983461,0.8636363636363636,44,0.2818879353178244,0.2818879353178244,0.0,nan,0
0,5004,SHAM,320,740,6.4,0.9094363857574617,0.9094363857574617,0.8636363636363636,44,0.2876901428430388,0.2876901428430388,0.0,nan,0
0,5004,SHAM,330,750,6.6000000000000005,0.9104851237998329,0.9104851237998329,0.8636363636363636,44,0.2933705501948447,0.2933705501948447,0.0,nan,0
0,5004,SHAM,340,760,6.8,0.9125962750514864,0.9125962750514864,0.8636363636363636,44,0.30047013224248137,0.30047013224248137,0.0,nan,0
0,5004,SHAM,350,770,7.0,0.9149672934848435,0.9149672934848435,0.8636363636363636,44,0.3080359208508001,0.3080359208508001,0.0,nan,0
0,5004,SHAM,360,780,7.2,0.9176642049110143,0.9176642049110143,0.8636363636363636,44,0.3150909086617379,0.3150909086617379,0.0,nan,0
0,5004,PERTURBED,10,430,0.2,0.8017365523367621,0.7111142073399377,0.7755102040816326,49,0.039676407768880234,0.44825600090201273,0.0,nan,0
0,5004,PERTURBED,20,440,0.4,0.8012261604750422,0.7081972283445317,0.7755102040816326,49,0.041297672771080055,0.4423288755987751,0.0,nan,0
0,5004,PERTURBED,30,450,0.6,0.7997236137344482,0.7206864016486545,0.8085106382978723,47,0.033465828035889565,0.4127130374073793,0.0,nan,0
0,5004,PERTURBED,40,460,0.8,0.7994710813406768,0.7377318485809823,0.8085106382978723,47,0.05314792030443295,0.3837877991100344,0.0,nan,0
0,5004,PERTURBED,50,470,1.0,0.7997214746212125,0.7942814697767571,0.8085106382978723,47,0.07238289349670524,0.3709765772991497,0.0,nan,0
0,5004,PERTURBED,60,480,1.2,0.8298162761478932,0.8298162761478932,0.8085106382978723,47,0.07890991537906797,0.36400459379391853,0.0,nan,0
0,5004,PERTURBED,70,490,1.4000000000000001,0.816034527811256,0.816034527811256,0.8085106382978723,47,0.08741448791117354,0.34667629549736717,0.0,nan,0
0,5004,PERTURBED,80,500,1.6,0.8352429563465624,0.8352429563465624,0.8085106382978723,47,0.10951731172360073,0.3210959482007571,0.0,nan,0
0,5004,PERTURBED,90,510,1.8,0.8551788096881676,0.8551788096881676,0.8085106382978723,47,0.13089755425417857,0.30229627031940465,0.0,nan,0
0,5004,PERTURBED,100,520,2.0,0.8487122720985616,0.8487122720985616,0.8085106382978723,47,0.1463801912799033,0.29689238974169346,0.0,nan,0
0,5004,PERTURBED,110,530,2.2,0.8964298427606002,0.8964298427606002,0.8085106382978723,47,0.15919059328091972,0.2964340258801043,0.0,nan,0
0,5004,PERTURBED,120,540,2.4,0.9164719421744747,0.9164719421744747,0.8085106382978723,47,0.1693898515293194,0.28854337295867966,0.0,nan,0
0,5004,PERTURBED,130,550,2.6,0.8582262419829717,0.8582262419829717,0.8085106382978723,47,0.18811455213230885,0.276725200925347,0.0,nan,0
0,5004,PERTURBED,140,560,2.8000000000000003,0.8494401489069342,0.8494401489069342,0.8085106382978723,47,0.2103016073532164,0.2760623325080446,0.0,nan,0
0,5004,PERTURBED,150,570,3.0,0.9142910860942235,0.9142910860942235,0.8085106382978723,47,0.2209995756147154,0.2832975787779518,0.0,nan,0
0,5004,PERTURBED,160,580,3.2,0.9013676037325962,0.9013676037325962,0.8085106382978723,47,0.22830854921042565,0.287938530376334,0.0,nan,0
0,5004,PERTURBED,170,590,3.4,0.8824450615333761,0.8824450615333761,0.8085106382978723,47,0.2429194383085515,0.292081509465645,0.0,nan,0
0,5004,PERTURBED,180,600,3.6,0.8955147545033303,0.8955147545033303,0.8085106382978723,47,0.25809120229479393,0.29269616532426257,0.0,nan,0
0,5004,PERTURBED,190,610,3.8000000000000003,0.863718974331859,0.863718974331859,0.8085106382978723,47,0.27732716238597205,0.2897346035001672,0.0,nan,0
0,5004,PERTURBED,200,620,4.0,0.8621418196069432,0.8621418196069432,0.8085106382978723,47,0.30099367457924625,0.28798502586318214,0.0,nan,0
0,5004,PERTURBED,210,630,4.2,0.853808331680262,0.853808331680262,0.8085106382978723,47,0.32427221182009114,0.28534568963362505,0.0,nan,0
0,5004,PERTURBED,220,640,4.4,0.8192420255800769,0.8192420255800769,0.8085106382978723,47,0.35362451179860027,0.2842153987321723,0.0,nan,0
0,5004,PERTURBED,230,650,4.6000000000000005,0.8280324366956643,0.8280324366956643,0.8085106382978723,47,0.38623961238740906,0.28874057081861976,0.0,nan,0
0,5004,PERTURBED,240,660,4.8,0.8407977410238103,0.8407977410238103,0.8085106382978723,47,0.41433275650508744,0.292157951201257,0.0,nan,0
0,5004,PERTURBED,250,670,5.0,0.8300329657499126,0.8300329657499126,0.8085106382978723,47,0.4426235671734889,0.2944073758562943,0.0,nan,0
0,5004,PERTURBED,260,680,5.2,0.8367843274813475,0.8367843274813475,0.8085106382978723,47,0.4710816155016009,0.29827168370790313,0.0,nan,0
0,5004,PERTURBED,270,690,5.4,0.8396392158836828,0.8396392158836828,0.8085106382978723,47,0.4972901612786584,0.30238146848323266,0.0,nan,0
0,5004,PERTURBED,280,700,5.6000000000000005,0.8438899261094405,0.8438899261094405,0.8085106382978723,47,0.4894105648728165,0.3085995885912617,0.0,nan,0
0,5004,PERTURBED,290,710,5.8,0.8604142388215603,0.8604142388215603,0.8085106382978723,47,0.4701344052024092,0.3161460575529899,0.0,nan,0
0,5004,PERTURBED,300,720,6.0,0.8651444345094602,0.8651444345094602,0.8085106382978723,47,0.45438327696553377,0.3233574590362221,0.0,nan,0
0,5004,PERTURBED,310,730,6.2,0.8715394583452607,0.8715394583452607,0.8085106382978723,47,0.4400655548227978,0.33105654768454384,0.0,nan,0
0,5004,PERTURBED,320,740,6.4,0.882762429767347,0.882762429767347,0.8085106382978723,47,0.42917057599731556,0.33738657241246955,0.0,nan,0
0,5004,PERTURBED,330,750,6.6000000000000005,0.8822294965702213,0.8822294965702213,0.8085106382978723,47,0.4213390388588379,0.342192411961673,0.0,nan,0
0,5004,PERTURBED,340,760,6.8,0.8842721398959932,0.8842721398959932,0.8085106382978723,47,0.4147173106143886,0.3471552867702974,0.0,nan,0
0,5004,PERTURBED,350,770,7.0,0.8877778134587496,0.8877778134587496,0.8085106382978723,47,0.41022300123780175,0.3514375166564192,0.8023095050996009,0.0,8
0,5004,PERTURBED,360,780,7.2,0.8873261109210915,0.8873261109210915,0.8085106382978723,47,0.4069613734043363,0.3558372915891344,0.8019360040420725,0.0,8
0,5004,PLACEBO,10,430,0.2,0.9155754836898481,0.9155754836898481,0.9090909090909091,11,0.017143130338807346,0.4148965237505656,0.0,nan,0
0,5004,PLACEBO,20,440,0.4,0.8974307684794912,0.8974307684794912,0.9090909090909091,11,0.031041711914383242,0.40294917905001254,0.0,nan,0
0,5004,PLACEBO,30,450,0.6,0.9015631481680457,0.7981219847826589,0.8181818181818182,10,0.047502678465554955,0.39559552482874333,0.0,nan,0
0,5004,PLACEBO,40,460,0.8,0.9002945317987652,0.8275088277316596,0.8181818181818182,10,0.05847197037596667,0.38210398706206317,0.0,nan,0
0,5004,PLACEBO,50,470,1.0,0.9000203831776383,0.8446563382276336,0.8181818181818182,10,0.06817705120165458,0.3705037088047881,0.0,nan,0
0,5004,PLACEBO,60,480,1.2,0.833488747710566,0.833488747710566,0.8181818181818182,10,0.07915479793217746,0.3591506054573558,0.0,nan,0
0,5004,PLACEBO,70,490,1.4000000000000001,0.8068593568755952,0.8068593568755952,0.8181818181818182,10,0.09395420433571808,0.34524645735033604,0.0,nan,0
0,5004,PLACEBO,80,500,1.6,0.8021882856026054,0.8021882856026054,0.8181818181818182,10,0.11401626613969998,0.3281391041610227,0.0,nan,0
0,5004,PLACEBO,90,510,1.8,0.82157027745249,0.82157027745249,0.8181818181818182,10,0.13625351045876713,0.31094021981516307,0.0,nan,0
0,5004,PLACEBO,100,520,2.0,0.8309777087446273,0.8309777087446273,0.7272727272727273,9,0.16797139144332707,0.29096620317250493,0.0,nan,0
0,5004,PLACEBO,110,530,2.2,0.8572968786845375,0.8572968786845375,0.7272727272727273,9,0.18241286940044688,0.2825026605326818,0.0,nan,0
0,5004,PLACEBO,120,540,2.4,0.8588788859580303,0.8588788859580303,0.7272727272727273,9,0.1905710652859281,0.27883599134192794,0.0,nan,0
0,5004,PLACEBO,130,550,2.6,0.8503010984875012,0.8503010984875012,0.7272727272727273,9,0.19321990019381163,0.27892223875746863,0.0,nan,0
0,5004,PLACEBO,140,560,2.8000000000000003,0.7943492392258031,0.7844619287672719,0.8,8,0.177906495045591,0.2906054435886348,0.0,nan,0
0,5004,PLACEBO,150,570,3.0,0.7839501570843124,0.7787010682041573,0.9,9,0.1740649186895324,0.2804082812297348,0.0,nan,0
0,5004,PLACEBO,160,580,3.2,0.8814923535553335,0.8814923535553335,0.9090909090909091,11,0.1692652653336065,0.2825545286225099,0.0,nan,0
0,5004,PLACEBO,170,590,3.4,0.8886892360110886,0.8886892360110886,0.9090909090909091,11,0.1627693027225627,0.28838808040164354,0.0,nan,0
0,5004,PLACEBO,180,600,3.6,0.8736087624828818,0.8736087624828818,0.9090909090909091,11,0.15869675623588533,0.2934657254422336,0.0,nan,0
0,5004,PLACEBO,190,610,3.8000000000000003,0.8506402192781762,0.8506402192781762,0.9090909090909091,11,0.1579241129285565,0.29568936857932204,0.0,nan,0
0,5004,PLACEBO,200,620,4.0,0.9134729025230299,0.9134729025230299,1.0,10,0.1433703386173946,0.3052505721478395,0.0,nan,0
0,5004,PLACEBO,210,630,4.2,0.9254265082627531,0.9254265082627531,1.0,10,0.14415920341282593,0.3038429495294477,0.0,nan,0
0,5004,PLACEBO,220,640,4.4,0.9399632161144452,0.9399632161144452,1.0,10,0.14533641624621324,0.3015467849802993,0.0,nan,0
0,5004,PLACEBO,230,650,4.6000000000000005,0.9425432677865418,0.9425432677865418,1.0,10,0.14592160527711004,0.29919658643279073,0.0,nan,0
0,5004,PLACEBO,240,660,4.8,0.8679321056335813,0.8679321056335813,0.9090909090909091,11,0.1591738750444353,0.2863261869921021,0.0,nan,0
0,5004,PLACEBO,250,670,5.0,0.8711597790871198,0.8711597790871198,0.9090909090909091,11,0.15639846318417205,0.28345451838625435,0.0,nan,0
0,5004,PLACEBO,260,680,5.2,0.8766040045110496,0.8766040045110496,0.9090909090909091,11,0.15190722579967605,0.2830554210050691,0.0,nan,0
0,5004,PLACEBO,270,690,5.4,0.8866813005092252,0.8866813005092252,0.9090909090909091,11,0.1457531102803903,0.28580960748239115,0.0,nan,0
0,5004,PLACEBO,280,700,5.6000000000000005,0.8977621118082962,0.8977621118082962,0.9090909090909091,11,0.13978787470106882,0.2898099912802435,0.0,nan,0
0,5004,PLACEBO,290,710,5.8,0.9044153072328506,0.9044153072328506,0.9090909090909091,11,0.13603661090357388,0.29257996929659064,0.0,nan,0
0,5004,PLACEBO,300,720,6.0,0.9013167122009962,0.9013167122009962,0.9090909090909091,11,0.1345745982389456,0.2932433750897581,0.0,nan,0
0,5004,PLACEBO,310,730,6.2,0.894955520850491,0.894955520850491,0.9090909090909091,11,0.13453932529781673,0.2922745457973329,0.0,nan,0
0,5004,PLACEBO,320,740,6.4,0.8849585153425409,0.8849585153425409,0.9090909090909091,11,0.13582386163082946,0.2900177984079233,0.0,nan,0
0,5004,PLACEBO,330,750,6.6000000000000005,0.9461955150008075,0.9461955150008075,0.8181818181818182,10,0.15117293729413422,0.275847447504447,0.0,nan,0
0,5004,PLACEBO,340,760,6.8,0.9538178904489273,0.9538178904489273,0.8181818181818182,10,0.1565890293563403,0.27035967860939913,0.0,nan,0
0,5004,PLACEBO,350,770,7.0,0.9454654502359148,0.9454654502359148,0.8181818181818182,10,0.1639077546630901,0.26378689214834167,0.0,nan,0
0,5004,PLACEBO,360,780,7.2,0.944783297830695,0.944783297830695,0.8181818181818182,10,0.1714924452249957,0.2574376656892437,0.0,nan,0
0,5012,CONTROL,10,190,0.2,0.8607167199915862,0.8298467229212685,0.7142857142857143,5,0.04779119866055727,0.04779119866055727,0.8298467229212685,0.7142857142857143,5
0,5012,CONTROL,20,200,0.4,0.8067915489525027,0.8067915489525027,0.7142857142857143,5,0.05168246902425832,0.05168246902425832,0.8067915489525027,0.7142857142857143,5
0,5012,CONTROL,30,210,0.6,0.821471448165037,0.7971071950153666,0.7142857142857143,5,0.050651331602656564,0.050651331602656564,0.7971071950153666,0.7142857142857143,5
0,5012,CONTROL,40,220,0.8,0.8658538486682387,0.8277534362107084,0.8571428571428571,6,0.0335312225537752,0.0335312225537752,0.8277534362107084,0.8571428571428571,6
0,5012,CONTROL,50,230,1.0,0.8813790241914925,0.791373342416624,0.8571428571428571,6,0.04311530625015416,0.04311530625015416,0.791373342416624,0.8571428571428571,6
0,5012,CONTROL,60,240,1.2,0.8473169344289927,0.7495596780296478,0.8571428571428571,6,0.05274309321628012,0.05274309321628012,0.7495596780296478,0.8571428571428571,6
0,5012,CONTROL,70,250,1.4000000000000001,0.7939847870340443,0.7631242291027015,0.8571428571428571,6,0.05870707494839399,0.05870707494839399,0.7631242291027015,0.8571428571428571,6
0,5012,CONTROL,80,260,1.6,0.7907259385870762,0.7792947997840564,0.8571428571428571,6,0.05939921478512978,0.05939921478512978,0.7792947997840564,0.8571428571428571,6
0,5012,CONTROL,90,270,1.8,0.7872558929902483,0.7872558929902483,0.8571428571428571,6,0.054801176392362504,0.054801176392362504,0.7872558929902483,0.8571428571428571,6
0,5012,CONTROL,100,280,2.0,0.8075547257420352,0.7894798375539952,0.8571428571428571,6,0.04523912902642909,0.04523912902642909,0.7894798375539952,0.8571428571428571,6
0,5012,CONTROL,110,290,2.2,0.8533626268766307,0.7852607817219889,0.8571428571428571,6,0.03211203063335412,0.03211203063335412,0.7852607817219889,0.8571428571428571,6
0,5012,CONTROL,120,300,2.4,0.7878303015070142,0.7839158048347231,0.8571428571428571,6,0.02014185984712724,0.02014185984712724,0.7839158048347231,0.8571428571428571,6
0,5012,CONTROL,130,310,2.6,0.7843358387180602,0.7827443684316735,0.8571428571428571,6,0.023461895422709673,0.023461895422709673,0.7827443684316735,0.8571428571428571,6
0,5012,CONTROL,140,320,2.8000000000000003,0.803313941804419,0.7908819996004259,0.8571428571428571,6,0.0410398406583013,0.0410398406583013,0.7908819996004259,0.8571428571428571,6
0,5012,CONTROL,150,330,3.0,0.8094089807576421,0.7838024298315543,0.8571428571428571,6,0.06061918051626322,0.06061918051626322,0.7838024298315543,0.8571428571428571,6
0,5012,CONTROL,160,340,3.2,0.7865291410533329,0.7865291410533329,0.8571428571428571,6,0.07818596544584151,0.07818596544584151,0.7865291410533329,0.8571428571428571,6
0,5012,CONTROL,170,350,3.4,0.7982229309461683,0.7982229309461683,0.8571428571428571,6,0.09253462142379995,0.09253462142379995,0.7982229309461683,0.8571428571428571,6
0,5012,CONTROL,180,360,3.6,0.8046755028455504,0.8046755028455504,0.8571428571428571,6,0.10443222909451541,0.10443222909451541,0.8046755028455504,0.8571428571428571,6
0,5012,CONTROL,190,370,3.8000000000000003,0.8252019800878811,0.8252019800878811,0.23076923076923078,25,0.34211752432247,0.34211752432247,0.0,nan,0
0,5012,CONTROL,200,380,4.0,0.8431238100548992,0.8431238100548992,0.7142857142857143,5,0.1046374990267766,0.1046374990267766,0.8431238100548992,0.7142857142857143,5
0,5012,CONTROL,210,390,4.2,0.8827313927154659,0.8827313927154659,0.625,6,0.13464257092600046,0.13464257092600046,0.0,nan,0
0,5012,CONTROL,220,400,4.4,0.8837152601102986,0.8837152601102986,0.625,6,0.14607479073992807,0.14607479073992807,0.0,nan,0
0,5012,CONTROL,230,410,4.6000000000000005,0.8920191633745013,0.8920191633745013,0.625,6,0.15856817012377622,0.15856817012377622,0.0,nan,0
0,5012,CONTROL,240,420,4.8,0.8829745160838114,0.8829745160838114,0.625,6,0.17256519844411736,0.17256519844411736,0.0,nan,0
0,5012,CONTROL,250,430,5.0,0.8468658950622081,0.8468658950622081,0.2222222222222222,26,0.37292726699139983,0.37292726699139983,0.0,nan,0
0,5012,CONTROL,260,440,5.2,0.8443155240887359,0.8443155240887359,0.2222222222222222,26,0.37758460050934595,0.37758460050934595,0.0,nan,0
0,5012,CONTROL,270,450,5.4,0.8498998883989235,0.8498998883989235,0.23076923076923078,25,0.39470996813118603,0.39470996813118603,0.0,nan,0
0,5012,CONTROL,280,460,5.6000000000000005,0.795230862198813,0.7606720352808615,0.15384615384615385,23,0.4209461368119839,0.4209461368119839,0.0,nan,0
0,5012,CONTROL,290,470,5.8,0.7991146128117683,0.7216399604867668,0.15384615384615385,23,0.433723345868775,0.433723345868775,0.0,nan,0
0,5012,CONTROL,300,480,6.0,0.8118188444958705,0.8113601585414036,0.18518518518518517,25,0.429573454749923,0.429573454749923,0.0,nan,0
0,5012,CONTROL,310,490,6.2,0.8248234837625634,0.7889095684946139,0.19230769230769232,24,0.42947477005077855,0.42947477005077855,0.0,nan,0
0,5012,CONTROL,320,500,6.4,0.7690967337142982,0.7227697074914867,0.19230769230769232,24,0.41555165914133724,0.41555165914133724,0.0,nan,0
0,5012,CONTROL,330,510,6.6000000000000005,0.7682193578505563,0.7383449733616025,0.19230769230769232,24,0.40109289574196555,0.40109289574196555,0.0,nan,0
0,5012,CONTROL,340,520,6.8,0.7658648898483764,0.7566161241740584,0.19230769230769232,24,0.3892235039147045,0.3892235039147045,0.0,nan,0
