law_index,seed,snapshot_cadence,tracks,mean_track_observations,median_track_observations,mean_lifetime_steps,median_lifetime_steps,complex_tracks,birth_events,disappearance_events,continuity_events,split_events,merge_events,ambiguity_events
72,2002,10,46,6.456521739130435,2.0,54.56521739130435,10.0,18,46,43,251,6,6,0
72,2002,30,30,3.5,1.0,75.0,0.0,3,30,27,75,1,1,0
72,2002,60,19,2.8947368421052633,1.0,113.6842105263158,0.0,0,19,16,36,0,0,0
72,2003,10,44,5.818181818181818,3.0,48.18181818181818,20.0,10,44,41,212,2,4,1
72,2003,30,32,2.84375,1.0,55.3125,0.0,0,32,29,59,0,0,0
72,2003,60,21,2.238095238095238,1.0,74.28571428571429,0.0,2,21,18,26,1,0,0
73,2001,10,12,31.75,29.5,307.5,285.0,3,12,7,369,1,1,0
73,2001,30,16,8.1875,4.0,215.625,90.0,0,16,11,115,0,0,0
73,2001,60,14,4.785714285714286,3.0,227.14285714285714,120.0,2,14,9,53,1,0,0
73,2002,10,21,19.857142857142858,4.0,188.57142857142858,30.0,8,21,14,396,2,4,1
73,2002,30,19,7.526315789473684,2.0,195.78947368421052,30.0,4,19,12,124,1,1,0
73,2002,60,15,4.933333333333334,2.0,236.0,60.0,1,15,8,59,0,0,1
73,2003,10,20,18.9,8.0,179.0,70.0,12,20,15,358,1,6,3
73,2003,30,29,4.448275862068965,1.0,103.44827586206897,0.0,8,29,24,100,1,1,3
73,2003,60,21,3.1904761904761907,2.0,131.42857142857142,60.0,8,21,16,46,2,3,1
74,2001,10,39,6.589743589743589,3.0,55.8974358974359,20.0,11,39,36,218,1,6,0
74,2001,30,38,2.289473684210526,1.0,38.68421052631579,0.0,4,38,35,49,0,2,0
74,2001,60,30,1.6,1.0,36.0,0.0,4,30,27,18,0,2,0
74,2002,10,60,3.8,2.0,28.0,10.0,12,60,56,168,5,3,1
74,2002,30,46,1.6521739130434783,1.0,19.565217391304348,0.0,2,46,42,30,1,0,0
74,2002,60,26,1.4230769230769231,1.0,25.384615384615383,0.0,0,26,22,11,0,0,0
74,2003,10,40,8.175,5.0,71.75,40.0,25,40,34,287,7,13,4
74,2003,30,38,3.0,1.0,60.0,0.0,8,38,32,76,1,4,1
74,2003,60,31,1.935483870967742,1.0,56.12903225806452,0.0,3,31,25,29,0,2,0
75,2001,10,41,5.951219512195122,2.0,49.51219512195122,10.0,13,41,37,203,4,5,1
75,2001,30,28,2.9285714285714284,2.0,57.857142857142854,30.0,0,28,24,54,0,0,0
75,2001,60,23,1.7826086956521738,1.0,46.95652173913044,0.0,0,23,19,18,0,0,0
75,2002,10,26,6.923076923076923,5.0,59.23076923076923,40.0,9,26,24,154,2,3,0
75,2002,30,24,2.625,1.5,48.75,15.0,2,24,22,39,1,0,0
75,2002,60,19,1.6842105263157894,1.0,41.05263157894737,0.0,0,19,17,13,0,0,0
75,2003,10,41,6.390243902439025,2.0,53.90243902439025,10.0,11,41,38,221,1,6,0
75,2003,30,38,2.3684210526315788,1.0,41.05263157894737,0.0,8,38,35,52,0,3,1
75,2003,60,26,1.7692307692307692,1.0,46.15384615384615,0.0,1,26,23,20,0,0,1
76,2001,10,36,5.138888888888889,1.0,41.388888888888886,0.0,9,36,33,149,3,4,0
76,2001,30,25,2.6,1.0,48.0,0.0,2,25,22,40,1,0,0
76,2001,60,28,1.25,1.0,15.0,0.0,0,28,25,7,0,0,0
76,2002,10,29,6.758620689655173,1.0,57.58620689655172,0.0,5,29,26,167,1,2,0
76,2002,30,25,2.64,1.0,49.2,0.0,0,25,22,41,0,0,0
76,2002,60,18,1.8888888888888888,1.0,53.333333333333336,0.0,0,18,15,16,0,0,0
76,2003,10,75,2.32,1.0,13.2,0.0,2,75,73,99,0,1,0
76,2003,30,38,1.5263157894736843,1.0,15.789473684210526,0.0,4,38,36,20,1,1,0
76,2003,60,25,1.28,1.0,16.8,0.0,2,25,23,7,0,1,0
77,2001,10,31,6.806451612903226,2.0,58.064516129032256,10.0,8,31,29,180,2,4,0
77,2001,30,26,2.730769230769231,1.5,51.92307692307692,15.0,2,26,24,45,0,1,0
77,2001,60,23,1.565217391304348,1.0,33.91304347826087,0.0,0,23,21,13,0,0,0
77,2002,10,18,9.5,5.0,85.0,40.0,8,18,17,153,0,5,0
77,2002,30,35,1.7142857142857142,1.0,21.428571428571427,0.0,2,35,34,25,0,1,0
77,2002,60,20,1.6,1.0,36.0,0.0,0,20,19,12,0,0,0
77,2003,10,20,8.45,5.5,74.5,45.0,3,20,18,149,1,1,0
77,2003,30,32,1.875,1.0,26.25,0.0,0,32,30,28,0,0,0
77,2003,60,24,1.4166666666666667,1.0,25.0,0.0,0,24,22,10,0,0,0
78,2001,10,34,6.323529411764706,2.0,53.23529411764706,10.0,12,34,31,181,1,9,1
78,2001,30,28,2.892857142857143,1.0,56.785714285714285,0.0,9,28,25,53,0,2,4
78,2001,60,23,1.826086956521739,2.0,49.56521739130435,60.0,2,23,20,19,1,0,0
78,2002,10,19,10.473684210526315,3.0,94.73684210526316,20.0,5,19,16,180,1,3,0
78,2002,30,14,4.714285714285714,2.0,111.42857142857143,30.0,0,14,11,52,0,0,0
78,2002,60,11,3.1818181818181817,2.0,130.9090909090909,60.0,0,11,8,24,0,0,0
78,2003,10,36,6.972222222222222,3.5,59.72222222222222,25.0,10,36,32,215,3,2,3
78,2003,30,30,2.933333333333333,2.0,58.0,30.0,3,30,26,58,1,0,1
78,2003,60,26,1.7692307692307692,1.0,46.15384615384615,0.0,4,26,22,20,0,1,1
79,2001,10,50,6.12,3.0,51.2,20.0,20,50,46,256,5,7,0
79,2001,30,40,2.85,1.5,55.5,15.0,7,40,36,74,1,2,1
79,2001,60,31,1.967741935483871,1.0,58.064516129032256,0.0,4,31,27,30,2,1,0
79,2002,10,52,5.634615384615385,3.5,46.34615384615385,25.0,14,52,46,241,4,7,0
79,2002,30,44,2.2954545454545454,1.0,38.86363636363637,0.0,0,44,38,57,0,0,0
79,2002,60,34,1.6764705882352942,1.0,40.588235294117645,0.0,2,34,28,23,0,1,0
79,2003,10,28,9.178571428571429,5.5,81.78571428571429,45.0,15,28,24,229,3,8,1
79,2003,30,24,3.5833333333333335,2.0,77.5,30.0,8,24,20,62,0,5,0
79,2003,60,21,2.142857142857143,1.0,68.57142857142857,0.0,2,21,17,24,1,0,0
80,2001,10,13,23.692307692307693,5.0,226.92307692307693,40.0,4,13,8,295,2,0,0
80,2001,30,11,9.818181818181818,2.0,264.54545454545456,30.0,3,11,6,97,1,1,0
80,2001,60,9,6.333333333333333,10.0,320.0,540.0,0,9,4,48,0,0,0
80,2002,10,15,18.933333333333334,4.0,179.33333333333334,30.0,7,15,10,269,2,3,0
80,2002,30,12,8.416666666666666,2.5,222.5,45.0,5,12,7,89,2,1,0
80,2002,60,7,7.714285714285714,11.0,402.85714285714283,600.0,2,7,2,47,0,0,1
80,2003,10,19,23.57894736842105,5.0,225.78947368421052,40.0,13,19,12,429,5,6,0
80,2003,30,13,11.692307692307692,14.0,320.7692307692308,390.0,5,13,6,139,2,2,0
80,2003,60,11,7.181818181818182,10.0,370.90909090909093,540.0,5,11,4,68,2,2,0
81,2001,10,22,8.545454545454545,3.0,75.45454545454545,20.0,6,22,20,166,2,3,0
81,2001,30,25,2.56,1.0,46.8,0.0,4,25,23,39,0,2,0
81,2001,60,19,1.736842105263158,1.0,44.21052631578947,0.0,2,19,17,14,1,0,0
81,2002,10,13,21.76923076923077,10.0,207.69230769230768,90.0,9,13,10,270,1,6,0
81,2002,30,13,7.461538461538462,4.0,193.84615384615384,90.0,7,13,10,84,1,3,0
81,2002,60,18,2.8333333333333335,2.0,110.0,60.0,4,18,15,33,1,1,0
81,2003,10,16,13.6875,7.5,126.875,65.0,12,16,14,203,4,6,0
81,2003,30,27,2.8518518518518516,1.0,55.55555555555556,0.0,2,27,25,50,1,0,0
81,2003,60,25,1.6,1.0,36.0,0.0,0,25,23,15,0,0,0
82,2001,10,52,4.0,1.0,30.0,0.0,7,52,49,156,2,2,0
82,2001,30,36,1.9444444444444444,1.0,28.333333333333332,0.0,2,36,33,34,0,1,0
82,2001,60,24,1.5833333333333333,1.0,35.0,0.0,0,24,21,14,0,0,0
82,2002,10,37,4.5675675675675675,1.0,35.67567567567568,0.0,8,37,36,132,3,2,0
82,2002,30,28,1.9642857142857142,1.0,28.928571428571427,0.0,0,28,27,27,0,0,0
82,2002,60,18,1.6111111111111112,1.0,36.666666666666664,0.0,0,18,17,11,0,0,0
82,2003,10,31,5.935483870967742,1.0,49.354838709677416,0.0,3,31,30,153,0,2,0
82,2003,30,24,2.6666666666666665,1.0,50.0,0.0,0,24,23,40,0,0,0
82,2003,60,19,1.631578947368421,1.0,37.89473684210526,0.0,0,19,18,12,0,0,0
83,2001,10,89,3.49438202247191,2.0,24.9438202247191,10.0,20,89,85,222,6,7,1
83,2001,30,48,2.3333333333333335,1.0,40.0,0.0,13,48,44,64,0,6,1
83,2001,60,31,2.032258064516129,1.0,61.935483870967744,0.0,8,31,27,32,1,3,0
83,2002,10,44,5.5227272727272725,2.0,45.22727272727273,10.0,10,44,43,199,1,5,1
83,2002,30,34,2.4411764705882355,2.0,43.23529411764706,30.0,8,34,33,49,0,4,0
83,2002,60,28,1.5357142857142858,1.0,32.142857142857146,0.0,4,28,27,15,2,1,0
83,2003,10,43,4.767441860465116,2.0,37.674418604651166,10.0,4,43,40,162,1,1,0
83,2003,30,36,1.8888888888888888,1.0,26.666666666666668,0.0,0,36,33,32,0,0,0
83,2003,60,27,1.3703703703703705,1.0,22.22222222222222,0.0,0,27,24,10,0,0,0
84,2001,10,21,9.952380952380953,2.0,89.52380952380952,10.0,12,21,19,188,4,7,0
84,2001,30,13,5.538461538461538,2.0,136.15384615384616,30.0,4,13,11,59,0,3,0
84,2001,60,12,3.0833333333333335,1.0,125.0,0.0,0,12,10,25,0,0,0
84,2002,10,51,5.2745098039215685,3.0,42.745098039215684,20.0,15,51,49,218,4,5,0
84,2002,30,32,2.9375,1.0,58.125,0.0,4,32,30,62,0,2,0
84,2002,60,16,3.0625,2.0,123.75,60.0,4,16,14,33,1,1,0
84,2003,10,44,5.545454545454546,2.0,45.45454545454545,10.0,13,44,41,200,5,6,0
84,2003,30,26,3.076923076923077,2.0,62.30769230769231,30.0,3,26,23,54,0,2,0
84,2003,60,21,1.8571428571428572,1.0,51.42857142857143,0.0,0,21,18,18,0,0,0
85,2001,10,17,30.823529411764707,43.0,298.2352941176471,420.0,12,17,8,507,6,6,2
85,2001,30,15,12.0,17.0,330.0,480.0,3,15,6,165,0,1,1
85,2001,60,14,6.785714285714286,10.0,347.14285714285717,540.0,2,14,5,81,0,0,1
85,2002,10,15,20.666666666666668,10.0,196.66666666666666,90.0,8,15,10,295,2,3,0
85,2002,30,12,9.0,6.0,240.0,150.0,5,12,7,96,0,2,2
85,2002,60,10,5.3,6.0,258.0,300.0,4,10,5,43,0,1,2
85,2003,10,12,30.583333333333332,28.5,295.8333333333333,275.0,7,12,6,355,4,3,0
85,2003,30,7,18.0,21.0,510.0,600.0,2,7,1,119,1,0,0
85,2003,60,9,7.222222222222222,10.0,373.3333333333333,540.0,0,9,3,56,0,0,0
86,2001,10,21,15.476190476190476,11.0,144.76190476190476,100.0,14,21,17,304,5,11,0
86,2001,30,21,5.238095238095238,5.0,127.14285714285714,120.0,10,21,17,89,2,4,1
86,2001,60,14,3.857142857142857,3.0,171.42857142857142,120.0,2,14,10,40,0,1,0
86,2002,10,20,15.7,7.0,147.0,60.0,9,20,16,294,2,4,3
86,2002,30,16,6.6875,2.5,170.625,45.0,4,16,12,91,0,1,2
86,2002,60,16,3.625,2.0,157.5,60.0,2,16,12,42,0,0,1
86,2003,10,21,12.285714285714286,6.0,112.85714285714286,50.0,7,21,17,237,4,0,2
86,2003,30,19,4.7894736842105265,4.0,113.6842105263158,90.0,7,19,15,72,1,2,1
86,2003,60,16,2.9375,2.0,116.25,60.0,2,16,12,31,0,1,0
87,2001,10,18,18.333333333333332,5.0,173.33333333333334,40.0,10,18,13,312,2,3,10
87,2001,30,17,6.647058823529412,2.0,169.41176470588235,30.0,3,17,12,96,0,2,3
87,2001,60,11,5.090909090909091,2.0,245.45454545454547,60.0,2,11,6,45,0,0,1
87,2002,10,19,14.210526315789474,9.0,132.10526315789474,80.0,9,19,16,251,2,5,0
87,2002,30,17,5.411764705882353,2.0,132.35294117647058,30.0,7,17,14,75,0,4,0
87,2002,60,13,3.5384615384615383,4.0,152.30769230769232,180.0,2,13,10,33,0,1,0
87,2003,10,29,7.310344827586207,2.0,63.10344827586207,10.0,8,29,27,183,1,5,0
87,2003,30,29,2.6206896551724137,1.0,48.62068965517241,0.0,6,29,27,47,3,1,0
87,2003,60,23,1.826086956521739,1.0,49.56521739130435,0.0,6,23,21,19,2,2,0
88,2001,10,10,13.6,2.5,126.0,15.0,2,10,8,126,0,1,0
88,2001,30,8,6.0,2.0,150.0,30.0,2,8,6,40,1,0,0
88,2001,60,6,4.166666666666667,1.0,190.0,0.0,0,6,4,19,0,0,0
88,2002,10,18,5.444444444444445,2.0,44.44444444444444,10.0,4,18,17,80,0,1,1
88,2002,30,15,2.4,1.0,42.0,0.0,0,15,14,21,0,0,0
88,2002,60,9,2.3333333333333335,1.0,80.0,0.0,2,9,8,12,0,1,0
88,2003,10,11,21.272727272727273,3.0,202.72727272727272,20.0,2,11,7,223,1,1,0
88,2003,30,9,8.88888888888889,1.0,236.66666666666666,0.0,0,9,5,71,0,0,0
88,2003,60,9,4.888888888888889,1.0,233.33333333333334,0.0,0,9,5,35,0,0,0
89,2001,10,14,10.714285714285714,2.0,97.14285714285714,10.0,4,14,12,136,1,2,1
89,2001,30,9,6.0,2.0,150.0,30.0,8,9,7,45,3,2,0
89,2001,60,10,3.0,1.0,120.0,0.0,3,10,8,20,0,2,0
89,2002,10,14,18.357142857142858,2.5,173.57142857142858,15.0,2,14,10,243,0,1,0
89,2002,30,11,8.181818181818182,2.0,215.45454545454547,30.0,2,11,7,79,0,1,0
89,2002,60,10,4.9,1.5,234.0,30.0,2,10,6,39,0,1,0
89,2003,10,24,5.166666666666667,2.0,41.666666666666664,10.0,2,24,22,100,0,0,1
89,2003,30,17,2.4705882352941178,1.0,44.11764705882353,0.0,0,17,15,25,0,0,0
89,2003,60,11,2.0,1.0,60.0,0.0,0,11,9,11,0,0,0
90,2001,10,35,4.885714285714286,2.0,38.857142857142854,10.0,6,35,34,136,3,0,0
90,2001,30,25,2.56,1.0,46.8,0.0,2,25,24,39,1,0,0
90,2001,60,19,2.0,1.0,60.0,0.0,3,19,18,19,2,0,0
90,2002,10,42,4.023809523809524,2.0,30.238095238095237,10.0,7,42,41,127,1,3,1
90,2002,30,21,2.8095238095238093,2.0,54.285714285714285,30.0,2,21,20,38,0,1,0
90,2002,60,16,1.875,1.0,52.5,0.0,3,16,15,14,0,2,0
90,2003,10,47,5.8936170212765955,4.0,48.93617021276596,30.0,9,47,43,230,1,2,1
90,2003,30,36,2.638888888888889,2.0,49.166666666666664,30.0,2,36,32,59,0,1,0
90,2003,60,23,2.130434782608696,1.0,67.82608695652173,0.0,0,23,19,26,0,0,0
91,2001,10,109,2.9541284403669725,2.0,19.541284403669724,10.0,28,109,103,213,6,9,3
91,2001,30,74,1.5,1.0,15.0,0.0,6,74,68,37,3,0,0
91,2001,60,43,1.3255813953488371,1.0,19.53488372093023,0.0,4,43,37,14,1,1,0
91,2002,10,78,3.7435897435897436,2.0,27.435897435897434,10.0,23,78,77,214,11,6,0
91,2002,30,59,1.6610169491525424,1.0,19.83050847457627,0.0,4,59,58,39,2,0,0
91,2002,60,34,1.4411764705882353,1.0,26.470588235294116,0.0,0,34,33,15,0,0,0
91,2003,10,97,3.0103092783505154,2.0,20.103092783505154,10.0,29,97,91,195,4,11,1
91,2003,30,73,1.4383561643835616,1.0,13.150684931506849,0.0,2,73,67,32,1,0,0
91,2003,60,48,1.2291666666666667,1.0,13.75,0.0,0,48,42,11,0,0,0
92,2001,10,107,2.94392523364486,2.0,19.439252336448597,10.0,28,107,102,208,6,9,1
92,2001,30,68,1.661764705882353,1.0,19.852941176470587,0.0,6,68,63,45,1,2,0
92,2001,60,37,1.5675675675675675,1.0,34.054054054054056,0.0,5,37,32,21,1,0,1
92,2002,10,119,2.7815126050420167,2.0,17.81512605042017,10.0,41,119,110,212,10,15,1
92,2002,30,58,2.0344827586206895,2.0,31.03448275862069,30.0,10,58,49,60,2,3,1
92,2002,60,40,1.6,1.0,36.0,0.0,10,40,31,24,5,0,0
92,2003,10,113,2.84070796460177,2.0,18.4070796460177,10.0,32,113,109,208,9,9,0
92,2003,30,57,1.8245614035087718,1.0,24.736842105263158,0.0,6,57,53,47,2,1,0
92,2003,60,37,1.4594594594594594,1.0,27.56756756756757,0.0,2,37,33,17,1,0,0
93,2001,10,23,11.130434782608695,3.0,101.30434782608695,20.0,7,23,19,233,4,4,0
93,2001,30,12,7.25,4.5,187.5,105.0,2,12,8,75,1,1,0
93,2001,60,12,3.9166666666666665,2.5,175.0,90.0,0,12,8,35,0,0,0
93,2002,10,16,14.625,9.0,136.25,80.0,8,16,13,218,1,4,0
93,2002,30,23,3.5217391304347827,1.0,75.65217391304348,0.0,8,23,20,58,1,4,0
93,2002,60,21,2.0476190476190474,1.0,62.857142857142854,0.0,7,21,18,22,0,3,1
93,2003,10,32,8.5,3.5,75.0,25.0,16,32,29,240,4,9,1
93,2003,30,20,4.7,3.5,111.0,75.0,4,20,17,74,0,2,1
93,2003,60,20,2.35,1.5,81.0,30.0,0,20,17,27,0,0,0
94,2001,10,21,16.285714285714285,3.0,152.85714285714286,20.0,8,21,17,321,2,3,0
94,2001,30,17,7.0,3.0,180.0,60.0,4,17,13,102,2,1,0
94,2001,60,14,4.357142857142857,3.0,201.42857142857142,120.0,0,14,10,47,0,0,0
94,2002,10,16,17.875,5.0,168.75,40.0,7,16,12,270,1,3,0
94,2002,30,15,6.6,2.0,168.0,30.0,4,15,11,84,0,2,0
94,2002,60,12,4.25,1.0,195.0,0.0,2,12,8,39,0,1,0
94,2003,10,18,15.0,4.5,140.0,35.0,12,18,15,252,4,7,0
94,2003,30,13,7.153846153846154,3.0,184.6153846153846,60.0,8,13,10,80,1,4,0
94,2003,60,12,4.0,1.5,180.0,30.0,6,12,9,36,0,3,0
95,2001,10,13,31.384615384615383,43.0,303.84615384615387,420.0,2,13,6,395,1,0,0
95,2001,30,11,12.818181818181818,17.0,354.54545454545456,480.0,2,11,4,130,0,1,0
95,2001,60,9,8.11111111111111,10.0,426.6666666666667,540.0,0,9,2,64,0,0,0
95,2002,10,12,26.083333333333332,7.5,250.83333333333334,65.0,5,12,7,301,1,3,0
95,2002,30,9,12.222222222222221,20.0,336.6666666666667,570.0,4,9,4,101,0,2,0
95,2002,60,9,6.333333333333333,10.0,320.0,540.0,4,9,4,48,0,2,0
95,2003,10,17,28.235294117647058,6.0,272.3529411764706,50.0,7,17,9,463,1,3,0
95,2003,30,12,13.5,18.5,375.0,525.0,4,12,4,150,0,2,0
95,2003,60,11,7.636363636363637,10.0,398.1818181818182,540.0,2,11,3,73,0,1,0
96,2001,10,16,17.1875,11.0,161.875,100.0,9,16,13,259,1,5,0
96,2001,30,16,5.8125,3.5,144.375,75.0,2,16,13,77,0,1,0
96,2001,60,12,3.8333333333333335,2.0,170.0,60.0,2,12,9,34,0,1,0
96,2002,10,11,18.181818181818183,6.0,171.8181818181818,50.0,3,11,8,189,1,2,0
96,2002,30,7,9.857142857142858,8.0,265.7142857142857,210.0,2,7,4,62,0,1,0
96,2002,60,7,5.0,4.0,240.0,180.0,2,7,4,28,0,1,0
96,2003,10,15,14.666666666666666,2.0,136.66666666666666,10.0,2,15,12,205,0,1,0
96,2003,30,8,9.875,6.0,266.25,150.0,0,8,5,71,0,0,0
96,2003,60,8,5.125,3.0,247.5,120.0,0,8,5,33,0,0,0
97,2001,10,10,22.6,5.5,216.0,45.0,4,10,7,216,1,1,0
97,2001,30,6,13.166666666666666,14.5,365.0,405.0,4,6,3,73,0,2,0
97,2001,60,8,5.125,3.0,247.5,120.0,2,8,5,33,0,1,0
97,2002,10,18,12.333333333333334,3.0,113.33333333333333,20.0,8,18,16,204,3,4,0
97,2002,30,11,7.090909090909091,2.0,182.72727272727272,30.0,5,11,9,67,1,2,0
97,2002,60,11,3.6363636363636362,1.0,158.1818181818182,0.0,2,11,9,29,0,1,0
97,2003,10,14,20.071428571428573,12.5,190.71428571428572,115.0,5,14,13,267,0,4,0
97,2003,30,13,7.461538461538462,6.0,193.84615384615384,150.0,5,13,12,84,0,3,0
97,2003,60,13,3.8461538461538463,4.0,170.76923076923077,180.0,2,13,12,37,0,1,0
98,2001,10,85,3.070588235294118,2.0,20.705882352941178,10.0,14,85,81,176,2,5,0
98,2001,30,55,1.6,1.0,18.0,0.0,2,55,51,33,1,0,0
98,2001,60,35,1.2857142857142858,1.0,17.142857142857142,0.0,0,35,31,10,0,0,0
98,2002,10,88,2.8068181818181817,2.0,18.068181818181817,10.0,12,88,84,159,3,4,0
98,2002,30,51,1.6666666666666667,1.0,20.0,0.0,0,51,47,34,0,0,0
98,2002,60,34,1.2941176470588236,1.0,17.647058823529413,0.0,0,34,30,10,0,0,0
98,2003,10,101,2.623762376237624,2.0,16.237623762376238,10.0,16,101,96,164,2,6,0
98,2003,30,62,1.4838709677419355,1.0,14.516129032258064,0.0,9,62,57,30,2,1,1
98,2003,60,35,1.2571428571428571,1.0,15.428571428571429,0.0,0,35,30,9,0,0,0
99,2001,10,39,4.589743589743589,2.0,35.8974358974359,10.0,5,39,35,140,1,2,0
99,2001,30,32,2.03125,1.0,30.9375,0.0,2,32,28,33,0,1,0
99,2001,60,28,1.1785714285714286,1.0,10.714285714285714,0.0,0,28,24,5,0,0,0
99,2002,10,36,3.9444444444444446,2.0,29.444444444444443,10.0,0,36,32,106,0,0,0
99,2002,30,28,1.8928571428571428,1.0,26.785714285714285,0.0,0,28,24,25,0,0,0
99,2002,60,23,1.391304347826087,1.0,23.47826086956522,0.0,0,23,19,9,0,0,0
99,2003,10,20,7.6,3.5,66.0,25.0,10,20,18,132,5,2,0
99,2003,30,20,2.6,1.0,48.0,0.0,2,20,18,32,1,0,0
99,2003,60,16,1.625,1.0,37.5,0.0,0,16,14,10,0,0,0
100,2001,10,100,2.89,2.0,18.9,10.0,12,100,95,189,4,2,1
100,2001,30,65,1.5384615384615385,1.0,16.153846153846153,0.0,2,65,60,35,0,1,0
100,2001,60,40,1.35,1.0,21.0,0.0,2,40,35,14,0,1,0
100,2002,10,115,2.652173913043478,2.0,16.52173913043478,10.0,25,115,111,190,8,7,1
100,2002,30,72,1.4166666666666667,1.0,12.5,0.0,7,72,68,30,1,2,1
100,2002,60,39,1.5128205128205128,1.0,30.76923076923077,0.0,2,39,35,20,0,1,0
100,2003,10,130,2.3615384615384616,2.0,13.615384615384615,10.0,19,130,124,177,4,7,0
100,2003,30,77,1.3636363636363635,1.0,10.909090909090908,0.0,6,77,71,28,2,1,0
100,2003,60,34,1.4411764705882353,1.0,26.470588235294116,0.0,0,34,28,15,0,0,0
101,2001,10,13,15.461538461538462,2.0,144.6153846153846,10.0,3,13,11,188,0,2,0
101,2001,30,10,7.1,1.5,183.0,15.0,3,10,8,61,0,1,0
101,2001,60,7,5.142857142857143,5.0,248.57142857142858,240.0,0,7,5,29,0,0,0
101,2002,10,17,13.176470588235293,4.0,121.76470588235294,30.0,8,17,15,207,1,3,0
101,2002,30,15,5.2,2.0,126.0,30.0,5,15,13,63,1,2,0
101,2002,60,11,3.727272727272727,2.0,163.63636363636363,60.0,4,11,9,30,0,2,0
101,2003,10,12,16.666666666666668,2.5,156.66666666666666,15.0,2,12,9,188,0,1,1
101,2003,30,8,8.625,1.5,228.75,15.0,2,8,5,61,0,1,0
101,2003,60,7,5.142857142857143,1.0,248.57142857142858,0.0,4,7,4,29,1,1,0
102,2001,10,60,3.4,2.0,24.0,10.0,14,60,59,144,5,5,1
102,2001,30,33,2.090909090909091,1.0,32.72727272727273,0.0,3,33,32,36,2,0,0
102,2001,60,17,1.9411764705882353,1.0,56.470588235294116,0.0,2,17,16,16,1,0,0
102,2002,10,16,12.6875,1.0,116.875,0.0,6,16,14,187,0,4,0
102,2002,30,9,7.555555555555555,5.0,196.66666666666666,120.0,5,9,7,59,0,3,0
102,2002,60,6,6.0,6.0,300.0,300.0,4,6,4,30,0,2,0
102,2003,10,26,6.538461538461538,3.0,55.38461538461539,20.0,9,26,25,144,2,3,0
102,2003,30,18,3.2777777777777777,1.0,68.33333333333333,0.0,4,18,17,41,0,1,1
102,2003,60,14,2.142857142857143,1.0,68.57142857142857,0.0,0,14,13,16,0,0,0
103,2001,10,46,3.8043478260869565,2.0,28.043478260869566,10.0,8,46,44,129,3,1,1
103,2001,30,37,1.5945945945945945,1.0,17.83783783783784,0.0,2,37,35,22,0,1,0
103,2001,60,24,1.2083333333333333,1.0,12.5,0.0,0,24,22,5,0,0,0
103,2002,10,63,3.9682539682539684,2.0,29.682539682539684,10.0,21,63,59,187,4,9,1
103,2002,30,38,2.1842105263157894,1.0,35.526315789473685,0.0,3,38,34,45,1,1,0
103,2002,60,31,1.4193548387096775,1.0,25.161290322580644,0.0,2,31,27,13,0,1,0
103,2003,10,71,3.591549295774648,2.0,25.91549295774648,10.0,10,71,69,184,1,4,1
103,2003,30,56,1.6785714285714286,1.0,20.357142857142858,0.0,2,56,54,38,0,1,0
103,2003,60,37,1.4324324324324325,1.0,25.945945945945947,0.0,2,37,35,16,0,1,0
104,2001,10,44,3.840909090909091,2.0,28.40909090909091,10.0,8,44,43,125,2,3,2
104,2001,30,31,1.903225806451613,1.0,27.096774193548388,0.0,4,31,30,28,1,1,0
104,2001,60,23,1.434782608695652,1.0,26.08695652173913,0.0,0,23,22,10,0,0,0
104,2002,10,25,5.6,1.0,46.0,0.0,4,25,23,115,0,3,0
104,2002,30,26,1.8846153846153846,1.0,26.53846153846154,0.0,0,26,24,23,0,0,0
104,2002,60,20,1.25,1.0,15.0,0.0,0,20,18,5,0,0,0
104,2003,10,28,7.464285714285714,2.0,64.64285714285714,10.0,3,28,27,181,0,2,0
104,2003,30,28,2.607142857142857,1.0,48.214285714285715,0.0,2,28,27,45,0,1,0
104,2003,60,23,1.7391304347826086,1.0,44.34782608695652,0.0,0,23,22,17,0,0,0
105,2001,10,16,17.75,9.0,167.5,80.0,9,16,13,268,2,6,1
105,2001,30,15,6.466666666666667,2.0,164.0,30.0,5,15,12,82,0,2,1
105,2001,60,17,2.9411764705882355,1.0,116.47058823529412,0.0,3,17,14,33,0,2,0
105,2002,10,9,35.55555555555556,58.0,345.55555555555554,570.0,6,9,4,311,1,2,0
105,2002,30,10,10.8,9.0,294.0,240.0,2,10,5,98,0,1,0
105,2002,60,14,3.9285714285714284,1.5,175.71428571428572,30.0,4,14,9,41,1,1,0
105,2003,10,20,16.05,9.0,150.5,80.0,14,20,16,301,4,11,0
105,2003,30,24,4.625,1.0,108.75,0.0,6,24,20,87,0,3,0
105,2003,60,19,3.0526315789473686,1.0,123.15789473684211,0.0,4,19,15,39,0,2,0
106,2001,10,139,2.237410071942446,2.0,12.37410071942446,10.0,23,139,135,172,5,7,0
106,2001,30,78,1.5,1.0,15.0,0.0,11,78,74,39,2,4,0
106,2001,60,42,1.5952380952380953,1.0,35.714285714285715,0.0,4,42,38,25,1,0,2
106,2002,10,124,2.4596774193548385,2.0,14.596774193548388,10.0,29,124,117,181,4,11,0
106,2002,30,76,1.394736842105263,1.0,11.842105263157896,0.0,4,76,69,30,1,1,0
106,2002,60,41,1.2926829268292683,1.0,17.5609756097561,0.0,0,41,34,12,0,0,0
106,2003,10,137,2.335766423357664,2.0,13.357664233576642,10.0,21,137,133,183,3,7,1
