law_index,seed,snapshot_cadence,tracks,mean_track_observations,median_track_observations,mean_lifetime_steps,median_lifetime_steps,complex_tracks,birth_events,disappearance_events,continuity_events,split_events,merge_events,ambiguity_events
228,2003,30,56,1.7142857142857142,1.0,21.428571428571427,0.0,7,56,53,40,2,3,0
228,2003,60,37,1.3783783783783783,1.0,22.7027027027027,0.0,6,37,34,14,2,1,1
229,2001,10,72,4.138888888888889,2.0,31.38888888888889,10.0,21,72,68,226,3,8,1
229,2001,30,57,1.8070175438596492,1.0,24.210526315789473,0.0,6,57,53,46,4,1,0
229,2001,60,33,1.5454545454545454,1.0,32.72727272727273,0.0,3,33,29,18,1,0,1
229,2002,10,57,4.859649122807017,3.0,38.59649122807018,20.0,31,57,53,220,10,15,4
229,2002,30,37,2.5405405405405403,1.0,46.21621621621622,0.0,3,37,33,57,0,0,4
229,2002,60,28,1.7857142857142858,1.0,47.142857142857146,0.0,5,28,24,22,2,1,2
229,2003,10,69,5.173913043478261,3.0,41.73913043478261,20.0,42,69,65,288,14,17,2
229,2003,30,52,2.3846153846153846,1.0,41.53846153846154,0.0,18,52,48,72,4,5,1
229,2003,60,32,1.9375,1.0,56.25,0.0,5,32,28,30,1,1,1
230,2001,10,53,4.528301886792453,3.0,35.283018867924525,20.0,9,53,47,187,2,4,0
230,2001,30,52,1.6730769230769231,1.0,20.192307692307693,0.0,2,52,46,35,1,0,0
230,2001,60,37,1.3243243243243243,1.0,19.45945945945946,0.0,0,37,31,12,0,0,0
230,2002,10,48,4.729166666666667,2.0,37.291666666666664,10.0,6,48,44,179,3,1,0
230,2002,30,35,2.142857142857143,1.0,34.285714285714285,0.0,2,35,31,40,0,0,1
230,2002,60,24,1.6666666666666667,1.0,40.0,0.0,0,24,20,16,0,0,0
230,2003,10,66,3.5,2.0,25.0,10.0,20,66,61,165,6,8,0
230,2003,30,50,1.58,1.0,17.4,0.0,4,50,45,29,1,1,0
230,2003,60,32,1.21875,1.0,13.125,0.0,0,32,27,7,0,0,0
231,2001,10,22,13.545454545454545,8.5,125.45454545454545,75.0,16,22,19,276,6,8,0
231,2001,30,20,5.1,3.5,123.0,75.0,4,20,17,82,0,1,1
231,2001,60,19,2.6842105263157894,1.0,101.05263157894737,0.0,7,19,16,32,1,3,0
231,2002,10,25,7.52,3.0,65.2,20.0,5,25,22,163,1,2,0
231,2002,30,25,2.56,1.0,46.8,0.0,0,25,22,39,0,0,0
231,2002,60,20,1.7,1.0,42.0,0.0,0,20,17,14,0,0,0
231,2003,10,21,15.571428571428571,9.0,145.71428571428572,80.0,10,21,17,306,2,5,1
231,2003,30,25,4.36,2.0,100.8,30.0,4,25,21,84,1,1,0
231,2003,60,20,2.75,2.0,105.0,60.0,2,20,16,35,1,0,0
232,2001,10,96,3.59375,2.0,25.9375,10.0,33,96,88,249,11,9,2
232,2001,30,58,2.1206896551724137,1.0,33.62068965517241,0.0,12,58,50,65,2,2,2
232,2001,60,42,1.5714285714285714,1.0,34.285714285714285,0.0,8,42,34,24,3,1,0
232,2002,10,79,3.7468354430379747,2.0,27.468354430379748,10.0,23,79,73,217,8,7,0
232,2002,30,38,2.8157894736842106,2.0,54.473684210526315,30.0,8,38,32,69,2,2,1
232,2002,60,30,1.8666666666666667,2.0,52.0,60.0,7,30,24,26,1,3,0
232,2003,10,86,3.8255813953488373,2.0,28.25581395348837,10.0,12,86,79,243,4,4,0
232,2003,30,54,2.185185185185185,2.0,35.55555555555556,30.0,7,54,47,64,1,3,0
232,2003,60,39,1.6153846153846154,1.0,36.92307692307692,0.0,3,39,32,24,1,0,1
233,2001,10,75,3.72,3.0,27.2,20.0,15,75,70,204,3,6,1
233,2001,30,52,1.8653846153846154,1.0,25.96153846153846,0.0,6,52,47,45,1,2,0
233,2001,60,36,1.5,1.0,30.0,0.0,2,36,31,18,0,1,0
233,2002,10,79,4.227848101265823,2.0,32.278481012658226,10.0,29,79,73,255,8,12,1
233,2002,30,56,2.232142857142857,2.0,36.964285714285715,30.0,7,56,50,69,0,4,0
233,2002,60,42,1.5952380952380953,1.0,35.714285714285715,0.0,2,42,36,25,0,0,1
233,2003,10,66,4.0606060606060606,3.0,30.606060606060606,20.0,12,66,63,202,3,4,1
233,2003,30,58,1.603448275862069,1.0,18.103448275862068,0.0,4,58,55,35,0,2,0
233,2003,60,38,1.3421052631578947,1.0,20.526315789473685,0.0,0,38,35,13,0,0,0
234,2001,10,109,2.761467889908257,2.0,17.61467889908257,10.0,27,109,104,192,6,10,0
234,2001,30,59,1.694915254237288,1.0,20.847457627118644,0.0,0,59,54,41,0,0,0
234,2001,60,38,1.4210526315789473,1.0,25.263157894736842,0.0,2,38,33,16,0,1,0
234,2002,10,116,2.3793103448275863,2.0,13.793103448275861,10.0,12,116,113,160,2,4,1
234,2002,30,58,1.5344827586206897,1.0,16.03448275862069,0.0,5,58,55,31,3,0,0
234,2002,60,37,1.2702702702702702,1.0,16.216216216216218,0.0,1,37,34,10,0,0,1
234,2003,10,80,3.75,2.0,27.5,10.0,15,80,75,220,3,4,2
234,2003,30,58,1.8103448275862069,1.0,24.310344827586206,0.0,8,58,53,47,3,2,0
234,2003,60,37,1.4324324324324325,1.0,25.945945945945947,0.0,2,37,32,16,1,0,0
235,2001,10,18,16.055555555555557,2.0,150.55555555555554,10.0,2,18,15,271,0,1,0
235,2001,30,13,7.6923076923076925,2.0,200.76923076923077,30.0,3,13,10,87,0,2,0
235,2001,60,13,4.076923076923077,2.0,184.6153846153846,60.0,2,13,10,40,0,1,0
235,2002,10,17,14.941176470588236,3.0,139.41176470588235,20.0,8,17,14,237,0,6,0
235,2002,30,11,8.090909090909092,1.0,212.72727272727272,0.0,0,11,8,78,0,0,0
235,2002,60,12,3.9166666666666665,3.5,175.0,150.0,3,12,9,35,1,1,0
235,2003,10,19,12.368421052631579,4.0,113.6842105263158,30.0,7,19,17,216,1,3,0
235,2003,30,15,5.333333333333333,2.0,130.0,30.0,5,15,13,65,0,3,1
235,2003,60,19,2.210526315789474,2.0,72.63157894736842,60.0,0,19,17,23,0,0,0
236,2001,10,17,14.352941176470589,5.0,133.52941176470588,40.0,8,17,14,227,4,5,0
236,2001,30,20,4.25,2.0,97.5,30.0,4,20,17,65,1,2,0
236,2001,60,17,2.6470588235294117,2.0,98.82352941176471,60.0,0,17,14,28,0,0,0
236,2002,10,39,6.282051282051282,2.0,52.82051282051282,10.0,6,39,36,206,3,3,0
236,2002,30,21,4.190476190476191,3.0,95.71428571428571,60.0,2,21,18,67,0,1,0
236,2002,60,23,2.130434782608696,2.0,67.82608695652173,60.0,0,23,20,26,0,0,0
236,2003,10,28,10.321428571428571,3.5,93.21428571428571,25.0,12,28,26,261,5,6,0
236,2003,30,21,4.666666666666667,3.0,110.0,60.0,10,21,19,77,1,4,1
236,2003,60,23,2.0869565217391304,2.0,65.21739130434783,60.0,2,23,21,25,1,0,0
237,2001,10,19,9.947368421052632,5.0,89.47368421052632,40.0,4,19,18,170,1,2,0
237,2001,30,22,2.9545454545454546,1.0,58.63636363636363,0.0,4,22,21,43,0,2,0
237,2001,60,20,1.7,1.5,42.0,30.0,0,20,19,14,0,0,0
237,2002,10,15,15.466666666666667,8.0,144.66666666666666,70.0,7,15,13,217,1,4,0
237,2002,30,21,3.8095238095238093,2.0,84.28571428571429,30.0,0,21,19,59,0,0,0
237,2002,60,18,2.3333333333333335,1.0,80.0,0.0,0,18,16,24,0,0,0
237,2003,10,30,5.866666666666666,1.0,48.666666666666664,0.0,8,30,29,146,2,5,1
237,2003,30,24,2.5,1.0,45.0,0.0,5,24,23,36,0,3,0
237,2003,60,18,1.7777777777777777,1.0,46.666666666666664,0.0,2,18,17,14,0,1,0
238,2001,10,81,3.567901234567901,2.0,25.679012345679013,10.0,18,81,75,208,7,3,0
238,2001,30,67,1.537313432835821,1.0,16.119402985074625,0.0,6,67,61,36,2,1,0
238,2001,60,44,1.2272727272727273,1.0,13.636363636363637,0.0,2,44,38,10,0,1,0
238,2002,10,89,2.9775280898876404,2.0,19.775280898876403,10.0,16,89,85,176,3,5,0
238,2002,30,63,1.3650793650793651,1.0,10.952380952380953,0.0,0,63,59,23,0,0,0
238,2002,60,36,1.1944444444444444,1.0,11.666666666666666,0.0,2,36,32,7,0,1,0
238,2003,10,97,2.5876288659793816,2.0,15.876288659793815,10.0,17,97,92,154,6,5,0
238,2003,30,61,1.4918032786885247,1.0,14.754098360655737,0.0,5,61,56,30,1,2,0
238,2003,60,34,1.3823529411764706,1.0,22.941176470588236,0.0,2,34,29,13,0,1,0
239,2001,10,25,9.56,4.0,85.6,30.0,5,25,22,214,0,3,0
239,2001,30,22,3.727272727272727,2.0,81.81818181818181,30.0,4,22,19,60,1,1,0
239,2001,60,20,2.2,1.0,72.0,0.0,0,20,17,24,0,0,0
239,2002,10,33,7.696969696969697,5.0,66.96969696969697,40.0,11,33,29,221,2,4,0
239,2002,30,33,2.6666666666666665,2.0,50.0,30.0,0,33,29,55,0,0,0
239,2002,60,32,1.5,1.0,30.0,0.0,2,32,28,16,0,1,0
239,2003,10,32,6.125,4.0,51.25,30.0,8,32,30,164,0,4,0
239,2003,30,35,2.0285714285714285,1.0,30.857142857142858,0.0,0,35,33,36,0,0,0
239,2003,60,28,1.3571428571428572,1.0,21.428571428571427,0.0,0,28,26,10,0,0,0
240,2001,10,57,3.263157894736842,1.0,22.63157894736842,0.0,11,57,55,129,1,5,0
240,2001,30,31,2.064516129032258,1.0,31.93548387096774,0.0,4,31,29,33,0,2,0
240,2001,60,22,1.5909090909090908,1.0,35.45454545454545,0.0,0,22,20,13,0,0,0
240,2002,10,50,4.18,2.0,31.8,10.0,9,50,47,159,1,4,0
240,2002,30,39,1.8974358974358974,1.0,26.923076923076923,0.0,0,39,36,35,0,0,0
240,2002,60,27,1.4814814814814814,1.0,28.88888888888889,0.0,2,27,24,13,0,1,0
240,2003,10,23,12.956521739130435,3.0,119.56521739130434,20.0,14,23,21,275,3,11,0
240,2003,30,20,5.15,2.5,124.5,45.0,4,20,18,83,0,2,0
240,2003,60,20,2.65,1.0,99.0,0.0,5,20,18,33,0,3,0
241,2001,10,64,4.625,2.0,36.25,10.0,21,64,61,232,5,8,4
241,2001,30,45,2.2666666666666666,2.0,38.0,30.0,4,45,42,57,1,2,1
241,2001,60,31,1.6451612903225807,1.0,38.70967741935484,0.0,3,31,28,20,1,0,1
241,2002,10,68,4.25,1.5,32.5,5.0,5,68,65,221,0,2,1
241,2002,30,39,2.6666666666666665,1.0,50.0,0.0,4,39,36,65,1,0,1
241,2002,60,28,1.9642857142857142,1.5,57.857142857142854,30.0,4,28,25,27,2,1,0
241,2003,10,54,5.685185185185185,2.5,46.851851851851855,15.0,18,54,48,253,4,7,6
241,2003,30,56,1.9821428571428572,1.0,29.464285714285715,0.0,10,56,50,55,3,2,1
241,2003,60,29,1.8620689655172413,1.0,51.724137931034484,0.0,2,29,23,25,0,0,1
242,2001,10,56,6.071428571428571,4.0,50.714285714285715,30.0,26,56,50,284,9,12,1
242,2001,30,53,2.169811320754717,1.0,35.094339622641506,0.0,11,53,47,62,3,3,0
242,2001,60,37,1.6756756756756757,1.0,40.54054054054054,0.0,0,37,31,25,0,0,0
242,2002,10,38,8.157894736842104,4.5,71.57894736842105,35.0,16,38,33,272,9,6,1
242,2002,30,50,2.08,1.0,32.4,0.0,9,50,45,54,3,1,1
242,2002,60,32,1.78125,1.5,46.875,30.0,2,32,27,25,1,0,0
242,2003,10,51,4.686274509803922,2.0,36.86274509803921,10.0,20,51,48,188,6,9,2
242,2003,30,43,1.9767441860465116,1.0,29.302325581395348,0.0,6,43,40,42,2,1,0
242,2003,60,36,1.2222222222222223,1.0,13.333333333333334,0.0,2,36,33,8,0,1,0
243,2001,10,26,13.115384615384615,2.5,121.15384615384616,15.0,5,26,21,315,2,2,0
243,2001,30,18,6.555555555555555,2.0,166.66666666666666,30.0,3,18,13,100,1,1,0
243,2001,60,19,3.263157894736842,1.0,135.78947368421052,0.0,5,19,14,43,0,1,2
243,2002,10,23,11.956521739130435,3.0,109.56521739130434,20.0,8,23,19,252,2,3,0
243,2002,30,16,5.875,2.0,146.25,30.0,6,16,12,78,0,3,0
243,2002,60,16,3.0,2.0,120.0,60.0,2,16,12,32,0,1,0
243,2003,10,27,12.777777777777779,4.0,117.77777777777777,30.0,11,27,22,318,3,4,0
243,2003,30,15,8.0,2.0,210.0,30.0,8,15,10,105,1,4,1
243,2003,60,14,4.428571428571429,3.0,205.71428571428572,120.0,0,14,9,48,0,0,0
244,2001,10,56,2.6964285714285716,2.0,16.964285714285715,10.0,14,56,52,95,5,2,0
244,2001,30,37,1.4054054054054055,1.0,12.162162162162161,0.0,4,37,33,15,1,1,0
244,2001,60,27,1.2592592592592593,1.0,15.555555555555555,0.0,0,27,23,7,0,0,0
244,2002,10,55,2.4545454545454546,2.0,14.545454545454545,10.0,6,55,54,80,1,2,0
244,2002,30,38,1.394736842105263,1.0,11.842105263157896,0.0,4,38,37,15,1,1,0
244,2002,60,24,1.25,1.0,15.0,0.0,0,24,23,6,0,0,0
244,2003,10,49,2.877551020408163,2.0,18.775510204081634,10.0,4,49,49,92,2,0,0
244,2003,30,36,1.3888888888888888,1.0,11.666666666666666,0.0,4,36,36,14,1,1,0
244,2003,60,21,1.2857142857142858,1.0,17.142857142857142,0.0,2,21,21,6,0,1,0
245,2001,10,13,17.076923076923077,5.0,160.76923076923077,40.0,4,13,10,209,1,2,0
245,2001,30,10,7.6,2.5,198.0,45.0,4,10,7,66,0,2,0
245,2001,60,8,4.875,2.0,232.5,60.0,4,8,5,31,0,2,1
245,2002,10,15,21.066666666666666,5.0,200.66666666666666,40.0,4,15,11,301,0,2,0
245,2002,30,13,8.461538461538462,5.0,223.84615384615384,120.0,3,13,9,97,0,2,0
245,2002,60,11,5.181818181818182,6.0,250.9090909090909,300.0,0,11,7,46,0,0,0
245,2003,10,11,23.363636363636363,7.0,223.63636363636363,60.0,7,11,8,246,1,3,0
245,2003,30,10,8.8,4.0,234.0,90.0,5,10,7,78,0,3,0
245,2003,60,9,5.222222222222222,3.0,253.33333333333334,120.0,3,9,6,38,0,2,0
246,2001,10,14,14.071428571428571,6.0,130.71428571428572,50.0,2,14,12,183,0,1,0
246,2001,30,10,7.1,6.5,183.0,165.0,2,10,8,61,0,1,0
246,2001,60,10,3.8,3.0,168.0,120.0,2,10,8,28,0,1,0
246,2002,10,14,17.428571428571427,4.5,164.28571428571428,35.0,2,14,10,230,0,1,0
246,2002,30,12,6.916666666666667,1.5,177.5,15.0,0,12,8,71,0,0,0
246,2002,60,9,5.0,4.0,240.0,180.0,0,9,5,36,0,0,0
246,2003,10,15,11.933333333333334,3.0,109.33333333333333,20.0,5,15,14,164,2,2,0
246,2003,30,11,5.7272727272727275,2.0,141.8181818181818,30.0,0,11,10,52,0,0,0
246,2003,60,8,4.0,2.0,180.0,60.0,2,8,7,24,0,1,0
247,2001,10,65,3.7384615384615385,3.0,27.384615384615383,20.0,18,65,62,178,4,6,1
247,2001,30,49,1.653061224489796,1.0,19.591836734693878,0.0,2,49,46,32,0,0,1
247,2001,60,31,1.4516129032258065,1.0,27.096774193548388,0.0,2,31,28,14,0,1,0
247,2002,10,25,6.92,4.0,59.2,30.0,4,25,24,148,1,1,0
247,2002,30,25,2.36,1.0,40.8,0.0,2,25,24,34,0,1,0
247,2002,60,17,1.7647058823529411,1.0,45.88235294117647,0.0,2,17,16,13,0,1,0
247,2003,10,72,3.3333333333333335,2.5,23.333333333333332,15.0,8,72,70,168,3,2,0
247,2003,30,50,1.62,1.0,18.6,0.0,5,50,48,31,1,2,0
247,2003,60,36,1.3611111111111112,1.0,21.666666666666668,0.0,2,36,34,13,1,0,0
248,2001,10,12,20.75,2.5,197.5,15.0,0,12,8,237,0,0,0
248,2001,30,8,10.625,10.5,288.75,285.0,0,8,4,77,0,0,0
248,2001,60,7,6.428571428571429,10.0,325.7142857142857,540.0,0,7,3,38,0,0,0
248,2002,10,13,22.923076923076923,4.0,219.23076923076923,30.0,4,13,8,285,0,2,0
248,2002,30,12,8.583333333333334,1.5,227.5,15.0,4,12,7,91,1,1,0
248,2002,60,12,4.583333333333333,1.0,215.0,0.0,2,12,7,43,0,1,0
248,2003,10,15,14.6,4.0,136.0,30.0,2,15,12,204,0,1,0
248,2003,30,11,6.909090909090909,3.0,177.27272727272728,60.0,3,11,8,65,1,1,0
248,2003,60,12,3.3333333333333335,1.0,140.0,0.0,4,12,9,28,1,1,0
249,2001,10,19,15.052631578947368,8.0,140.52631578947367,70.0,7,19,15,267,1,4,0
249,2001,30,17,5.764705882352941,3.0,142.94117647058823,60.0,4,17,13,81,0,2,0
249,2001,60,23,2.260869565217391,1.0,75.65217391304348,0.0,0,23,19,29,0,0,0
249,2002,10,30,10.866666666666667,4.5,98.66666666666667,35.0,12,30,26,296,3,7,0
249,2002,30,24,4.666666666666667,2.5,110.0,45.0,6,24,20,88,1,2,1
249,2002,60,23,2.652173913043478,1.0,99.1304347826087,0.0,7,23,19,38,1,2,1
249,2003,10,15,18.733333333333334,9.0,177.33333333333334,80.0,8,15,12,266,3,4,0
249,2003,30,14,6.928571428571429,3.5,177.85714285714286,75.0,4,14,11,83,0,2,0
249,2003,60,21,2.3333333333333335,1.0,80.0,0.0,0,21,18,28,0,0,0
250,2001,10,13,24.384615384615383,5.0,233.84615384615384,40.0,4,13,8,304,1,2,0
250,2001,30,10,11.0,11.0,300.0,300.0,2,10,5,100,0,1,0
250,2001,60,9,6.222222222222222,10.0,313.3333333333333,540.0,0,9,4,47,0,0,0
250,2002,10,12,21.666666666666668,3.0,206.66666666666666,20.0,2,12,8,248,0,1,0
250,2002,30,10,9.0,5.0,240.0,120.0,2,10,6,80,0,1,0
250,2002,60,9,5.444444444444445,5.0,266.6666666666667,240.0,2,9,5,40,0,1,0
250,2003,10,21,16.285714285714285,2.0,152.85714285714286,10.0,7,21,16,321,6,5,0
250,2003,30,15,7.866666666666666,2.0,206.0,30.0,8,15,10,103,2,5,0
250,2003,60,10,6.3,7.5,318.0,390.0,2,10,5,53,0,1,0
251,2001,10,9,28.444444444444443,6.0,274.44444444444446,50.0,2,9,6,247,0,1,0
251,2001,30,7,12.571428571428571,20.0,347.14285714285717,570.0,0,7,4,81,0,0,0
251,2001,60,7,6.571428571428571,10.0,334.2857142857143,540.0,0,7,4,39,0,0,0
251,2002,10,16,18.875,3.0,178.75,20.0,10,16,13,286,2,7,0
251,2002,30,11,9.636363636363637,8.0,259.09090909090907,210.0,7,11,8,95,0,5,0
251,2002,60,9,6.111111111111111,7.0,306.6666666666667,360.0,7,9,6,46,0,5,0
251,2003,10,11,23.272727272727273,5.0,222.72727272727272,40.0,3,11,7,245,1,2,0
251,2003,30,7,12.571428571428571,19.0,347.14285714285717,540.0,0,7,3,81,0,0,0
251,2003,60,7,6.571428571428571,10.0,334.2857142857143,540.0,2,7,3,39,0,1,0
252,2001,10,7,53.57142857142857,61.0,525.7142857142857,600.0,2,7,1,368,0,1,0
252,2001,30,7,18.428571428571427,21.0,522.8571428571429,600.0,2,7,1,122,0,1,0
252,2001,60,7,9.571428571428571,11.0,514.2857142857143,600.0,2,7,1,60,0,1,0
252,2002,10,8,44.375,56.0,433.75,550.0,4,8,3,347,0,2,0
252,2002,30,9,13.333333333333334,19.0,370.0,540.0,4,9,4,111,0,2,0
252,2002,60,7,9.0,11.0,480.0,600.0,4,7,2,56,0,2,0
252,2003,10,9,52.888888888888886,61.0,518.8888888888889,600.0,4,9,2,467,1,1,0
252,2003,30,9,18.0,20.0,510.0,570.0,3,9,2,153,1,1,0
252,2003,60,9,9.333333333333334,10.0,500.0,540.0,3,9,2,75,1,1,0
253,2001,10,82,3.5853658536585367,2.0,25.853658536585368,10.0,27,82,77,212,6,10,1
253,2001,30,56,1.7857142857142858,1.0,23.571428571428573,0.0,4,56,51,44,1,2,0
253,2001,60,31,1.6451612903225807,2.0,38.70967741935484,60.0,4,31,26,20,0,1,1
253,2002,10,55,4.636363636363637,3.0,36.36363636363637,20.0,19,55,51,200,5,8,3
253,2002,30,51,1.7843137254901962,1.0,23.529411764705884,0.0,2,51,47,40,0,1,1
253,2002,60,35,1.3714285714285714,1.0,22.285714285714285,0.0,4,35,31,13,2,0,0
253,2003,10,50,5.72,3.0,47.2,20.0,24,50,46,236,4,10,1
253,2003,30,56,1.8214285714285714,1.0,24.642857142857142,0.0,10,56,52,46,2,2,1
253,2003,60,41,1.3658536585365855,1.0,21.951219512195124,0.0,2,41,37,15,1,0,0
254,2001,10,18,10.0,3.0,90.0,20.0,0,18,16,162,0,0,0
254,2001,30,16,3.8125,1.0,84.375,0.0,0,16,14,45,0,0,0
254,2001,60,14,2.2857142857142856,1.0,77.14285714285714,0.0,0,14,12,18,0,0,0
254,2002,10,39,5.794871794871795,3.0,47.94871794871795,20.0,11,39,37,187,4,6,0
254,2002,30,30,2.6333333333333333,1.5,49.0,15.0,4,30,28,49,0,2,0
254,2002,60,28,1.5357142857142858,1.0,32.142857142857146,0.0,2,28,26,15,0,1,0
254,2003,10,15,10.866666666666667,4.0,98.66666666666667,30.0,8,15,13,148,2,3,0
254,2003,30,12,4.583333333333333,1.0,107.5,0.0,0,12,10,43,0,0,0
254,2003,60,10,2.8,1.5,108.0,30.0,0,10,8,18,0,0,0
255,2001,10,57,3.4210526315789473,2.0,24.210526315789473,10.0,4,57,55,138,0,2,0
255,2001,30,32,2.03125,1.0,30.9375,0.0,0,32,30,33,0,0,0
255,2001,60,27,1.3333333333333333,1.0,20.0,0.0,0,27,25,9,0,0,0
255,2002,10,101,2.762376237623762,2.0,17.623762376237625,10.0,22,101,98,178,2,8,1
255,2002,30,68,1.338235294117647,1.0,10.147058823529411,0.0,0,68,65,23,0,0,0
255,2002,60,33,1.4545454545454546,1.0,27.272727272727273,0.0,0,33,30,15,0,0,0
255,2003,10,71,2.816901408450704,1.0,18.169014084507044,0.0,6,71,70,129,1,2,1
255,2003,30,44,1.5909090909090908,1.0,17.727272727272727,0.0,2,44,43,26,0,1,0
255,2003,60,22,1.6363636363636365,1.0,38.18181818181818,0.0,0,22,21,14,0,0,0
256,2001,10,16,14.3125,3.5,133.125,25.0,9,16,13,213,1,3,1
256,2001,30,15,5.266666666666667,1.0,128.0,0.0,0,15,12,64,0,0,0
256,2001,60,11,4.0,1.0,180.0,0.0,0,11,8,33,0,0,0
256,2002,10,13,12.461538461538462,3.0,114.61538461538461,20.0,2,13,11,149,0,1,0
256,2002,30,11,5.181818181818182,2.0,125.45454545454545,30.0,0,11,9,46,0,0,0
256,2002,60,9,3.2222222222222223,1.0,133.33333333333334,0.0,0,9,7,20,0,0,0
256,2003,10,19,8.052631578947368,2.0,70.52631578947368,10.0,2,19,17,134,0,1,0
256,2003,30,11,4.636363636363637,1.0,109.0909090909091,0.0,0,11,9,40,0,0,0
256,2003,60,9,3.0,1.0,120.0,0.0,0,9,7,18,0,0,0
257,2001,10,149,2.2348993288590604,2.0,12.348993288590604,10.0,29,149,141,184,9,7,2
257,2001,30,86,1.4069767441860466,1.0,12.209302325581396,0.0,4,86,78,35,0,2,0
257,2001,60,43,1.4883720930232558,1.0,29.302325581395348,0.0,10,43,35,21,1,4,0
257,2002,10,137,2.4014598540145986,2.0,14.014598540145986,10.0,31,137,131,192,10,7,2
257,2002,30,79,1.4303797468354431,1.0,12.91139240506329,0.0,8,79,73,34,1,2,1
257,2002,60,42,1.1904761904761905,1.0,11.428571428571429,0.0,0,42,36,8,0,0,0
257,2003,10,144,2.4583333333333335,2.0,14.583333333333334,10.0,48,144,136,210,8,16,3
257,2003,30,80,1.5,1.0,15.0,0.0,7,80,72,40,1,3,0
257,2003,60,41,1.6341463414634145,1.0,38.048780487804876,0.0,8,41,33,26,1,3,1
258,2001,10,27,7.925925925925926,1.0,69.25925925925925,0.0,12,27,23,187,5,5,0
258,2001,30,16,4.6875,1.5,110.625,15.0,6,16,12,59,1,2,0
258,2001,60,11,3.5454545454545454,1.0,152.72727272727272,0.0,0,11,7,28,0,0,0
258,2002,10,64,4.71875,2.0,37.1875,10.0,18,64,62,238,6,6,0
258,2002,30,42,2.4523809523809526,1.0,43.57142857142857,0.0,8,42,40,61,0,4,0
258,2002,60,24,2.125,1.0,67.5,0.0,6,24,22,27,1,2,0
258,2003,10,60,4.816666666666666,2.0,38.166666666666664,10.0,9,60,57,229,3,3,0
258,2003,30,33,3.090909090909091,2.0,62.72727272727273,30.0,2,33,30,69,0,1,0
258,2003,60,20,2.55,2.0,93.0,60.0,0,20,17,31,0,0,0
259,2001,10,73,3.5205479452054793,1.0,25.205479452054796,0.0,16,73,70,184,4,3,2
259,2001,30,57,1.6140350877192982,1.0,18.42105263157895,0.0,2,57,54,35,0,1,0
259,2001,60,30,1.7,1.0,42.0,0.0,0,30,27,21,0,0,0
259,2002,10,63,4.365079365079365,2.0,33.65079365079365,10.0,16,63,60,212,5,7,2
259,2002,30,47,1.9361702127659575,1.0,28.085106382978722,0.0,7,47,44,44,1,2,1
259,2002,60,29,1.6551724137931034,1.0,39.310344827586206,0.0,2,29,26,19,0,1,0
259,2003,10,80,3.5625,2.0,25.625,10.0,19,80,77,205,9,3,0
259,2003,30,50,1.88,1.0,26.4,0.0,2,50,47,44,0,1,0
259,2003,60,34,1.3235294117647058,1.0,19.41176470588235,0.0,0,34,31,11,0,0,0
260,2001,10,55,4.327272727272727,2.0,33.27272727272727,10.0,16,55,52,183,6,5,1
260,2001,30,44,1.8181818181818181,1.0,24.545454545454547,0.0,5,44,41,36,1,2,0
260,2001,60,30,1.4333333333333333,1.0,26.0,0.0,0,30,27,13,0,0,0
260,2002,10,45,6.511111111111111,3.0,55.111111111111114,20.0,14,45,43,248,4,5,0
260,2002,30,37,2.5945945945945947,1.0,47.83783783783784,0.0,9,37,35,59,2,3,0
260,2002,60,29,1.7586206896551724,1.0,45.51724137931034,0.0,5,29,27,22,1,2,0
260,2003,10,37,7.081081081081081,3.0,60.810810810810814,20.0,15,37,34,225,7,6,0
260,2003,30,32,2.875,1.0,56.25,0.0,10,32,29,60,3,5,0
260,2003,60,23,2.0434782608695654,1.0,62.608695652173914,0.0,0,23,20,24,0,0,0
261,2001,10,17,12.470588235294118,8.0,114.70588235294117,70.0,6,17,14,195,2,2,0
261,2001,30,15,5.066666666666666,2.0,122.0,30.0,2,15,12,61,0,1,0
261,2001,60,14,2.9285714285714284,1.5,115.71428571428571,30.0,0,14,11,27,0,0,0
261,2002,10,19,7.684210526315789,4.0,66.84210526315789,30.0,5,19,17,127,2,1,0
261,2002,30,13,3.923076923076923,3.0,87.6923076923077,60.0,2,13,11,38,0,1,0
261,2002,60,13,2.076923076923077,1.0,64.61538461538461,0.0,0,13,11,14,0,0,0
261,2003,10,13,12.23076923076923,5.0,112.3076923076923,40.0,5,13,11,146,1,3,0
261,2003,30,10,5.6,3.0,138.0,60.0,0,10,8,46,0,0,0
261,2003,60,11,2.727272727272727,1.0,103.63636363636364,0.0,0,11,9,19,0,0,0
262,2001,10,27,7.333333333333333,4.0,63.333333333333336,30.0,5,27,25,171,0,3,0
262,2001,30,34,2.0588235294117645,1.0,31.764705882352942,0.0,0,34,32,36,0,0,0
262,2001,60,23,1.608695652173913,1.0,36.52173913043478,0.0,0,23,21,14,0,0,0
262,2002,10,40,4.475,2.0,34.75,10.0,10,40,39,139,1,5,1
262,2002,30,41,1.4878048780487805,1.0,14.634146341463415,0.0,0,41,40,20,0,0,0
262,2002,60,27,1.3333333333333333,1.0,20.0,0.0,0,27,26,9,0,0,0
262,2003,10,50,4.24,1.5,32.4,5.0,8,50,47,162,3,4,0
262,2003,30,48,1.5625,1.0,16.875,0.0,2,48,45,27,0,1,0
