p_bin,p_lower,p_upper,m_bin,m_lower,m_upper,rows,fraction
44,0.88,0.9,14,0.28,0.3,32,4.932638653389648e-05
44,0.88,0.9,15,0.3,0.32,22,3.391189074205383e-05
44,0.88,0.9,16,0.32,0.34,62,9.556987390942442e-05
44,0.88,0.9,17,0.34,0.36,11,1.6955945371026914e-05
44,0.88,0.9,18,0.36,0.38,50,7.707247895921324e-05
44,0.88,0.9,19,0.38,0.4,15,2.3121743687763974e-05
44,0.88,0.9,20,0.4,0.42,48,7.398957980084472e-05
44,0.88,0.9,21,0.42,0.44,68,0.00010481857138453001
44,0.88,0.9,22,0.44,0.46,82,0.00012639886549310972
44,0.88,0.9,23,0.46,0.48,47,7.244813022166045e-05
44,0.88,0.9,24,0.48,0.5,9,1.3873046212658384e-05
44,0.88,0.9,25,0.5,0.52,232,0.0003576163023707495
44,0.88,0.9,26,0.52,0.54,70,0.00010790147054289855
44,0.88,0.9,27,0.54,0.56,133,0.00020501279403150723
44,0.88,0.9,28,0.56,0.58,174,0.0002682122267780621
44,0.88,0.9,29,0.58,0.6,59,9.094552517187163e-05
44,0.88,0.9,30,0.6,0.62,284,0.0004377716804883312
44,0.88,0.9,31,0.62,0.64,240,0.0003699478990042236
44,0.88,0.9,32,0.64,0.66,72,0.00011098436970126707
44,0.88,0.9,33,0.66,0.68,427,0.0006581989703116811
44,0.88,0.9,34,0.68,0.7,117,0.00018034960076455898
44,0.88,0.9,35,0.7,0.72,477,0.0007352714492708944
44,0.88,0.9,36,0.72,0.74,226,0.00034836760489564386
44,0.88,0.9,37,0.74,0.76,380,0.0005857508400900207
44,0.88,0.9,38,0.76,0.78,376,0.0005795850417732836
44,0.88,0.9,39,0.78,0.8,151,0.000232758886456824
44,0.88,0.9,40,0.8,0.82,1379,0.0021256589696951014
44,0.88,0.9,41,0.82,0.84,1119,0.0017248820791071924
44,0.88,0.9,42,0.84,0.86,1342,0.0020686253352652836
44,0.88,0.9,43,0.86,0.88,1090,0.0016801800413108487
44,0.88,0.9,44,0.88,0.9,971,0.0014967475413879211
44,0.88,0.9,45,0.9,0.92,1776,0.0027376144526312543
44,0.88,0.9,46,0.92,0.94,1244,0.0019175632765052256
44,0.88,0.9,47,0.94,0.96,1046,0.001612356259826741
44,0.88,0.9,48,0.96,0.98,438,0.000675154915682708
44,0.88,0.9,49,0.98,1.0,25774,0.039729321453895246
45,0.9,0.92,0,0.0,0.02,9,1.3873046212658384e-05
45,0.9,0.92,1,0.02,0.04,0,0.0
45,0.9,0.92,2,0.04,0.06,0,0.0
45,0.9,0.92,3,0.06,0.08,0,0.0
45,0.9,0.92,4,0.08,0.1,3,4.624348737552795e-06
45,0.9,0.92,5,0.1,0.12,2,3.08289915836853e-06
45,0.9,0.92,6,0.12,0.14,2,3.08289915836853e-06
45,0.9,0.92,7,0.14,0.16,8,1.233159663347412e-05
45,0.9,0.92,8,0.16,0.18,0,0.0
45,0.9,0.92,9,0.18,0.2,3,4.624348737552795e-06
45,0.9,0.92,10,0.2,0.22,3,4.624348737552795e-06
45,0.9,0.92,11,0.22,0.24,3,4.624348737552795e-06
45,0.9,0.92,12,0.24,0.26,9,1.3873046212658384e-05
45,0.9,0.92,13,0.26,0.28,3,4.624348737552795e-06
45,0.9,0.92,14,0.28,0.3,9,1.3873046212658384e-05
45,0.9,0.92,15,0.3,0.32,14,2.1580294108579708e-05
45,0.9,0.92,16,0.32,0.34,19,2.9287542004501033e-05
45,0.9,0.92,17,0.34,0.36,5,7.707247895921324e-06
45,0.9,0.92,18,0.36,0.38,19,2.9287542004501033e-05
45,0.9,0.92,19,0.38,0.4,13,2.0038844529395442e-05
45,0.9,0.92,20,0.4,0.42,17,2.6204642846132502e-05
45,0.9,0.92,21,0.42,0.44,33,5.086783611308074e-05
45,0.9,0.92,22,0.44,0.46,37,5.70336344298178e-05
45,0.9,0.92,23,0.46,0.48,9,1.3873046212658384e-05
45,0.9,0.92,24,0.48,0.5,2,3.08289915836853e-06
45,0.9,0.92,25,0.5,0.52,92,0.00014181336128495236
45,0.9,0.92,26,0.52,0.54,28,4.3160588217159416e-05
45,0.9,0.92,27,0.54,0.56,58,8.940407559268737e-05
45,0.9,0.92,28,0.56,0.58,79,0.00012177451675555693
45,0.9,0.92,29,0.58,0.6,36,5.5492184850633535e-05
45,0.9,0.92,30,0.6,0.62,158,0.00024354903351111386
45,0.9,0.92,31,0.62,0.64,108,0.0001664765545519006
45,0.9,0.92,32,0.64,0.66,32,4.932638653389648e-05
45,0.9,0.92,33,0.66,0.68,216,0.0003329531091038012
45,0.9,0.92,34,0.68,0.7,58,8.940407559268737e-05
45,0.9,0.92,35,0.7,0.72,220,0.00033911890742053825
45,0.9,0.92,36,0.72,0.74,100,0.00015414495791842649
45,0.9,0.92,37,0.74,0.76,237,0.0003653235502666708
45,0.9,0.92,38,0.76,0.78,207,0.00031908006289114283
45,0.9,0.92,39,0.78,0.8,105,0.0001618522058143478
45,0.9,0.92,40,0.8,0.82,739,0.0011391312390171718
45,0.9,0.92,41,0.82,0.84,655,0.0010096494743656935
45,0.9,0.92,42,0.84,0.86,793,0.001222369516293122
45,0.9,0.92,43,0.86,0.88,751,0.0011576286339673829
45,0.9,0.92,44,0.88,0.9,739,0.0011391312390171718
45,0.9,0.92,45,0.9,0.92,1419,0.002187316952862472
45,0.9,0.92,46,0.92,0.94,1148,0.0017695841169035362
45,0.9,0.92,47,0.94,0.96,1076,0.001658599747202269
45,0.9,0.92,48,0.96,0.98,413,0.0006366186762031014
45,0.9,0.92,49,0.98,1.0,32487,0.05007707247895921
46,0.92,0.94,0,0.0,0.02,4,6.16579831673706e-06
46,0.92,0.94,1,0.02,0.04,0,0.0
46,0.92,0.94,2,0.04,0.06,0,0.0
46,0.92,0.94,3,0.06,0.08,0,0.0
46,0.92,0.94,4,0.08,0.1,0,0.0
46,0.92,0.94,5,0.1,0.12,2,3.08289915836853e-06
46,0.92,0.94,6,0.12,0.14,0,0.0
46,0.92,0.94,7,0.14,0.16,2,3.08289915836853e-06
46,0.92,0.94,8,0.16,0.18,0,0.0
46,0.92,0.94,9,0.18,0.2,0,0.0
46,0.92,0.94,10,0.2,0.22,1,1.541449579184265e-06
46,0.92,0.94,11,0.22,0.24,0,0.0
46,0.92,0.94,12,0.24,0.26,0,0.0
46,0.92,0.94,13,0.26,0.28,1,1.541449579184265e-06
46,0.92,0.94,14,0.28,0.3,1,1.541449579184265e-06
46,0.92,0.94,15,0.3,0.32,2,3.08289915836853e-06
46,0.92,0.94,16,0.32,0.34,14,2.1580294108579708e-05
46,0.92,0.94,17,0.34,0.36,0,0.0
46,0.92,0.94,18,0.36,0.38,6,9.24869747510559e-06
46,0.92,0.94,19,0.38,0.4,0,0.0
46,0.92,0.94,20,0.4,0.42,10,1.5414495791842648e-05
46,0.92,0.94,21,0.42,0.44,8,1.233159663347412e-05
46,0.92,0.94,22,0.44,0.46,12,1.849739495021118e-05
46,0.92,0.94,23,0.46,0.48,7,1.0790147054289854e-05
46,0.92,0.94,24,0.48,0.5,0,0.0
46,0.92,0.94,25,0.5,0.52,29,4.4702037796343685e-05
46,0.92,0.94,26,0.52,0.54,6,9.24869747510559e-06
46,0.92,0.94,27,0.54,0.56,10,1.5414495791842648e-05
46,0.92,0.94,28,0.56,0.58,26,4.0077689058790884e-05
46,0.92,0.94,29,0.58,0.6,15,2.3121743687763974e-05
46,0.92,0.94,30,0.6,0.62,63,9.711132348860869e-05
46,0.92,0.94,31,0.62,0.64,57,8.78626260135031e-05
46,0.92,0.94,32,0.64,0.66,19,2.9287542004501033e-05
46,0.92,0.94,33,0.66,0.68,110,0.00016955945371026912
46,0.92,0.94,34,0.68,0.7,21,3.2370441162869565e-05
46,0.92,0.94,35,0.7,0.72,133,0.00020501279403150723
46,0.92,0.94,36,0.72,0.74,48,7.398957980084472e-05
46,0.92,0.94,37,0.74,0.76,116,0.00017880815118537474
46,0.92,0.94,38,0.76,0.78,88,0.0001356475629682153
46,0.92,0.94,39,0.78,0.8,36,5.5492184850633535e-05
46,0.92,0.94,40,0.8,0.82,287,0.00044239602922588404
46,0.92,0.94,41,0.82,0.84,264,0.00040694268890464593
46,0.92,0.94,42,0.84,0.86,347,0.0005348830039769399
46,0.92,0.94,43,0.86,0.88,404,0.000622745629990443
46,0.92,0.94,44,0.88,0.9,415,0.00063970157536147
46,0.92,0.94,45,0.9,0.92,848,0.0013071492431482566
46,0.92,0.94,46,0.92,0.94,836,0.0012886518481980455
46,0.92,0.94,47,0.94,0.96,791,0.0012192866171347534
46,0.92,0.94,48,0.96,0.98,372,0.0005734192434565465
46,0.92,0.94,49,0.98,1.0,39654,0.06112464161297284
47,0.94,0.96,0,0.0,0.02,0,0.0
47,0.94,0.96,1,0.02,0.04,0,0.0
47,0.94,0.96,2,0.04,0.06,0,0.0
47,0.94,0.96,3,0.06,0.08,0,0.0
47,0.94,0.96,4,0.08,0.1,0,0.0
47,0.94,0.96,5,0.1,0.12,0,0.0
47,0.94,0.96,6,0.12,0.14,0,0.0
47,0.94,0.96,7,0.14,0.16,3,4.624348737552795e-06
47,0.94,0.96,8,0.16,0.18,0,0.0
47,0.94,0.96,9,0.18,0.2,0,0.0
47,0.94,0.96,10,0.2,0.22,0,0.0
47,0.94,0.96,11,0.22,0.24,0,0.0
47,0.94,0.96,12,0.24,0.26,0,0.0
47,0.94,0.96,13,0.26,0.28,0,0.0
47,0.94,0.96,14,0.28,0.3,0,0.0
47,0.94,0.96,15,0.3,0.32,0,0.0
47,0.94,0.96,16,0.32,0.34,0,0.0
47,0.94,0.96,17,0.34,0.36,0,0.0
47,0.94,0.96,18,0.36,0.38,2,3.08289915836853e-06
47,0.94,0.96,19,0.38,0.4,0,0.0
47,0.94,0.96,20,0.4,0.42,0,0.0
47,0.94,0.96,21,0.42,0.44,1,1.541449579184265e-06
47,0.94,0.96,22,0.44,0.46,1,1.541449579184265e-06
47,0.94,0.96,23,0.46,0.48,0,0.0
47,0.94,0.96,24,0.48,0.5,0,0.0
47,0.94,0.96,25,0.5,0.52,3,4.624348737552795e-06
47,0.94,0.96,26,0.52,0.54,2,3.08289915836853e-06
47,0.94,0.96,27,0.54,0.56,3,4.624348737552795e-06
47,0.94,0.96,28,0.56,0.58,2,3.08289915836853e-06
47,0.94,0.96,29,0.58,0.6,8,1.233159663347412e-05
47,0.94,0.96,30,0.6,0.62,37,5.70336344298178e-05
47,0.94,0.96,31,0.62,0.64,20,3.0828991583685296e-05
47,0.94,0.96,32,0.64,0.66,3,4.624348737552795e-06
47,0.94,0.96,33,0.66,0.68,50,7.707247895921324e-05
47,0.94,0.96,34,0.68,0.7,9,1.3873046212658384e-05
47,0.94,0.96,35,0.7,0.72,44,6.782378148410765e-05
47,0.94,0.96,36,0.72,0.74,9,1.3873046212658384e-05
47,0.94,0.96,37,0.74,0.76,37,5.70336344298178e-05
47,0.94,0.96,38,0.76,0.78,23,3.545334032123809e-05
47,0.94,0.96,39,0.78,0.8,5,7.707247895921324e-06
47,0.94,0.96,40,0.8,0.82,116,0.00017880815118537474
47,0.94,0.96,41,0.82,0.84,79,0.00012177451675555693
47,0.94,0.96,42,0.84,0.86,94,0.0001448962604433209
47,0.94,0.96,43,0.86,0.88,136,0.00020963714276906001
47,0.94,0.96,44,0.88,0.9,136,0.00020963714276906001
47,0.94,0.96,45,0.9,0.92,326,0.0005025125628140704
47,0.94,0.96,46,0.92,0.94,377,0.0005811264913524679
47,0.94,0.96,47,0.94,0.96,422,0.0006504917224157598
47,0.94,0.96,48,0.96,0.98,268,0.000413108487221383
47,0.94,0.96,49,0.98,1.0,45339,0.06988778247063539
48,0.96,0.98,0,0.0,0.02,0,0.0
48,0.96,0.98,1,0.02,0.04,0,0.0
48,0.96,0.98,2,0.04,0.06,0,0.0
48,0.96,0.98,3,0.06,0.08,0,0.0
48,0.96,0.98,4,0.08,0.1,0,0.0
48,0.96,0.98,5,0.1,0.12,0,0.0
48,0.96,0.98,6,0.12,0.14,0,0.0
48,0.96,0.98,7,0.14,0.16,0,0.0
48,0.96,0.98,8,0.16,0.18,0,0.0
48,0.96,0.98,9,0.18,0.2,0,0.0
48,0.96,0.98,10,0.2,0.22,0,0.0
48,0.96,0.98,11,0.22,0.24,0,0.0
48,0.96,0.98,12,0.24,0.26,0,0.0
48,0.96,0.98,13,0.26,0.28,0,0.0
48,0.96,0.98,14,0.28,0.3,0,0.0
48,0.96,0.98,15,0.3,0.32,0,0.0
48,0.96,0.98,16,0.32,0.34,2,3.08289915836853e-06
48,0.96,0.98,17,0.34,0.36,0,0.0
48,0.96,0.98,18,0.36,0.38,0,0.0
48,0.96,0.98,19,0.38,0.4,0,0.0
48,0.96,0.98,20,0.4,0.42,0,0.0
48,0.96,0.98,21,0.42,0.44,0,0.0
48,0.96,0.98,22,0.44,0.46,0,0.0
48,0.96,0.98,23,0.46,0.48,0,0.0
48,0.96,0.98,24,0.48,0.5,0,0.0
48,0.96,0.98,25,0.5,0.52,0,0.0
48,0.96,0.98,26,0.52,0.54,0,0.0
48,0.96,0.98,27,0.54,0.56,2,3.08289915836853e-06
48,0.96,0.98,28,0.56,0.58,1,1.541449579184265e-06
48,0.96,0.98,29,0.58,0.6,0,0.0
48,0.96,0.98,30,0.6,0.62,8,1.233159663347412e-05
48,0.96,0.98,31,0.62,0.64,3,4.624348737552795e-06
48,0.96,0.98,32,0.64,0.66,0,0.0
48,0.96,0.98,33,0.66,0.68,16,2.466319326694824e-05
48,0.96,0.98,34,0.68,0.7,0,0.0
48,0.96,0.98,35,0.7,0.72,25,3.853623947960662e-05
48,0.96,0.98,36,0.72,0.74,2,3.08289915836853e-06
48,0.96,0.98,37,0.74,0.76,7,1.0790147054289854e-05
48,0.96,0.98,38,0.76,0.78,10,1.5414495791842648e-05
48,0.96,0.98,39,0.78,0.8,1,1.541449579184265e-06
48,0.96,0.98,40,0.8,0.82,25,3.853623947960662e-05
48,0.96,0.98,41,0.82,0.84,19,2.9287542004501033e-05
48,0.96,0.98,42,0.84,0.86,26,4.0077689058790884e-05
48,0.96,0.98,43,0.86,0.88,25,3.853623947960662e-05
48,0.96,0.98,44,0.88,0.9,13,2.0038844529395442e-05
48,0.96,0.98,45,0.9,0.92,55,8.477972685513456e-05
48,0.96,0.98,46,0.92,0.94,66,0.00010173567222616148
48,0.96,0.98,47,0.94,0.96,93,0.00014335481086413663
48,0.96,0.98,48,0.96,0.98,113,0.00017418380244782193
48,0.96,0.98,49,0.98,1.0,51887,0.07998119431513395
49,0.98,1.0,0,0.0,0.02,0,0.0
49,0.98,1.0,1,0.02,0.04,0,0.0
49,0.98,1.0,2,0.04,0.06,0,0.0
49,0.98,1.0,3,0.06,0.08,0,0.0
49,0.98,1.0,4,0.08,0.1,0,0.0
49,0.98,1.0,5,0.1,0.12,0,0.0
49,0.98,1.0,6,0.12,0.14,0,0.0
49,0.98,1.0,7,0.14,0.16,0,0.0
49,0.98,1.0,8,0.16,0.18,0,0.0
49,0.98,1.0,9,0.18,0.2,0,0.0
49,0.98,1.0,10,0.2,0.22,0,0.0
49,0.98,1.0,11,0.22,0.24,0,0.0
49,0.98,1.0,12,0.24,0.26,0,0.0
49,0.98,1.0,13,0.26,0.28,0,0.0
49,0.98,1.0,14,0.28,0.3,0,0.0
49,0.98,1.0,15,0.3,0.32,0,0.0
49,0.98,1.0,16,0.32,0.34,0,0.0
49,0.98,1.0,17,0.34,0.36,0,0.0
49,0.98,1.0,18,0.36,0.38,0,0.0
49,0.98,1.0,19,0.38,0.4,0,0.0
49,0.98,1.0,20,0.4,0.42,0,0.0
49,0.98,1.0,21,0.42,0.44,0,0.0
49,0.98,1.0,22,0.44,0.46,0,0.0
49,0.98,1.0,23,0.46,0.48,0,0.0
49,0.98,1.0,24,0.48,0.5,0,0.0
49,0.98,1.0,25,0.5,0.52,0,0.0
49,0.98,1.0,26,0.52,0.54,0,0.0
49,0.98,1.0,27,0.54,0.56,0,0.0
49,0.98,1.0,28,0.56,0.58,0,0.0
49,0.98,1.0,29,0.58,0.6,0,0.0
49,0.98,1.0,30,0.6,0.62,0,0.0
49,0.98,1.0,31,0.62,0.64,0,0.0
49,0.98,1.0,32,0.64,0.66,0,0.0
49,0.98,1.0,33,0.66,0.68,0,0.0
49,0.98,1.0,34,0.68,0.7,0,0.0
49,0.98,1.0,35,0.7,0.72,0,0.0
49,0.98,1.0,36,0.72,0.74,0,0.0
49,0.98,1.0,37,0.74,0.76,0,0.0
49,0.98,1.0,38,0.76,0.78,0,0.0
49,0.98,1.0,39,0.78,0.8,0,0.0
49,0.98,1.0,40,0.8,0.82,0,0.0
49,0.98,1.0,41,0.82,0.84,0,0.0
49,0.98,1.0,42,0.84,0.86,1,1.541449579184265e-06
49,0.98,1.0,43,0.86,0.88,3,4.624348737552795e-06
49,0.98,1.0,44,0.88,0.9,0,0.0
49,0.98,1.0,45,0.9,0.92,3,4.624348737552795e-06
49,0.98,1.0,46,0.92,0.94,3,4.624348737552795e-06
49,0.98,1.0,47,0.94,0.96,8,1.233159663347412e-05
49,0.98,1.0,48,0.96,0.98,4,6.16579831673706e-06
49,0.98,1.0,49,0.98,1.0,80971,0.1248127138761291
