p_bin,p_lower,p_upper,m_bin,m_lower,m_upper,rows,fraction
35,0.7,0.72,32,0.64,0.66,262,0.0004038597897462774
35,0.7,0.72,33,0.66,0.68,923,0.0014227579615870764
35,0.7,0.72,34,0.68,0.7,304,0.00046860067207201653
35,0.7,0.72,35,0.7,0.72,637,0.0009819033819403768
35,0.7,0.72,36,0.72,0.74,358,0.0005518389493479668
35,0.7,0.72,37,0.74,0.76,409,0.0006304528778863643
35,0.7,0.72,38,0.76,0.78,377,0.0005811264913524679
35,0.7,0.72,39,0.78,0.8,141,0.00021734439066498136
35,0.7,0.72,40,0.8,0.82,500,0.0007707247895921324
35,0.7,0.72,41,0.82,0.84,283,0.00043623023090914696
35,0.7,0.72,42,0.84,0.86,268,0.000413108487221383
35,0.7,0.72,43,0.86,0.88,241,0.0003714893485834078
35,0.7,0.72,44,0.88,0.9,196,0.0003021241175201159
35,0.7,0.72,45,0.9,0.92,252,0.00038844529395443475
35,0.7,0.72,46,0.92,0.94,204,0.00031445571415359005
35,0.7,0.72,47,0.94,0.96,227,0.0003499090544748281
35,0.7,0.72,48,0.96,0.98,114,0.0001757252520270062
35,0.7,0.72,49,0.98,1.0,1394,0.0021487807133828652
36,0.72,0.74,0,0.0,0.02,215,0.00033141165952461693
36,0.72,0.74,1,0.02,0.04,5,7.707247895921324e-06
36,0.72,0.74,2,0.04,0.06,39,6.011653358818633e-05
36,0.72,0.74,3,0.06,0.08,68,0.00010481857138453001
36,0.72,0.74,4,0.08,0.1,97,0.0001495206091808737
36,0.72,0.74,5,0.1,0.12,171,0.0002635878780405093
36,0.72,0.74,6,0.12,0.14,128,0.00019730554613558591
36,0.72,0.74,7,0.14,0.16,155,0.00023892468477356105
36,0.72,0.74,8,0.16,0.18,98,0.00015106205876005795
36,0.72,0.74,9,0.18,0.2,108,0.0001664765545519006
36,0.72,0.74,10,0.2,0.22,209,0.00032216296204951137
36,0.72,0.74,11,0.22,0.24,231,0.0003560748527915652
36,0.72,0.74,12,0.24,0.26,255,0.00039306964269198753
36,0.72,0.74,13,0.26,0.28,170,0.000262046428461325
36,0.72,0.74,14,0.28,0.3,264,0.00040694268890464593
36,0.72,0.74,15,0.3,0.32,287,0.00044239602922588404
36,0.72,0.74,16,0.32,0.34,444,0.0006844036131578136
36,0.72,0.74,17,0.34,0.36,146,0.00022505163856090268
36,0.72,0.74,18,0.36,0.38,428,0.0006597404198908654
36,0.72,0.74,19,0.38,0.4,185,0.000285168172149089
36,0.72,0.74,20,0.4,0.42,458,0.0007059839072663933
36,0.72,0.74,21,0.42,0.44,387,0.0005965409871443105
36,0.72,0.74,22,0.44,0.46,571,0.0008801677097142153
36,0.72,0.74,23,0.46,0.48,307,0.0004732250208095693
36,0.72,0.74,24,0.48,0.5,33,5.086783611308074e-05
36,0.72,0.74,25,0.5,0.52,1274,0.0019638067638807536
36,0.72,0.74,26,0.52,0.54,385,0.0005934580879859419
36,0.72,0.74,27,0.54,0.56,687,0.0010589758608995899
36,0.72,0.74,28,0.56,0.58,847,0.0013056077935690723
36,0.72,0.74,29,0.58,0.6,277,0.00042698153343404135
36,0.72,0.74,30,0.6,0.62,755,0.00116379443228412
36,0.72,0.74,31,0.62,0.64,746,0.0011499213860714616
36,0.72,0.74,32,0.64,0.66,324,0.0004994296636557018
36,0.72,0.74,33,0.66,0.68,1168,0.0018004131084872214
36,0.72,0.74,34,0.68,0.7,347,0.0005348830039769399
36,0.72,0.74,35,0.7,0.72,774,0.001193081974288621
36,0.72,0.74,36,0.72,0.74,404,0.000622745629990443
36,0.72,0.74,37,0.74,0.76,530,0.0008169682769676603
36,0.72,0.74,38,0.76,0.78,400,0.0006165798316737059
36,0.72,0.74,39,0.78,0.8,214,0.0003298702099454327
36,0.72,0.74,40,0.8,0.82,721,0.001111385146591855
36,0.72,0.74,41,0.82,0.84,419,0.000645867373678207
36,0.72,0.74,42,0.84,0.86,344,0.0005302586552393871
36,0.72,0.74,43,0.86,0.88,297,0.0004578105250177267
36,0.72,0.74,44,0.88,0.9,214,0.0003298702099454327
36,0.72,0.74,45,0.9,0.92,337,0.0005194685081850972
36,0.72,0.74,46,0.92,0.94,253,0.000389986743533619
36,0.72,0.74,47,0.94,0.96,204,0.00031445571415359005
36,0.72,0.74,48,0.96,0.98,123,0.00018959829823966457
36,0.72,0.74,49,0.98,1.0,1812,0.002793106637481888
37,0.74,0.76,0,0.0,0.02,169,0.00026050497888214076
37,0.74,0.76,1,0.02,0.04,5,7.707247895921324e-06
37,0.74,0.76,2,0.04,0.06,39,6.011653358818633e-05
37,0.74,0.76,3,0.06,0.08,73,0.00011252581928045134
37,0.74,0.76,4,0.08,0.1,87,0.00013410611338903104
37,0.74,0.76,5,0.1,0.12,135,0.00020809569318987577
37,0.74,0.76,6,0.12,0.14,116,0.00017880815118537474
37,0.74,0.76,7,0.14,0.16,132,0.00020347134445232296
37,0.74,0.76,8,0.16,0.18,84,0.00012948176465147826
37,0.74,0.76,9,0.18,0.2,95,0.00014643771002250517
37,0.74,0.76,10,0.2,0.22,188,0.0002897925208866418
37,0.74,0.76,11,0.22,0.24,196,0.0003021241175201159
37,0.74,0.76,12,0.24,0.26,249,0.00038382094521688197
37,0.74,0.76,13,0.26,0.28,163,0.0002512562814070352
37,0.74,0.76,14,0.28,0.3,231,0.0003560748527915652
37,0.74,0.76,15,0.3,0.32,313,0.00048247371828467493
37,0.74,0.76,16,0.32,0.34,478,0.0007368128988500786
37,0.74,0.76,17,0.34,0.36,137,0.00021117859234824428
37,0.74,0.76,18,0.36,0.38,472,0.000727564201374973
37,0.74,0.76,19,0.38,0.4,147,0.00022659308814008695
37,0.74,0.76,20,0.4,0.42,469,0.0007229398526374202
37,0.74,0.76,21,0.42,0.44,439,0.0006766963652618923
37,0.74,0.76,22,0.44,0.46,564,0.0008693775626599254
37,0.74,0.76,23,0.46,0.48,324,0.0004994296636557018
37,0.74,0.76,24,0.48,0.5,34,5.2409285692265004e-05
37,0.74,0.76,25,0.5,0.52,1319,0.0020331719949440454
37,0.74,0.76,26,0.52,0.54,362,0.0005580047476647039
37,0.74,0.76,27,0.54,0.56,656,0.0010111909239448778
37,0.74,0.76,28,0.56,0.58,896,0.0013811388229491013
37,0.74,0.76,29,0.58,0.6,291,0.00044856182754262106
37,0.74,0.76,30,0.6,0.62,860,0.0013256466380984677
37,0.74,0.76,31,0.62,0.64,785,0.0012100379196596479
37,0.74,0.76,32,0.64,0.66,277,0.00042698153343404135
37,0.74,0.76,33,0.66,0.68,1377,0.002122576070536733
37,0.74,0.76,34,0.68,0.7,373,0.0005749606930357308
37,0.74,0.76,35,0.7,0.72,990,0.0015260350833924223
37,0.74,0.76,36,0.72,0.74,457,0.0007044424576872091
37,0.74,0.76,37,0.74,0.76,655,0.0010096494743656935
37,0.74,0.76,38,0.76,0.78,540,0.0008323827727595031
37,0.74,0.76,39,0.78,0.8,230,0.00035453340321238094
37,0.74,0.76,40,0.8,0.82,1068,0.0016462681505687948
37,0.74,0.76,41,0.82,0.84,571,0.0008801677097142153
37,0.74,0.76,42,0.84,0.86,513,0.0007907636341215278
37,0.74,0.76,43,0.86,0.88,357,0.0005502974997687826
37,0.74,0.76,44,0.88,0.9,325,0.0005009711132348861
37,0.74,0.76,45,0.9,0.92,420,0.0006474088232573912
37,0.74,0.76,46,0.92,0.94,273,0.0004208157351173043
37,0.74,0.76,47,0.94,0.96,289,0.0004454789283842526
37,0.74,0.76,48,0.96,0.98,167,0.0002574220797237722
37,0.74,0.76,49,0.98,1.0,2641,0.0040709683386256435
38,0.76,0.78,0,0.0,0.02,158,0.00024354903351111386
38,0.76,0.78,1,0.02,0.04,1,1.541449579184265e-06
38,0.76,0.78,2,0.04,0.06,34,5.2409285692265004e-05
38,0.76,0.78,3,0.06,0.08,76,0.00011715016801800413
38,0.76,0.78,4,0.08,0.1,87,0.00013410611338903104
38,0.76,0.78,5,0.1,0.12,132,0.00020347134445232296
38,0.76,0.78,6,0.12,0.14,96,0.00014797915960168944
38,0.76,0.78,7,0.14,0.16,123,0.00018959829823966457
38,0.76,0.78,8,0.16,0.18,82,0.00012639886549310972
38,0.76,0.78,9,0.18,0.2,87,0.00013410611338903104
38,0.76,0.78,10,0.2,0.22,147,0.00022659308814008695
38,0.76,0.78,11,0.22,0.24,185,0.000285168172149089
38,0.76,0.78,12,0.24,0.26,200,0.00030828991583685297
38,0.76,0.78,13,0.26,0.28,176,0.0002712951259364306
38,0.76,0.78,14,0.28,0.3,237,0.0003653235502666708
38,0.76,0.78,15,0.3,0.32,295,0.00045472762585935814
38,0.76,0.78,16,0.32,0.34,441,0.0006797792644202608
38,0.76,0.78,17,0.34,0.36,149,0.00022967598729845546
38,0.76,0.78,18,0.36,0.38,383,0.0005903751888275734
38,0.76,0.78,19,0.38,0.4,156,0.00024046613435274532
38,0.76,0.78,20,0.4,0.42,455,0.0007013595585288405
38,0.76,0.78,21,0.42,0.44,480,0.0007398957980084472
38,0.76,0.78,22,0.44,0.46,487,0.000750685945062737
38,0.76,0.78,23,0.46,0.48,291,0.00044856182754262106
38,0.76,0.78,24,0.48,0.5,49,7.553102938002897e-05
38,0.76,0.78,25,0.5,0.52,1214,0.0018713197891296975
38,0.76,0.78,26,0.52,0.54,362,0.0005580047476647039
38,0.76,0.78,27,0.54,0.56,634,0.000977279033202824
38,0.76,0.78,28,0.56,0.58,810,0.0012485741591392546
38,0.76,0.78,29,0.58,0.6,303,0.00046705922249283224
38,0.76,0.78,30,0.6,0.62,867,0.0013364367851527576
38,0.76,0.78,31,0.62,0.64,816,0.0012578228566143602
38,0.76,0.78,32,0.64,0.66,303,0.00046705922249283224
38,0.76,0.78,33,0.66,0.68,1592,0.00245398773006135
38,0.76,0.78,34,0.68,0.7,362,0.0005580047476647039
38,0.76,0.78,35,0.7,0.72,1115,0.0017187162807904552
38,0.76,0.78,36,0.72,0.74,500,0.0007707247895921324
38,0.76,0.78,37,0.74,0.76,809,0.0012470327095600703
38,0.76,0.78,38,0.76,0.78,615,0.0009479914911983229
38,0.76,0.78,39,0.78,0.8,276,0.0004254400838548571
38,0.76,0.78,40,0.8,0.82,1561,0.0024062027931066373
38,0.76,0.78,41,0.82,0.84,927,0.0014289237599038136
38,0.76,0.78,42,0.84,0.86,711,0.0010959706508000123
38,0.76,0.78,43,0.86,0.88,500,0.0007707247895921324
38,0.76,0.78,44,0.88,0.9,399,0.0006150383820945216
38,0.76,0.78,45,0.9,0.92,543,0.0008370071214970559
38,0.76,0.78,46,0.92,0.94,401,0.0006181212812528902
38,0.76,0.78,47,0.94,0.96,332,0.000511761260289176
38,0.76,0.78,48,0.96,0.98,179,0.0002759194746739834
38,0.76,0.78,49,0.98,1.0,3622,0.005583130375805407
39,0.78,0.8,0,0.0,0.02,140,0.0002158029410857971
39,0.78,0.8,1,0.02,0.04,2,3.08289915836853e-06
39,0.78,0.8,2,0.04,0.06,22,3.391189074205383e-05
39,0.78,0.8,3,0.06,0.08,50,7.707247895921324e-05
39,0.78,0.8,4,0.08,0.1,61,9.402842433024016e-05
39,0.78,0.8,5,0.1,0.12,103,0.0001587693066559793
39,0.78,0.8,6,0.12,0.14,92,0.00014181336128495236
39,0.78,0.8,7,0.14,0.16,114,0.0001757252520270062
39,0.78,0.8,8,0.16,0.18,57,8.78626260135031e-05
39,0.78,0.8,9,0.18,0.2,72,0.00011098436970126707
39,0.78,0.8,10,0.2,0.22,153,0.00023584178561519254
39,0.78,0.8,11,0.22,0.24,160,0.00024663193266948237
39,0.78,0.8,12,0.24,0.26,217,0.00033449455868298547
39,0.78,0.8,13,0.26,0.28,139,0.00021426149150661282
39,0.78,0.8,14,0.28,0.3,235,0.00036224065110830226
39,0.78,0.8,15,0.3,0.32,246,0.00037919659647932914
39,0.78,0.8,16,0.32,0.34,388,0.0005980824367234948
39,0.78,0.8,17,0.34,0.36,121,0.00018651539908129606
39,0.78,0.8,18,0.36,0.38,363,0.0005595461972438882
39,0.78,0.8,19,0.38,0.4,137,0.00021117859234824428
39,0.78,0.8,20,0.4,0.42,412,0.0006350772266239172
39,0.78,0.8,21,0.42,0.44,408,0.0006289114283071801
39,0.78,0.8,22,0.44,0.46,442,0.0006813207139994451
39,0.78,0.8,23,0.46,0.48,260,0.00040077689058790885
39,0.78,0.8,24,0.48,0.5,27,4.161913863797515e-05
39,0.78,0.8,25,0.5,0.52,1247,0.0019221876252427782
39,0.78,0.8,26,0.52,0.54,349,0.0005379659031353085
39,0.78,0.8,27,0.54,0.56,647,0.0009973178777322193
39,0.78,0.8,28,0.56,0.58,816,0.0012578228566143602
39,0.78,0.8,29,0.58,0.6,256,0.00039461109227117183
39,0.78,0.8,30,0.6,0.62,847,0.0013056077935690723
39,0.78,0.8,31,0.62,0.64,803,0.0012377840120849648
39,0.78,0.8,32,0.64,0.66,297,0.0004578105250177267
39,0.78,0.8,33,0.66,0.68,1591,0.0024524462804821653
39,0.78,0.8,34,0.68,0.7,362,0.0005580047476647039
39,0.78,0.8,35,0.7,0.72,1245,0.0019191047260844099
39,0.78,0.8,36,0.72,0.74,489,0.0007537688442211055
39,0.78,0.8,37,0.74,0.76,877,0.0013518512809446003
39,0.78,0.8,38,0.76,0.78,860,0.0013256466380984677
39,0.78,0.8,39,0.78,0.8,296,0.0004562690754385424
39,0.78,0.8,40,0.8,0.82,2005,0.003090606406264451
39,0.78,0.8,41,0.82,0.84,1190,0.0018343249992292753
39,0.78,0.8,42,0.84,0.86,964,0.0014859573943336313
39,0.78,0.8,43,0.86,0.88,695,0.001071307457533064
39,0.78,0.8,44,0.88,0.9,540,0.0008323827727595031
39,0.78,0.8,45,0.9,0.92,824,0.0012701544532478343
39,0.78,0.8,46,0.92,0.94,530,0.0008169682769676603
39,0.78,0.8,47,0.94,0.96,414,0.0006381601257822857
39,0.78,0.8,48,0.96,0.98,205,0.0003159971637327743
39,0.78,0.8,49,0.98,1.0,5244,0.008083361593242286
40,0.8,0.82,0,0.0,0.02,102,0.00015722785707679502
40,0.8,0.82,1,0.02,0.04,2,3.08289915836853e-06
40,0.8,0.82,2,0.04,0.06,25,3.853623947960662e-05
40,0.8,0.82,3,0.06,0.08,36,5.5492184850633535e-05
40,0.8,0.82,4,0.08,0.1,42,6.474088232573913e-05
40,0.8,0.82,5,0.1,0.12,103,0.0001587693066559793
40,0.8,0.82,6,0.12,0.14,63,9.711132348860869e-05
40,0.8,0.82,7,0.14,0.16,79,0.00012177451675555693
40,0.8,0.82,8,0.16,0.18,49,7.553102938002897e-05
40,0.8,0.82,9,0.18,0.2,60,9.24869747510559e-05
40,0.8,0.82,10,0.2,0.22,80,0.00012331596633474118
40,0.8,0.82,11,0.22,0.24,116,0.00017880815118537474
40,0.8,0.82,12,0.24,0.26,180,0.0002774609242531677
40,0.8,0.82,13,0.26,0.28,110,0.00016955945371026912
40,0.8,0.82,14,0.28,0.3,168,0.0002589635293029565
40,0.8,0.82,15,0.3,0.32,168,0.0002589635293029565
40,0.8,0.82,16,0.32,0.34,334,0.0005148441594475444
40,0.8,0.82,17,0.34,0.36,103,0.0001587693066559793
40,0.8,0.82,18,0.36,0.38,299,0.0004608934241760952
40,0.8,0.82,19,0.38,0.4,105,0.0001618522058143478
40,0.8,0.82,20,0.4,0.42,355,0.000547214600610414
40,0.8,0.82,21,0.42,0.44,407,0.0006273699787279958
40,0.8,0.82,22,0.44,0.46,391,0.0006027067854610476
40,0.8,0.82,23,0.46,0.48,240,0.0003699478990042236
40,0.8,0.82,24,0.48,0.5,27,4.161913863797515e-05
40,0.8,0.82,25,0.5,0.52,1086,0.0016740142429941117
40,0.8,0.82,26,0.52,0.54,304,0.00046860067207201653
40,0.8,0.82,27,0.54,0.56,511,0.0007876807349631594
40,0.8,0.82,28,0.56,0.58,699,0.0010774732558498012
40,0.8,0.82,29,0.58,0.6,259,0.0003992354410087246
40,0.8,0.82,30,0.6,0.62,738,0.0011375897894379875
40,0.8,0.82,31,0.62,0.64,837,0.0012901932977772298
40,0.8,0.82,32,0.64,0.66,229,0.00035299195363319664
40,0.8,0.82,33,0.66,0.68,1514,0.002333754662884977
40,0.8,0.82,34,0.68,0.7,322,0.0004963467644973333
40,0.8,0.82,35,0.7,0.72,1142,0.0017603354194284306
40,0.8,0.82,36,0.72,0.74,526,0.0008108024786509234
40,0.8,0.82,37,0.74,0.76,851,0.0013117735918858095
40,0.8,0.82,38,0.76,0.78,862,0.0013287295372568363
40,0.8,0.82,39,0.78,0.8,327,0.0005040540123932546
40,0.8,0.82,40,0.8,0.82,2504,0.0038597897462773994
40,0.8,0.82,41,0.82,0.84,1455,0.0022428091377131054
40,0.8,0.82,42,0.84,0.86,1270,0.0019576409655640164
40,0.8,0.82,43,0.86,0.88,919,0.0014165921632703395
40,0.8,0.82,44,0.88,0.9,701,0.0010805561550081696
40,0.8,0.82,45,0.9,0.92,1016,0.0015661127724512132
40,0.8,0.82,46,0.92,0.94,688,0.0010605173104787742
40,0.8,0.82,47,0.94,0.96,553,0.0008524216172888985
40,0.8,0.82,48,0.96,0.98,284,0.0004377716804883312
40,0.8,0.82,49,0.98,1.0,7492,0.011548540247248513
41,0.82,0.84,0,0.0,0.02,84,0.00012948176465147826
41,0.82,0.84,1,0.02,0.04,2,3.08289915836853e-06
41,0.82,0.84,2,0.04,0.06,10,1.5414495791842648e-05
41,0.82,0.84,3,0.06,0.08,24,3.699478990042236e-05
41,0.82,0.84,4,0.08,0.1,28,4.3160588217159416e-05
41,0.82,0.84,5,0.1,0.12,65,0.00010019422264697721
41,0.82,0.84,6,0.12,0.14,42,6.474088232573913e-05
41,0.82,0.84,7,0.14,0.16,62,9.556987390942442e-05
41,0.82,0.84,8,0.16,0.18,31,4.778493695471221e-05
41,0.82,0.84,9,0.18,0.2,27,4.161913863797515e-05
41,0.82,0.84,10,0.2,0.22,65,0.00010019422264697721
41,0.82,0.84,11,0.22,0.24,76,0.00011715016801800413
41,0.82,0.84,12,0.24,0.26,120,0.0001849739495021118
41,0.82,0.84,13,0.26,0.28,72,0.00011098436970126707
41,0.82,0.84,14,0.28,0.3,137,0.00021117859234824428
41,0.82,0.84,15,0.3,0.32,137,0.00021117859234824428
41,0.82,0.84,16,0.32,0.34,311,0.0004793908191263064
41,0.82,0.84,17,0.34,0.36,80,0.00012331596633474118
41,0.82,0.84,18,0.36,0.38,278,0.00042852298301322564
41,0.82,0.84,19,0.38,0.4,86,0.00013256466380984677
41,0.82,0.84,20,0.4,0.42,250,0.0003853623947960662
41,0.82,0.84,21,0.42,0.44,343,0.0005287172056602029
41,0.82,0.84,22,0.44,0.46,314,0.00048401516786385917
41,0.82,0.84,23,0.46,0.48,189,0.00029133397046582604
41,0.82,0.84,24,0.48,0.5,27,4.161913863797515e-05
41,0.82,0.84,25,0.5,0.52,867,0.0013364367851527576
41,0.82,0.84,26,0.52,0.54,251,0.0003869038443752505
41,0.82,0.84,27,0.54,0.56,442,0.0006813207139994451
41,0.82,0.84,28,0.56,0.58,536,0.000826216974442766
41,0.82,0.84,29,0.58,0.6,183,0.0002820852729907205
41,0.82,0.84,30,0.6,0.62,759,0.001169960230600857
41,0.82,0.84,31,0.62,0.64,641,0.0009880691802571138
41,0.82,0.84,32,0.64,0.66,248,0.0003822794956376977
41,0.82,0.84,33,0.66,0.68,1335,0.0020578351882109937
41,0.82,0.84,34,0.68,0.7,270,0.00041619138637975154
41,0.82,0.84,35,0.7,0.72,1041,0.0016046490119308197
41,0.82,0.84,36,0.72,0.74,451,0.0006951937602121034
41,0.82,0.84,37,0.74,0.76,864,0.001331812436415205
41,0.82,0.84,38,0.76,0.78,840,0.0012948176465147824
41,0.82,0.84,39,0.78,0.8,275,0.00042389863427567286
41,0.82,0.84,40,0.8,0.82,2731,0.004209698800752227
41,0.82,0.84,41,0.82,0.84,1591,0.0024524462804821653
41,0.82,0.84,42,0.84,0.86,1451,0.002236643339396368
41,0.82,0.84,43,0.86,0.88,1130,0.0017418380244782193
41,0.82,0.84,44,0.88,0.9,941,0.0014505040540123933
41,0.82,0.84,45,0.9,0.92,1366,0.002105620125165706
41,0.82,0.84,46,0.92,0.94,904,0.0013934704195825754
41,0.82,0.84,47,0.94,0.96,681,0.0010497271634244843
41,0.82,0.84,48,0.96,0.98,296,0.0004562690754385424
41,0.82,0.84,49,0.98,1.0,10218,0.015750531800104817
42,0.84,0.86,0,0.0,0.02,44,6.782378148410765e-05
42,0.84,0.86,1,0.02,0.04,3,4.624348737552795e-06
42,0.84,0.86,2,0.04,0.06,9,1.3873046212658384e-05
42,0.84,0.86,3,0.06,0.08,16,2.466319326694824e-05
42,0.84,0.86,4,0.08,0.1,15,2.3121743687763974e-05
42,0.84,0.86,5,0.1,0.12,28,4.3160588217159416e-05
42,0.84,0.86,6,0.12,0.14,28,4.3160588217159416e-05
42,0.84,0.86,7,0.14,0.16,60,9.24869747510559e-05
42,0.84,0.86,8,0.16,0.18,18,2.7746092425316768e-05
42,0.84,0.86,9,0.18,0.2,30,4.624348737552795e-05
42,0.84,0.86,10,0.2,0.22,35,5.395073527144927e-05
42,0.84,0.86,11,0.22,0.24,43,6.628233190492339e-05
42,0.84,0.86,12,0.24,0.26,67,0.00010327712180534575
42,0.84,0.86,13,0.26,0.28,48,7.398957980084472e-05
42,0.84,0.86,14,0.28,0.3,100,0.00015414495791842649
42,0.84,0.86,15,0.3,0.32,73,0.00011252581928045134
42,0.84,0.86,16,0.32,0.34,206,0.0003175386133119586
42,0.84,0.86,17,0.34,0.36,43,6.628233190492339e-05
42,0.84,0.86,18,0.36,0.38,149,0.00022967598729845546
42,0.84,0.86,19,0.38,0.4,66,0.00010173567222616148
42,0.84,0.86,20,0.4,0.42,205,0.0003159971637327743
42,0.84,0.86,21,0.42,0.44,233,0.0003591577519499337
42,0.84,0.86,22,0.44,0.46,209,0.00032216296204951137
42,0.84,0.86,23,0.46,0.48,153,0.00023584178561519254
42,0.84,0.86,24,0.48,0.5,22,3.391189074205383e-05
42,0.84,0.86,25,0.5,0.52,639,0.0009849862810987452
42,0.84,0.86,26,0.52,0.54,169,0.00026050497888214076
42,0.84,0.86,27,0.54,0.56,360,0.0005549218485063354
42,0.84,0.86,28,0.56,0.58,447,0.0006890279618953664
42,0.84,0.86,29,0.58,0.6,144,0.00022196873940253414
42,0.84,0.86,30,0.6,0.62,632,0.0009741961340444554
42,0.84,0.86,31,0.62,0.64,468,0.0007213984030582359
42,0.84,0.86,32,0.64,0.66,160,0.00024663193266948237
42,0.84,0.86,33,0.66,0.68,961,0.0014813330455960786
42,0.84,0.86,34,0.68,0.7,247,0.00038073804605851343
42,0.84,0.86,35,0.7,0.72,869,0.0013395196843111262
42,0.84,0.86,36,0.72,0.74,394,0.0006073311341986004
42,0.84,0.86,37,0.74,0.76,737,0.0011360483398588032
42,0.84,0.86,38,0.76,0.78,716,0.0011036778986959336
42,0.84,0.86,39,0.78,0.8,260,0.00040077689058790885
42,0.84,0.86,40,0.8,0.82,2650,0.004084841384838302
42,0.84,0.86,41,0.82,0.84,1724,0.0026574590745136726
42,0.84,0.86,42,0.84,0.86,1643,0.002532601658599747
42,0.84,0.86,43,0.86,0.88,1138,0.0017541696211116934
42,0.84,0.86,44,0.88,0.9,1014,0.0015630298732928446
42,0.84,0.86,45,0.9,0.92,1561,0.0024062027931066373
42,0.84,0.86,46,0.92,0.94,1093,0.0016848043900484016
42,0.84,0.86,47,0.94,0.96,799,0.0012316182137682276
42,0.84,0.86,48,0.96,0.98,390,0.0006011653358818633
42,0.84,0.86,49,0.98,1.0,14693,0.022648518666954404
43,0.86,0.88,0,0.0,0.02,21,3.2370441162869565e-05
43,0.86,0.88,1,0.02,0.04,1,1.541449579184265e-06
43,0.86,0.88,2,0.04,0.06,3,4.624348737552795e-06
43,0.86,0.88,3,0.06,0.08,11,1.6955945371026914e-05
43,0.86,0.88,4,0.08,0.1,10,1.5414495791842648e-05
43,0.86,0.88,5,0.1,0.12,20,3.0828991583685296e-05
43,0.86,0.88,6,0.12,0.14,17,2.6204642846132502e-05
43,0.86,0.88,7,0.14,0.16,24,3.699478990042236e-05
43,0.86,0.88,8,0.16,0.18,12,1.849739495021118e-05
43,0.86,0.88,9,0.18,0.2,8,1.233159663347412e-05
43,0.86,0.88,10,0.2,0.22,20,3.0828991583685296e-05
43,0.86,0.88,11,0.22,0.24,14,2.1580294108579708e-05
43,0.86,0.88,12,0.24,0.26,31,4.778493695471221e-05
43,0.86,0.88,13,0.26,0.28,31,4.778493695471221e-05
43,0.86,0.88,14,0.28,0.3,55,8.477972685513456e-05
43,0.86,0.88,15,0.3,0.32,34,5.2409285692265004e-05
43,0.86,0.88,16,0.32,0.34,107,0.00016493510497271634
43,0.86,0.88,17,0.34,0.36,21,3.2370441162869565e-05
43,0.86,0.88,18,0.36,0.38,99,0.00015260350833924222
43,0.86,0.88,19,0.38,0.4,39,6.011653358818633e-05
43,0.86,0.88,20,0.4,0.42,117,0.00018034960076455898
43,0.86,0.88,21,0.42,0.44,133,0.00020501279403150723
43,0.86,0.88,22,0.44,0.46,130,0.00020038844529395443
43,0.86,0.88,23,0.46,0.48,80,0.00012331596633474118
43,0.86,0.88,24,0.48,0.5,11,1.6955945371026914e-05
43,0.86,0.88,25,0.5,0.52,425,0.0006551160711533126
43,0.86,0.88,26,0.52,0.54,105,0.0001618522058143478
43,0.86,0.88,27,0.54,0.56,262,0.0004038597897462774
43,0.86,0.88,28,0.56,0.58,297,0.0004578105250177267
43,0.86,0.88,29,0.58,0.6,115,0.00017726670160619047
43,0.86,0.88,30,0.6,0.62,409,0.0006304528778863643
43,0.86,0.88,31,0.62,0.64,372,0.0005734192434565465
43,0.86,0.88,32,0.64,0.66,119,0.00018343249992292752
43,0.86,0.88,33,0.66,0.68,679,0.001046644264266116
43,0.86,0.88,34,0.68,0.7,171,0.0002635878780405093
43,0.86,0.88,35,0.7,0.72,630,0.0009711132348860868
43,0.86,0.88,36,0.72,0.74,327,0.0005040540123932546
43,0.86,0.88,37,0.74,0.76,597,0.0009202453987730061
43,0.86,0.88,38,0.76,0.78,556,0.0008570459660264513
43,0.86,0.88,39,0.78,0.8,203,0.00031291426457440575
43,0.86,0.88,40,0.8,0.82,2187,0.0033711502296759873
43,0.86,0.88,41,0.82,0.84,1573,0.002424700188056849
43,0.86,0.88,42,0.84,0.86,1605,0.002474026574590745
43,0.86,0.88,43,0.86,0.88,1170,0.0018034960076455898
43,0.86,0.88,44,0.88,0.9,1144,0.001763418318586799
43,0.86,0.88,45,0.9,0.92,1765,0.0027206585072602277
43,0.86,0.88,46,0.92,0.94,1261,0.001943767919351358
43,0.86,0.88,47,0.94,0.96,1030,0.0015876930665597929
43,0.86,0.88,48,0.96,0.98,388,0.0005980824367234948
43,0.86,0.88,49,0.98,1.0,19827,0.03056232080648642
44,0.88,0.9,0,0.0,0.02,16,2.466319326694824e-05
44,0.88,0.9,1,0.02,0.04,3,4.624348737552795e-06
44,0.88,0.9,2,0.04,0.06,1,1.541449579184265e-06
44,0.88,0.9,3,0.06,0.08,2,3.08289915836853e-06
44,0.88,0.9,4,0.08,0.1,0,0.0
44,0.88,0.9,5,0.1,0.12,7,1.0790147054289854e-05
44,0.88,0.9,6,0.12,0.14,10,1.5414495791842648e-05
44,0.88,0.9,7,0.14,0.16,7,1.0790147054289854e-05
44,0.88,0.9,8,0.16,0.18,5,7.707247895921324e-06
44,0.88,0.9,9,0.18,0.2,3,4.624348737552795e-06
44,0.88,0.9,10,0.2,0.22,12,1.849739495021118e-05
44,0.88,0.9,11,0.22,0.24,12,1.849739495021118e-05
44,0.88,0.9,12,0.24,0.26,14,2.1580294108579708e-05
44,0.88,0.9,13,0.26,0.28,7,1.0790147054289854e-05
