law_index,seed,snapshot_cadence,lag_snapshots,tau,rows,probe_rows,probe_fraction,mean_p,mean_m,p_min,p_max,m_min,m_max
4,2002,10,1,0.2,203,0,0.0,0.9584470667952967,0.9789878890539897,0.5310867735011495,0.9996775402994562,0.36363636363636365,1.0
4,2002,10,3,0.6,192,0,0.0,0.9315177335422408,0.9656501331593249,0.4371312120219279,0.9993531410635048,0.0,1.0
4,2002,10,6,1.2,180,0,0.0,0.915965522003942,0.9638788134427974,0.40784067291371995,0.9987557360080221,0.0,1.0
4,2002,30,1,0.6,66,0,0.0,0.9399419763377743,0.9681755163038586,0.6586892635502288,0.999230069725788,0.36363636363636365,1.0
4,2002,30,3,1.8,58,0,0.0,0.9080043299218136,0.9628803245436105,0.652590792586105,0.9968961134395722,0.3333333333333333,1.0
4,2002,30,6,3.6,46,1,0.021739130434782608,0.8801045174333022,0.9459505541346974,0.6422962202440092,0.9950474766690555,0.3333333333333333,1.0
4,2002,60,1,1.2,31,0,0.0,0.9331520149847902,0.9899641577060933,0.7609319695348106,0.9987557360080221,0.8,1.0
4,2002,60,3,3.6,23,0,0.0,0.8926364273688374,0.9681159420289854,0.7291803442618923,0.9934524895241803,0.8,1.0
4,2002,60,6,7.2,12,0,0.0,0.8721510947427897,0.9296296296296297,0.7120890543797683,0.9731653283832249,0.8,1.0
4,2003,10,1,0.2,200,0,0.0,0.954955343847696,0.9752308275874452,0.5858254828084186,0.9994336682613926,0.4,1.0
4,2003,10,3,0.6,183,0,0.0,0.9459777948973889,0.9709075974384557,0.6803960131044797,0.999039622594943,0.35294117647058826,1.0
4,2003,10,6,1.2,167,1,0.005988023952095809,0.9316871282715068,0.9677466787017038,0.6380915277654363,0.9989973988023199,0.3333333333333333,1.0
4,2003,30,1,0.6,63,0,0.0,0.941318383158182,0.9474228580321015,0.6654916453654313,0.9983361546713023,0.125,1.0
4,2003,30,3,1.8,52,0,0.0,0.9217887319252954,0.9626214785717047,0.6400321103262501,0.9975629798619969,0.45,1.0
4,2003,30,6,3.6,42,0,0.0,0.9025325156018565,0.945756978004877,0.6303134561982832,0.9947804935539103,0.45,1.0
4,2003,60,1,1.2,33,1,0.030303030303030304,0.9173431040028903,0.9203457060655201,0.6695710131107099,0.9972906693563343,0.14285714285714285,1.0
4,2003,60,3,3.6,25,1,0.04,0.8910228131004594,0.879456582633053,0.6762514027085875,0.9947804935539103,0.14285714285714285,1.0
4,2003,60,6,7.2,14,0,0.0,0.8521928555896798,0.8428221288515407,0.669590395291732,0.9799060061998053,0.25,1.0
5,2001,10,1,0.2,355,0,0.0,0.9638949643815514,0.9830824339979272,0.5910260283438004,0.9999893480334654,0.4,1.0
5,2001,10,3,0.6,336,2,0.005952380952380952,0.9477643662975949,0.9678983714698003,0.5184284711192276,0.9999516656753722,0.0,1.0
5,2001,10,6,1.2,313,0,0.0,0.9373121731042525,0.9612612892964333,0.5178950856564515,0.9999044786672995,0.0,1.0
5,2001,30,1,0.6,114,0,0.0,0.9515060164920764,0.9741750208855472,0.6159612506018692,0.9999476224614995,0.4,1.0
5,2001,30,3,1.8,100,0,0.0,0.9295053922294979,0.9550476190476189,0.5809827891686742,0.9998194898729106,0.4,1.0
5,2001,30,6,3.6,79,0,0.0,0.9059815082716538,0.9268987341772151,0.5772928220792636,0.9992188467232277,0.4,1.0
5,2001,60,1,1.2,58,1,0.017241379310344827,0.9285788123276082,0.9339080459770116,0.4843962046650054,0.9999044786672995,0.3333333333333333,1.0
5,2001,60,3,3.6,44,0,0.0,0.8870973478584129,0.8848237812911726,0.29699660926820526,0.9992188467232277,0.17391304347826086,1.0
5,2001,60,6,7.2,24,1,0.041666666666666664,0.8251009998705393,0.7876416759568934,0.29408767197019803,0.9844517913481112,0.17391304347826086,1.0
5,2002,10,1,0.2,358,1,0.002793296089385475,0.971314561430198,0.9844653174262114,0.6771925002155866,0.9999854217232313,0.2,1.0
5,2002,10,3,0.6,345,3,0.008695652173913044,0.956576169991687,0.9684755381494513,0.6307327856355548,0.9999834055411793,0.125,1.0
5,2002,10,6,1.2,327,3,0.009174311926605505,0.9455374702947063,0.9625648306840967,0.5356577868691191,0.9999725043074618,0.2,1.0
5,2002,30,1,0.6,119,0,0.0,0.9570889261240823,0.9740751428776636,0.7167209254152458,0.9999834055411793,0.25,1.0
5,2002,30,3,1.8,106,0,0.0,0.9375447797039157,0.9662717384970436,0.6505950347246178,0.9999635819125088,0.25,1.0
5,2002,30,6,3.6,88,0,0.0,0.917699551324343,0.9555848971290146,0.6182544765293208,0.999793247451402,0.25,1.0
5,2002,60,1,1.2,59,1,0.01694915254237288,0.9392153797476246,0.9517161275635853,0.6241491396809167,0.999955693835836,0.25,1.0
5,2002,60,3,3.6,47,1,0.02127659574468085,0.9114809152078552,0.9315139039794861,0.6182544765293208,0.999793247451402,0.25,1.0
5,2002,60,6,7.2,29,1,0.034482758620689655,0.8676295902124358,0.8836413079820787,0.5851067686019689,0.9951908039903876,0.25,1.0
5,2003,10,1,0.2,413,1,0.002421307506053269,0.9709138879601187,0.9864753395693179,0.6005132079626575,0.999994945594525,0.41379310344827586,1.0
5,2003,10,3,0.6,395,0,0.0,0.9607090947712272,0.9792606275950714,0.35437749910341965,0.9999900242654794,0.3157894736842105,1.0
5,2003,10,6,1.2,371,0,0.0,0.9532009309489494,0.9798139729964781,0.37687753007047403,0.99998221782037,0.2631578947368421,1.0
5,2003,30,1,0.6,136,0,0.0,0.9626895403170799,0.9785743464052288,0.4617799587251965,0.9999897431567939,0.3333333333333333,1.0
5,2003,30,3,1.8,121,0,0.0,0.9468246104996765,0.9766069788797059,0.4254226247661976,0.9999677268302809,0.4166666666666667,1.0
