law_index,condition,seed,n_meas,sum_P,sum_M,sum_PP,sum_MM,sum_PM,mean_P,mean_M,mean_turnover,mean_abs_circulation,probe_count,cross_cadence_endpoints,eligible_seed,n_tracks,long_tracks,mean_track_obs,max_track_obs,censored_tracks,births,splits,merges,ambiguous
9,ON,7001,227,90.68364680094605,34.81378124266955,40.40928454311289,8.717646884872266,15.109477607220843,0.39948743084117205,0.15336467507783944,0.8466353249221605,1.0309296549058686,1,0,False,309,1,1.6019417475728155,10,288,309,8,3,2
9,ON,7002,176,67.60486514011467,27.611069262341754,29.67196898272057,8.065432862368496,12.165631979917432,0.3841185519324697,0.1568810753542145,0.8431189246457858,1.2374608798135638,0,0,False,327,1,1.4678899082568808,8,303,327,7,8,2
9,ON,7003,225,90.39790816379367,37.50069921162308,40.0591736882373,10.836828250473012,15.650384562859916,0.4017684807279719,0.16666977427388036,0.8333302257261197,1.0831820140776287,0,0,False,301,0,1.6578073089700998,6,283,301,9,10,0
10,OFF,7001,1645,1462.3281434921741,1521.6618104934255,1309.1782592580405,1445.71903299209,1364.8953973070566,0.8889532787186469,0.9250223771996507,0.07497762280034763,0.04381673747679481,7,0,False,42,22,15.738095238095237,60,21,42,2,3,0
10,OFF,7002,1036,904.23283668723,907.0681138984098,797.2294663141903,836.3824682918084,804.4580896458885,0.8728116184239672,0.8755483724888126,0.12445162751118659,0.05315799956611692,9,0,False,40,16,10.925,61,28,40,6,8,0
10,OFF,7003,1496,1331.1311027477257,1351.798653679394,1194.672839527456,1262.242109104014,1217.5186311563498,0.8897935178794958,0.9036087257215201,0.09639127427848082,0.03744326715765891,13,0,False,47,23,13.319148936170214,61,29,47,4,8,0
10,ON,7001,234,93.49937051070917,33.3574955901776,41.62045356984621,9.47213031955698,14.231911301042686,0.3995699594474751,0.14255339995802394,0.8574466000419763,1.0444237337071325,1,0,False,322,0,1.6335403726708075,6,307,322,7,4,1
10,ON,7002,198,74.63164296198603,28.04385342962202,31.785833232078723,7.02875670983498,10.91073459247265,0.3769274897070002,0.1416356233819294,0.8583643766180706,1.1918580008780024,0,0,False,299,0,1.5919732441471572,6,287,299,9,3,1
10,ON,7003,223,84.89100833863138,32.5066089744316,36.81731659700899,8.138639704450235,13.346548608330748,0.3806771674378089,0.14576954697054528,0.8542304530294547,1.0993036137877195,0,0,False,298,0,1.6442953020134228,7,292,298,2,5,1
11,OFF,7001,942,768.4154618758678,813.1116163795442,634.5422496931208,736.5517232232022,674.1304106286309,0.8157276665348915,0.8631758135663952,0.13682418643360403,0.06945655308295284,2,0,False,65,13,6.861538461538461,61,56,65,6,11,4
11,OFF,7002,836,667.5601476362793,674.9644469921391,542.408180039367,593.3173661973394,553.7079153926593,0.7985169230099035,0.807373740421219,0.1926262595787807,0.1026457936497766,17,0,False,80,13,5.525,58,74,80,6,14,6
11,OFF,7003,1041,860.8238591970127,900.9175384920846,722.7503128252253,823.8503760145281,759.1564932291527,0.8269201337147096,0.8654347151701102,0.13456528482988792,0.0632520487606157,11,0,False,65,19,7.384615384615385,61,53,65,6,14,4
11,ON,7001,383,234.40185788565438,124.44588894907284,148.49786533621133,57.29570251002113,80.75295246085953,0.612015294740612,0.32492399203413275,0.6750760079658673,0.5845314524988309,7,0,False,224,5,2.205357142857143,12,215,224,10,8,1
11,ON,7002,287,179.64150003260622,107.35316356990016,117.01397626210704,59.287442458638125,73.13282166933752,0.625928571542182,0.37405283473832807,0.6259471652616719,0.5730220744387544,2,0,False,254,1,1.8779527559055118,8,245,254,11,12,4
11,ON,7003,404,255.46312309712425,138.94299182815084,167.04861459107198,69.93801601936126,93.27149713714584,0.6323344631116937,0.34391829660433376,0.6560817033956664,0.5355014264091315,3,0,False,234,5,2.213675213675214,10,216,234,15,12,2
12,OFF,7001,767,621.6249714237554,585.3484306998199,511.23181599430507,483.4971934435793,484.9698493425143,0.8104628049853395,0.763166141720756,0.23683385827924458,0.08684081657162011,28,2,True,70,12,5.5,60,61,70,4,7,0
12,OFF,7002,1092,929.5715462281948,925.5037027681706,800.324588370523,822.579217499013,801.0245754603948,0.8512559947144641,0.8475308633408155,0.1524691366591851,0.05613232644992445,15,0,False,41,16,11.073170731707316,61,29,41,4,7,0
12,OFF,7003,863,708.93088083771,652.9149986841361,589.3216201013639,527.5887064950288,546.6760278879962,0.8214726313299073,0.7565643090198564,0.24343569098014264,0.09347392931282342,15,0,False,99,16,4.8686868686868685,52,84,99,2,3,1
