M256,block,checkpoint,law,quantum,rho_observed_next_window,rho_probe_slope8,saturation_mass_added,size,src_bound_fraction_next_window
160.0242312222519,LAW_29_L24_S930001,2320,LAW_29,2.0003028902781486,,0.08508687086531243,25.40514389494905,24,
160.4671413134018,LAW_29_L24_S930002,272,LAW_29,2.0058392664175226,0.06055001937828722,0.10316350765262966,27.276630900435865,24,
160.4671413134018,LAW_29_L24_S930002,1296,LAW_29,2.0058392664175226,0.0048433790264981735,0.07493982740996927,13.018071145820766,24,
160.4671413134018,LAW_29_L24_S930002,2320,LAW_29,2.0058392664175226,,0.08315945805051643,27.587817956065994,24,
157.94762228799607,LAW_29_L24_S930003,272,LAW_29,1.974345278599951,0.05945283013431527,0.10145920376653365,25.32872284917315,24,
157.94762228799607,LAW_29_L24_S930003,1296,LAW_29,1.974345278599951,0.005284045522521735,0.07851595661239794,12.67364936344928,24,
157.94762228799607,LAW_29_L24_S930003,2320,LAW_29,1.974345278599951,,0.08676539216891654,26.971436470532076,24,
159.78596734479686,LAW_29_L24_S930004,272,LAW_29,1.9973245918099607,0.06825650386989729,0.0994210039787289,24.690823220561324,24,
159.78596734479686,LAW_29_L24_S930004,1296,LAW_29,1.9973245918099607,0.007932956302794558,0.07096589400766307,5.56462605137958,24,
159.78596734479686,LAW_29_L24_S930004,2320,LAW_29,1.9973245918099607,,0.0788294053549993,21.219256888680068,24,
160.45850049242924,LAW_29_L24_S930005,272,LAW_29,2.0057312561553653,0.05780785319216329,0.1103881730694118,29.365175980946916,24,
160.45850049242924,LAW_29_L24_S930005,1296,LAW_29,2.0057312561553653,0.004843079730487233,0.07856280311795207,16.128208902847177,24,
160.45850049242924,LAW_29_L24_S930005,2320,LAW_29,2.0057312561553653,,0.08932811889520044,29.7720147067612,24,
159.0567982101221,LAW_29_L24_S930006,272,LAW_29,1.9882099776265263,0.064923843712217,0.10480073542242989,25.68607219209407,24,
159.0567982101221,LAW_29_L24_S930006,1296,LAW_29,1.9882099776265263,0.007486102646959217,0.07146553320106507,10.27386019911835,24,
159.0567982101221,LAW_29_L24_S930006,2320,LAW_29,1.9882099776265263,,0.08290860673970757,24.51326458265993,24,
159.8151243742041,LAW_29_L24_S930007,272,LAW_29,1.9976890546775512,0.06430435323213769,0.09817922923550741,26.464057484774592,24,
