DELIVERED_FRACTION,I0,M256,UCR,arm,attempted_mass,axis,block,bound_by,ceil,delivered_over_M256,first_failure_time,first_failure_type,floor,fresh_over_M256,futile_fraction,incumbent_displacement,incumbent_removed_over_M256,law,loss,max_global_balance_residual,max_identity_residual,merger,n_events,n_opportunities,n_rejected,n_waited,quantum,reacquisition,realized_sink,reject_causes,same_track_continuous,seed,size,spacing,split,terminal_I_over_I0,terminal_T,terminal_margin_frac_below_0.05,terminal_margin_frac_below_0.10,terminal_margin_median,terminal_margin_min,terminal_margin_q10,terminal_shadow_40_alive,terminal_shadow_40_area,terminal_shadow_40_jaccard_C256,terminal_shadow_40_jaccard_official,terminal_shadow_45_alive,terminal_shadow_45_area,terminal_shadow_45_jaccard_C256,terminal_shadow_45_jaccard_official,terminal_shadow_50_alive,terminal_shadow_50_area,terminal_shadow_50_jaccard_C256,terminal_shadow_50_jaccard_official,terminal_shadow_55_alive,terminal_shadow_55_area,terminal_shadow_55_jaccard_C256,terminal_shadow_55_jaccard_official,terminal_shadow_60_alive,terminal_shadow_60_area,terminal_shadow_60_jaccard_C256,terminal_shadow_60_jaccard_official
0.0,165.71345242478662,165.7134524247865,0.0,SHAM,662.8538096991507,+x,LAW_16_L24_S930000,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0,0.0,,NONE,0.0,0.0,0.0,0.24441183155345048,0.0,LAW_16,False,0.0,3.552713678800501e-15,False,0,320,0,0,2.071418155309831,False,0.0,{},True,930000,24,16,False,0.7555881684465495,164.2245144842201,0.07391304347826087,0.1391304347826087,0.30837724522766025,0.004040389818635026,0.07054782312775515,True,252,0.8253968253968254,0.9126984126984127,True,230,0.9043478260869565,1.0,True,213,0.9672897196261683,0.9260869565217391,True,198,0.9519230769230769,0.8608695652173913,True,182,0.875,0.7913043478260869
0.14613299636259414,165.71345242478662,165.7134524247865,0.3965321334157817,PARENT,662.8538096991507,+x,LAW_16_L24_S930000,"{""PLANNED"": 11, ""SOURCE"": 309, ""SINK"": 0, ""OTHER"": 0}",1.0,0.5845319854503807,,NONE,0.0,0.3965321334157817,0.13970378096210273,0.5877606856299982,0.4585313724237801,LAW_16,False,1.1368683772161603e-13,7.549516567451064e-15,False,320,320,0,0,2.071418155309831,False,96.86481336169766,{},True,930000,24,16,False,0.4122393143700018,169.7991822829379,0.0684931506849315,0.1141552511415525,0.3746648287971905,0.001361063214492364,0.06272743535270003,True,228,0.3710691823899371,0.9605263157894737,True,219,0.3774193548387097,1.0,True,204,0.3779264214046823,0.9315068493150684,True,194,0.39100346020761245,0.8858447488584474,True,184,0.39501779359430605,0.8401826484018264
0.09085342426635609,165.71345242478662,165.7134524247865,0.2507809085984781,SINK_FLOOR,662.8538096991507,+x,LAW_16_L24_S930000,"{""PLANNED"": 11, ""SOURCE"": 47, ""SINK"": 262, ""OTHER"": 0}",1.0,0.3634136970654269,1296,SPLIT,0.5,0.2507809085984781,0.07418260403456506,0.5736235864769647,0.32356357680792824,LAW_16,False,5.684341886080802e-14,7.216449660063518e-15,False,320,320,0,0,2.071418155309831,False,60.222538399167405,{},False,930000,24,16,True,0.42637641352303535,145.295443220459,0.10945273631840796,0.15422885572139303,0.30849705692082025,0.0002536232211612366,0.04091242794926914,True,252,0.5436241610738255,0.7976190476190477,True,201,0.43508771929824563,1.0,True,179,0.40217391304347827,0.8905472636815921,True,170,0.4052044609665427,0.845771144278607,True,145,0.3735408560311284,0.7213930348258707
0.07023125990811215,165.71345242478662,165.7134524247865,0.21270869160429876,SRC_CAP,662.8538096991507,+x,LAW_16_L24_S930000,"{""PLANNED"": 5, ""SOURCE"": 315, ""SINK"": 0, ""OTHER"": 0}",0.9,0.2809250396324506,,NONE,0.0,0.21270869160429876,0.0075235808856848945,0.43819258690337903,0.25190351990194443,LAW_16,False,5.684341886080802e-14,4.3298697960381105e-15,False,320,320,0,0,2.071418155309831,False,46.55305819006336,{},True,930000,24,16,False,0.561807413096621,165.10275578086254,0.058823529411764705,0.14479638009049775,0.34780345913600547,0.0043570456176226235,0.07461272985708983,True,234,0.4882154882154882,0.9444444444444444,True,221,0.5052631578947369,1.0,True,208,0.5127272727272727,0.9411764705882353,True,189,0.48134328358208955,0.8552036199095022,True,179,0.4942084942084942,0.8099547511312217
0.0,166.65652820955953,166.65652820955955,0.0,SHAM,666.6261128382392,-x,LAW_16_L24_S930001,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0,0.0,,NONE,0.0,0.0,0.0,0.2495722759596638,0.0,LAW_16,False,0.0,3.6637359812630166e-15,False,0,320,0,0,2.0832066026194944,False,0.0,{},True,930001,24,16,False,0.7504277240403362,163.84520801103088,0.0735930735930736,0.13852813852813853,0.30561184070181907,0.002026471917858763,0.07291939916343376,True,253,0.8537549407114624,0.9130434782608695,True,231,0.9184549356223176,1.0,True,214,0.9815668202764977,0.9264069264069265,True,199,0.9212962962962963,0.8614718614718615,True,181,0.8379629629629629,0.7835497835497836
0.16244274804107217,166.65652820955953,166.65652820955955,0.0,PARENT,666.6261128382392,-x,LAW_16_L24_S930001,"{""PLANNED"": 13, ""SOURCE"": 213, ""SINK"": 26, ""OTHER"": 0}",1.0,0.6497709921642897,7392,TRACK_LOST_OR_DISSOLVED,0.0,0.0,0.21020705921212662,1.0,0.46889272202332555,LAW_16,True,1.7053025658242404e-13,7.66053886991358e-15,False,252,320,68,0,2.0832066026194944,False,108.28857768538144,"{""NO_SINK_CAPACITY"": 68}",False,930001,24,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0715468351433072,166.65652820955953,166.65652820955955,0.20799085030235834,SINK_FLOOR,666.6261128382392,-x,LAW_16_L24_S930001,"{""PLANNED"": 14, ""SOURCE"": 0, ""SINK"": 306, ""OTHER"": 0}",1.0,0.28618734057322925,752,SPLIT,0.5,0.20799085030235834,0.03041609570816165,0.5420453385795244,0.2703510671302973,LAW_16,False,5.684341886080802e-14,6.217248937900877e-15,False,320,320,0,0,2.0832066026194944,False,47.694988597461204,{},False,930001,24,16,True,0.4579546614204756,143.9092616902476,0.095,0.16,0.30228893804900575,0.006007637701163415,0.052901962185425255,True,263,0.6073825503355704,0.7604562737642585,True,200,0.4647887323943662,1.0,True,181,0.4384057971014493,0.905,True,168,0.44360902255639095,0.84,True,148,0.40540540540540543,0.74
0.08462891613931817,166.65652820955953,166.65652820955955,0.25012770703514003,SRC_CAP,666.6261128382392,-x,LAW_16_L24_S930001,"{""PLANNED"": 7, ""SOURCE"": 313, ""SINK"": 0, ""OTHER"": 0}",0.9,0.33851566455727317,,NONE,0.0,0.25012770703514003,0.027709777002193053,0.47844945501158065,0.29999293122433157,LAW_16,False,5.684341886080802e-14,4.218847493575595e-15,False,320,320,0,0,2.0832066026194944,False,56.415845399667,{},True,930001,24,16,False,0.5215505449884194,165.28467006773843,0.06334841628959276,0.13122171945701358,0.34810658585994597,0.0030237958740205184,0.09093042939289225,True,236,0.4533762057877814,0.9364406779661016,True,221,0.4713804713804714,1.0,True,207,0.4894366197183099,0.9366515837104072,True,192,0.4729241877256318,0.8687782805429864,True,174,0.4716981132075472,0.7873303167420814
0.0,167.0428947516701,167.04289475167,0.0,SHAM,668.1715790066778,+y,LAW_16_L24_S930002,"{""PLANNED"": 0, ""SOURCE"": 0, ""SINK"": 0, ""OTHER"": 0}",1.0,0.0,,NONE,0.0,0.0,0.0,0.2499851248518964,0.0,LAW_16,False,0.0,3.774758283725532e-15,False,0,320,0,0,2.088036184395875,False,0.0,{},True,930002,24,16,False,0.7500148751481036,161.74402931378756,0.08771929824561403,0.14473684210526316,0.3046131845179522,0.0032222277130891652,0.05483608216542496,True,245,0.8653061224489796,0.9306122448979591,True,228,0.9213973799126638,1.0,True,208,0.9811320754716981,0.9122807017543859,True,195,0.9198113207547169,0.8552631578947368,True,178,0.839622641509434,0.7807017543859649
0.14049944577836362,167.0428947516701,167.04289475167,0.0,PARENT,668.1715790066778,+y,LAW_16_L24_S930002,"{""PLANNED"": 13, ""SOURCE"": 168, ""SINK"": 26, ""OTHER"": 0}",1.0,0.5619977831134526,7360,TRACK_LOST_OR_DISSOLVED,0.0,0.0,0.16111782504108255,1.0,0.4358554092078642,LAW_16,True,5.684341886080802e-14,1.0103029524088925e-14,False,207,320,113,0,2.088036184395875,False,93.87773653529233,"{""NO_SINK_CAPACITY"": 113}",False,930002,24,16,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
