track_id,start_step,end_step,start_time,end_time,tau,phenotype_continuity,material_retention,start_count,end_count,interval_has_ambiguity,interval_has_split_or_merge,unresolved_sparse_alias_risk,law_index,seed,snapshot_cadence
2,480,490,9.6,9.8,0.20000000000000107,0.921823168183672,1.0,28,28,False,False,False,0,101,10
2,490,500,9.8,10.0,0.1999999999999993,0.9411438689205003,1.0,28,28,False,False,False,0,101,10
2,500,510,10.0,10.200000000000001,0.20000000000000107,0.9757949407349948,1.0,28,28,False,False,False,0,101,10
2,510,520,10.200000000000001,10.4,0.1999999999999993,0.9350243754265292,1.0,28,28,False,False,False,0,101,10
2,520,530,10.4,10.6,0.1999999999999993,0.9704192252807778,1.0,28,28,False,False,False,0,101,10
2,530,540,10.6,10.8,0.20000000000000107,0.957949670394544,1.0,28,28,False,False,False,0,101,10
2,540,550,10.8,11.0,0.1999999999999993,0.9690946528720141,1.0,28,28,False,False,False,0,101,10
2,550,560,11.0,11.200000000000001,0.20000000000000107,0.9586482504681073,1.0,28,28,False,False,False,0,101,10
2,560,570,11.200000000000001,11.4,0.1999999999999993,0.98148944764516,1.0,28,28,False,False,False,0,101,10
2,570,580,11.4,11.6,0.1999999999999993,0.684582331491492,0.7368421052631579,28,38,False,True,False,0,101,10
2,580,590,11.6,11.8,0.20000000000000107,0.7829448553073896,0.9736842105263158,38,37,False,False,False,0,101,10
2,590,600,11.8,12.0,0.1999999999999993,0.8639188958361538,0.972972972972973,37,36,False,False,False,0,101,10
2,0,30,0.0,0.6,0.6,0.716433767683061,0.6363636363636364,7,11,False,True,False,0,101,10
2,10,40,0.2,0.8,0.6000000000000001,0.8123534075494431,0.4666666666666667,8,14,False,True,True,0,101,10
2,20,50,0.4,1.0,0.6,0.5994520885098619,0.7333333333333333,14,12,False,True,False,0,101,10
2,30,60,0.6,1.2,0.6,0.8230011316569648,0.6666666666666666,11,14,False,False,False,0,101,10
2,40,70,0.8,1.4000000000000001,0.6000000000000001,0.8416789465096852,0.7647058823529411,14,16,False,False,False,0,101,10
2,50,80,1.0,1.6,0.6000000000000001,0.8049471576554867,0.8571428571428571,12,14,False,False,False,0,101,10
2,60,90,1.2,1.8,0.6000000000000001,0.8834248444851026,1.0,14,14,False,False,False,0,101,10
2,70,100,1.4000000000000001,2.0,0.5999999999999999,0.8315882630890925,0.8823529411764706,16,16,False,False,False,0,101,10
2,80,110,1.6,2.2,0.6000000000000001,0.9351735255058258,0.9333333333333333,14,15,False,False,False,0,101,10
2,90,120,1.8,2.4,0.5999999999999999,0.902270564126118,0.9333333333333333,14,15,False,False,False,0,101,10
2,100,130,2.0,2.6,0.6000000000000001,0.8403843082736409,0.9375,16,15,False,False,False,0,101,10
2,110,140,2.2,2.8000000000000003,0.6000000000000001,0.9018636296874172,1.0,15,15,False,False,False,0,101,10
2,120,150,2.4,3.0,0.6000000000000001,0.8675957006063723,1.0,15,15,False,False,False,0,101,10
2,130,160,2.6,3.2,0.6000000000000001,0.8996432953316543,1.0,15,15,False,False,False,0,101,10
2,140,170,2.8000000000000003,3.4,0.5999999999999996,0.9449999462349548,1.0,15,15,False,False,False,0,101,10
2,150,180,3.0,3.6,0.6000000000000001,0.92558380589453,1.0,15,15,False,False,False,0,101,10
2,160,190,3.2,3.8000000000000003,0.6000000000000001,0.8977658075661439,1.0,15,15,False,False,False,0,101,10
2,170,200,3.4,4.0,0.6000000000000001,0.928927666678822,1.0,15,15,False,False,False,0,101,10
2,180,210,3.6,4.2,0.6000000000000001,0.9133109763576271,1.0,15,15,False,False,False,0,101,10
2,190,220,3.8000000000000003,4.4,0.6000000000000001,0.9491385247684767,1.0,15,15,False,False,False,0,101,10
2,200,230,4.0,4.6000000000000005,0.6000000000000005,0.9423731640594712,1.0,15,15,False,False,False,0,101,10
2,210,240,4.2,4.8,0.5999999999999996,0.9549883908878438,1.0,15,15,False,False,False,0,101,10
2,220,250,4.4,5.0,0.5999999999999996,0.9842520570959402,1.0,15,15,False,False,False,0,101,10
2,230,260,4.6000000000000005,5.2,0.5999999999999996,0.9578979799554653,1.0,15,15,False,False,False,0,101,10
2,240,270,4.8,5.4,0.6000000000000005,0.9632144408025408,1.0,15,15,False,False,False,0,101,10
2,250,280,5.0,5.6000000000000005,0.6000000000000005,0.9690217764535042,1.0,15,15,False,False,False,0,101,10
2,260,290,5.2,5.8,0.5999999999999996,0.9730547607722239,1.0,15,15,False,False,False,0,101,10
2,270,300,5.4,6.0,0.5999999999999996,0.9708607200495313,1.0,15,15,False,False,False,0,101,10
2,280,310,5.6000000000000005,6.2,0.5999999999999996,0.9665841718622468,1.0,15,15,False,False,False,0,101,10
2,290,320,5.8,6.4,0.6000000000000005,0.9642056665938491,1.0,15,15,False,False,False,0,101,10
2,300,330,6.0,6.6000000000000005,0.6000000000000005,0.9738495021182325,1.0,15,15,False,False,False,0,101,10
2,310,340,6.2,6.8,0.5999999999999996,0.9810677534155244,1.0,15,15,False,False,False,0,101,10
2,320,350,6.4,7.0,0.5999999999999996,0.9710192390027297,1.0,15,15,False,False,False,0,101,10
2,330,360,6.6000000000000005,7.2,0.5999999999999996,0.9735570901183721,1.0,15,15,False,False,False,0,101,10
2,340,370,6.8,7.4,0.6000000000000005,0.9784697255516959,1.0,15,15,False,False,False,0,101,10
2,350,380,7.0,7.6000000000000005,0.6000000000000005,0.9421255505039543,1.0,15,15,False,False,False,0,101,10
2,360,390,7.2,7.8,0.5999999999999996,0.6414174047763557,0.5,15,30,False,True,False,0,101,10
2,370,400,7.4,8.0,0.5999999999999996,0.6948687888391426,0.5,15,30,False,True,False,0,101,10
2,380,410,7.6000000000000005,8.2,0.5999999999999988,0.7110105238547565,0.5357142857142857,15,28,False,True,False,0,101,10
2,390,420,7.8,8.4,0.6000000000000005,0.6608853631451916,0.9333333333333333,30,28,False,False,False,0,101,10
2,400,430,8.0,8.6,0.5999999999999996,0.7720227698365495,0.9333333333333333,30,28,False,False,False,0,101,10
2,410,440,8.2,8.8,0.6000000000000014,0.8454511375528406,1.0,28,28,False,False,False,0,101,10
2,420,450,8.4,9.0,0.5999999999999996,0.8793710768877274,1.0,28,28,False,False,False,0,101,10
2,430,460,8.6,9.200000000000001,0.6000000000000014,0.8701743018691364,1.0,28,28,False,False,False,0,101,10
2,440,470,8.8,9.4,0.5999999999999996,0.8518035617438953,1.0,28,28,False,False,False,0,101,10
2,450,480,9.0,9.6,0.5999999999999996,0.849292118778515,1.0,28,28,False,False,False,0,101,10
2,460,490,9.200000000000001,9.8,0.5999999999999996,0.8726268032090064,1.0,28,28,False,False,False,0,101,10
2,470,500,9.4,10.0,0.5999999999999996,0.8582667016527487,1.0,28,28,False,False,False,0,101,10
2,480,510,9.6,10.200000000000001,0.6000000000000014,0.8857211097438595,1.0,28,28,False,False,False,0,101,10
2,490,520,9.8,10.4,0.5999999999999996,0.9114562445444261,1.0,28,28,False,False,False,0,101,10
2,500,530,10.0,10.6,0.5999999999999996,0.9043207534706005,1.0,28,28,False,False,False,0,101,10
2,510,540,10.200000000000001,10.8,0.5999999999999996,0.9403269783724927,1.0,28,28,False,False,False,0,101,10
2,520,550,10.4,11.0,0.5999999999999996,0.961014002888392,1.0,28,28,False,False,False,0,101,10
2,530,560,10.6,11.200000000000001,0.6000000000000014,0.9504525550299785,1.0,28,28,False,False,False,0,101,10
2,540,570,10.8,11.4,0.5999999999999996,0.9476142746606648,1.0,28,28,False,False,False,0,101,10
2,550,580,11.0,11.6,0.5999999999999996,0.6736326696409644,0.7368421052631579,28,38,False,True,False,0,101,10
2,560,590,11.200000000000001,11.8,0.5999999999999996,0.7134489739728633,0.7567567567567568,28,37,False,True,False,0,101,10
2,570,600,11.4,12.0,0.5999999999999996,0.7505895203213626,0.7777777777777778,28,36,False,True,False,0,101,10
2,0,60,0.0,1.2,1.2,0.7771539495818632,0.4,7,14,False,True,False,0,101,10
2,10,70,0.2,1.4000000000000001,1.2000000000000002,0.7639258316346736,0.4117647058823529,8,16,False,True,False,0,101,10
2,20,80,0.4,1.6,1.2000000000000002,0.6717215515429628,0.8666666666666667,14,14,False,True,False,0,101,10
2,30,90,0.6,1.8,1.2000000000000002,0.7961829576275236,0.6666666666666666,11,14,False,False,False,0,101,10
2,40,100,0.8,2.0,1.2,0.8491262599319516,0.875,14,16,False,False,False,0,101,10
2,50,110,1.0,2.2,1.2000000000000002,0.7960249151943368,0.8,12,15,False,False,False,0,101,10
2,60,120,1.2,2.4,1.2,0.8580852581453539,0.9333333333333333,14,15,False,False,False,0,101,10
2,70,130,1.4000000000000001,2.6,1.2,0.7217517704733706,0.8235294117647058,16,15,False,False,False,0,101,10
2,80,140,1.6,2.8000000000000003,1.2000000000000002,0.8676667235843365,0.9333333333333333,14,15,False,False,False,0,101,10
2,90,150,1.8,3.0,1.2,0.9202854242261509,0.9333333333333333,14,15,False,False,False,0,101,10
2,100,160,2.0,3.2,1.2000000000000002,0.8455210349101248,0.9375,16,15,False,False,False,0,101,10
2,110,170,2.2,3.4,1.1999999999999997,0.8600916968903117,1.0,15,15,False,False,False,0,101,10
2,120,180,2.4,3.6,1.2000000000000002,0.8602569440734491,1.0,15,15,False,False,False,0,101,10
2,130,190,2.6,3.8000000000000003,1.2000000000000002,0.9357818435640897,1.0,15,15,False,False,False,0,101,10
2,140,200,2.8000000000000003,4.0,1.1999999999999997,0.9539335091250626,1.0,15,15,False,False,False,0,101,10
2,150,210,3.0,4.2,1.2000000000000002,0.9138739781019791,1.0,15,15,False,False,False,0,101,10
2,160,220,3.2,4.4,1.2000000000000002,0.901111829874565,1.0,15,15,False,False,False,0,101,10
2,170,230,3.4,4.6000000000000005,1.2000000000000006,0.9544342623559431,1.0,15,15,False,False,False,0,101,10
2,180,240,3.6,4.8,1.1999999999999997,0.9224411041863926,1.0,15,15,False,False,False,0,101,10
2,190,250,3.8000000000000003,5.0,1.1999999999999997,0.9504968530339587,1.0,15,15,False,False,False,0,101,10
2,200,260,4.0,5.2,1.2000000000000002,0.9578981839337415,1.0,15,15,False,False,False,0,101,10
2,210,270,4.2,5.4,1.2000000000000002,0.9636065241478565,1.0,15,15,False,False,False,0,101,10
2,220,280,4.4,5.6000000000000005,1.2000000000000002,0.9574808235989041,1.0,15,15,False,False,False,0,101,10
2,230,290,4.6000000000000005,5.8,1.1999999999999993,0.9400945983077214,1.0,15,15,False,False,False,0,101,10
2,240,300,4.8,6.0,1.2000000000000002,0.9375594274816854,1.0,15,15,False,False,False,0,101,10
2,250,310,5.0,6.2,1.2000000000000002,0.9396537036753536,1.0,15,15,False,False,False,0,101,10
2,260,320,5.2,6.4,1.2000000000000002,0.9419556489776552,1.0,15,15,False,False,False,0,101,10
2,270,330,5.4,6.6000000000000005,1.2000000000000002,0.9483500332014217,1.0,15,15,False,False,False,0,101,10
2,280,340,5.6000000000000005,6.8,1.1999999999999993,0.9594255892767661,1.0,15,15,False,False,False,0,101,10
2,290,350,5.8,7.0,1.2000000000000002,0.9628781107853777,1.0,15,15,False,False,False,0,101,10
2,300,360,6.0,7.2,1.2000000000000002,0.9691125109944154,1.0,15,15,False,False,False,0,101,10
2,310,370,6.2,7.4,1.2000000000000002,0.9759549898859708,1.0,15,15,False,False,False,0,101,10
2,320,380,6.4,7.6000000000000005,1.2000000000000002,0.9474627881328187,1.0,15,15,False,False,False,0,101,10
2,330,390,6.6000000000000005,7.8,1.1999999999999993,0.645817200490151,0.5,15,30,False,True,False,0,101,10
2,340,400,6.8,8.0,1.2000000000000002,0.6902865378285837,0.5,15,30,False,True,False,0,101,10
2,350,410,7.0,8.2,1.1999999999999993,0.7055031633230067,0.5357142857142857,15,28,False,True,False,0,101,10
2,360,420,7.2,8.4,1.2000000000000002,0.7642809744577198,0.5357142857142857,15,28,False,True,False,0,101,10
2,370,430,7.4,8.6,1.1999999999999993,0.7876545619156197,0.5357142857142857,15,28,False,True,False,0,101,10
2,380,440,7.6000000000000005,8.8,1.2000000000000002,0.802125576477441,0.5357142857142857,15,28,False,True,False,0,101,10
2,390,450,7.8,9.0,1.2000000000000002,0.6514544744200822,0.9333333333333333,30,28,False,False,False,0,101,10
2,400,460,8.0,9.200000000000001,1.200000000000001,0.7209646833053572,0.9333333333333333,30,28,False,False,False,0,101,10
2,410,470,8.2,9.4,1.200000000000001,0.7334310027130772,1.0,28,28,False,False,False,0,101,10
2,420,480,8.4,9.6,1.1999999999999993,0.7670721922817956,1.0,28,28,False,False,False,0,101,10
2,430,490,8.6,9.8,1.200000000000001,0.8064234722215203,1.0,28,28,False,False,False,0,101,10
2,440,500,8.8,10.0,1.1999999999999993,0.8498758411414564,1.0,28,28,False,False,False,0,101,10
2,450,510,9.0,10.200000000000001,1.200000000000001,0.8677008435669143,1.0,28,28,False,False,False,0,101,10
2,460,520,9.200000000000001,10.4,1.1999999999999993,0.8396143043547123,1.0,28,28,False,False,False,0,101,10
2,470,530,9.4,10.6,1.1999999999999993,0.7886160644779187,1.0,28,28,False,False,False,0,101,10
2,480,540,9.6,10.8,1.200000000000001,0.8516061752426948,1.0,28,28,False,False,False,0,101,10
2,490,550,9.8,11.0,1.1999999999999993,0.9211510081362345,1.0,28,28,False,False,False,0,101,10
2,500,560,10.0,11.200000000000001,1.200000000000001,0.9030017832494497,1.0,28,28,False,False,False,0,101,10
2,510,570,10.200000000000001,11.4,1.1999999999999993,0.9011645112561589,1.0,28,28,False,False,False,0,101,10
2,520,580,10.4,11.6,1.1999999999999993,0.6884355094869455,0.7368421052631579,28,38,False,True,False,0,101,10
2,530,590,10.6,11.8,1.200000000000001,0.7280487953621118,0.7567567567567568,28,37,False,True,False,0,101,10
2,540,600,10.8,12.0,1.1999999999999993,0.7631828361677031,0.7777777777777778,28,36,False,True,False,0,101,10
3,0,10,0.0,0.2,0.2,0.8089676879018627,0.8,10,8,False,False,False,0,101,10
3,10,20,0.2,0.4,0.2,0.8242848363902842,0.7777777777777778,8,8,False,False,False,0,101,10
3,20,30,0.4,0.6,0.19999999999999996,0.8567815117350177,1.0,8,8,False,False,False,0,101,10
3,30,40,0.6,0.8,0.20000000000000007,0.7606889014325995,0.4666666666666667,8,14,False,True,False,0,101,10
3,40,50,0.8,1.0,0.19999999999999996,0.8397753226609325,0.9285714285714286,14,13,False,False,False,0,101,10
3,50,60,1.0,1.2,0.19999999999999996,0.8786696694445609,0.8666666666666667,13,15,False,False,False,0,101,10
3,60,70,1.2,1.4000000000000001,0.20000000000000018,0.9693984391290265,1.0,15,15,False,False,False,0,101,10
3,70,80,1.4000000000000001,1.6,0.19999999999999996,0.8739483108761126,0.9333333333333333,15,14,False,False,False,0,101,10
3,80,90,1.6,1.8,0.19999999999999996,0.8978535986160516,1.0,14,14,False,False,False,0,101,10
3,90,100,1.8,2.0,0.19999999999999996,0.8765731835728406,0.9333333333333333,14,15,False,False,False,0,101,10
3,100,110,2.0,2.2,0.20000000000000018,0.9253940304254337,1.0,15,15,False,False,False,0,101,10
3,110,120,2.2,2.4,0.19999999999999973,0.9316506308719428,1.0,15,15,False,False,False,0,101,10
3,120,130,2.4,2.6,0.20000000000000018,0.9584806187700963,1.0,15,15,False,False,False,0,101,10
3,130,140,2.6,2.8000000000000003,0.20000000000000018,0.9344643111024694,1.0,15,15,False,False,False,0,101,10
3,140,150,2.8000000000000003,3.0,0.19999999999999973,0.8664765644106345,0.9333333333333333,15,14,False,False,False,0,101,10
3,150,160,3.0,3.2,0.20000000000000018,0.9396365517169776,1.0,14,14,False,False,False,0,101,10
3,160,170,3.2,3.4,0.19999999999999973,0.9582841839030257,1.0,14,14,False,False,False,0,101,10
3,170,180,3.4,3.6,0.20000000000000018,0.9730175482595816,1.0,14,14,False,False,False,0,101,10
3,180,190,3.6,3.8000000000000003,0.20000000000000018,0.9713845541659332,1.0,14,14,False,False,False,0,101,10
3,190,200,3.8000000000000003,4.0,0.19999999999999973,0.9775130273754957,1.0,14,14,False,False,False,0,101,10
3,200,210,4.0,4.2,0.20000000000000018,0.9789889744300923,1.0,14,14,False,False,False,0,101,10
3,210,220,4.2,4.4,0.20000000000000018,0.9820823635638032,1.0,14,14,False,False,False,0,101,10
3,220,230,4.4,4.6000000000000005,0.20000000000000018,0.9795920089322459,1.0,14,14,False,False,False,0,101,10
3,230,240,4.6000000000000005,4.8,0.1999999999999993,0.9832287428816547,1.0,14,14,False,False,False,0,101,10
3,240,250,4.8,5.0,0.20000000000000018,0.9008841704963958,0.9333333333333333,14,15,False,False,False,0,101,10
3,250,260,5.0,5.2,0.20000000000000018,0.9559695367403211,1.0,15,15,False,False,False,0,101,10
3,260,270,5.2,5.4,0.20000000000000018,0.9511907127082916,1.0,15,15,False,False,False,0,101,10
3,270,280,5.4,5.6000000000000005,0.20000000000000018,0.9235604376331008,1.0,15,15,False,False,False,0,101,10
3,280,290,5.6000000000000005,5.8,0.1999999999999993,0.8336407287309378,0.9375,15,16,False,False,False,0,101,10
3,290,300,5.8,6.0,0.20000000000000018,0.8339372256825909,0.9375,16,15,False,False,False,0,101,10
3,300,310,6.0,6.2,0.20000000000000018,0.9538418070849851,1.0,15,15,False,False,False,0,101,10
3,310,320,6.2,6.4,0.20000000000000018,0.9790539304734396,1.0,15,15,False,False,False,0,101,10
3,320,330,6.4,6.6000000000000005,0.20000000000000018,0.9777337442547617,1.0,15,15,False,False,False,0,101,10
3,330,340,6.6000000000000005,6.8,0.1999999999999993,0.9897724351471858,1.0,15,15,False,False,False,0,101,10
3,340,350,6.8,7.0,0.20000000000000018,0.9833154457741009,1.0,15,15,False,False,False,0,101,10
3,350,360,7.0,7.2,0.20000000000000018,0.9822611294574563,1.0,15,15,False,False,False,0,101,10
3,360,370,7.2,7.4,0.20000000000000018,0.9739764362547741,1.0,15,15,False,False,False,0,101,10
3,370,380,7.4,7.6000000000000005,0.20000000000000018,0.96156750295587,1.0,15,15,False,False,False,0,101,10
3,0,30,0.0,0.6,0.6,0.6761288379159702,0.6363636363636364,10,8,False,False,False,0,101,10
3,10,40,0.2,0.8,0.6000000000000001,0.8374781344152087,0.375,8,14,False,True,True,0,101,10
3,20,50,0.4,1.0,0.6,0.7727498308486935,0.4,8,13,False,True,False,0,101,10
3,30,60,0.6,1.2,0.6,0.688571998676296,0.5333333333333333,8,15,False,True,False,0,101,10
3,40,70,0.8,1.4000000000000001,0.6000000000000001,0.8133481279458618,0.9333333333333333,14,15,False,False,False,0,101,10
3,50,80,1.0,1.6,0.6000000000000001,0.8981319754401698,0.9285714285714286,13,14,False,False,False,0,101,10
3,60,90,1.2,1.8,0.6000000000000001,0.7901336569254697,0.9333333333333333,15,14,False,False,False,0,101,10
3,70,100,1.4000000000000001,2.0,0.5999999999999999,0.7975388156578895,1.0,15,15,False,False,False,0,101,10
3,80,110,1.6,2.2,0.6000000000000001,0.8839912794467271,0.9333333333333333,14,15,False,False,False,0,101,10
3,90,120,1.8,2.4,0.5999999999999999,0.8541734652656434,0.9333333333333333,14,15,False,False,False,0,101,10
3,100,130,2.0,2.6,0.6000000000000001,0.8772204847101364,1.0,15,15,False,False,False,0,101,10
3,110,140,2.2,2.8000000000000003,0.6000000000000001,0.9373065033044995,1.0,15,15,False,False,False,0,101,10
3,120,150,2.4,3.0,0.6000000000000001,0.8672494064268155,0.9333333333333333,15,14,False,False,False,0,101,10
3,130,160,2.6,3.2,0.6000000000000001,0.8490624459773183,0.9333333333333333,15,14,False,False,False,0,101,10
3,140,170,2.8000000000000003,3.4,0.5999999999999996,0.8131055568017203,0.9333333333333333,15,14,False,False,False,0,101,10
3,150,180,3.0,3.6,0.6000000000000001,0.9110576046902968,1.0,14,14,False,False,False,0,101,10
3,160,190,3.2,3.8000000000000003,0.6000000000000001,0.9594265899170317,1.0,14,14,False,False,False,0,101,10
3,170,200,3.4,4.0,0.6000000000000001,0.9476937823284015,1.0,14,14,False,False,False,0,101,10
3,180,210,3.6,4.2,0.6000000000000001,0.9591332802457555,1.0,14,14,False,False,False,0,101,10
3,190,220,3.8000000000000003,4.4,0.6000000000000001,0.9635511349211701,1.0,14,14,False,False,False,0,101,10
3,200,230,4.0,4.6000000000000005,0.6000000000000005,0.9777514665030669,1.0,14,14,False,False,False,0,101,10
3,210,240,4.2,4.8,0.5999999999999996,0.9749616153243331,1.0,14,14,False,False,False,0,101,10
3,220,250,4.4,5.0,0.5999999999999996,0.8903373312881222,0.9333333333333333,14,15,False,False,False,0,101,10
3,230,260,4.6000000000000005,5.2,0.5999999999999996,0.8963410090907991,0.9333333333333333,14,15,False,False,False,0,101,10
3,240,270,4.8,5.4,0.6000000000000005,0.9074308188218838,0.9333333333333333,14,15,False,False,False,0,101,10
3,250,280,5.0,5.6000000000000005,0.6000000000000005,0.9267494998223746,1.0,15,15,False,False,False,0,101,10
3,260,290,5.2,5.8,0.5999999999999996,0.8280959554927727,0.9375,15,16,False,False,False,0,101,10
3,270,300,5.4,6.0,0.5999999999999996,0.9206036227875166,1.0,15,15,False,False,False,0,101,10
3,280,310,5.6000000000000005,6.2,0.5999999999999996,0.9433235561910303,1.0,15,15,False,False,False,0,101,10
3,290,320,5.8,6.4,0.6000000000000005,0.8048600981059242,0.9375,16,15,False,False,False,0,101,10
3,300,330,6.0,6.6000000000000005,0.6000000000000005,0.9330695768457837,1.0,15,15,False,False,False,0,101,10
3,310,340,6.2,6.8,0.5999999999999996,0.9609586916338788,1.0,15,15,False,False,False,0,101,10
3,320,350,6.4,7.0,0.5999999999999996,0.9707392473477576,1.0,15,15,False,False,False,0,101,10
3,330,360,6.6000000000000005,7.2,0.5999999999999996,0.9666719742771406,1.0,15,15,False,False,False,0,101,10
3,340,370,6.8,7.4,0.6000000000000005,0.9661412708994834,1.0,15,15,False,False,False,0,101,10
3,350,380,7.0,7.6000000000000005,0.6000000000000005,0.9453651552647458,1.0,15,15,False,False,False,0,101,10
3,0,60,0.0,1.2,1.2,0.7385615486923957,0.3888888888888889,10,15,False,True,False,0,101,10
3,10,70,0.2,1.4000000000000001,1.2000000000000002,0.7941553845049751,0.4375,8,15,False,True,False,0,101,10
