world,point,seed,split,stop,kY,muY,steps,first_birth,n_births,extinct,first_S,first_P,n_S_episodes,max_S_duration,integrity_ok,median_separation_during_S,dur_ok_T_50,noP_ok_T_50,resp_ok_T_50,event_step_T_50,weak_centre_X_ratio_T_50,P_before_event_T_50,newer_centre_is_weaker_T_50,joint_timing_T_50,PRIMARY_SUCCESS_T_50,dur_ok_T_primary,noP_ok_T_primary,resp_ok_T_primary,event_step_T_primary,weak_centre_X_ratio_T_primary,P_before_event_T_primary,newer_centre_is_weaker_T_primary,joint_timing_T_primary,PRIMARY_SUCCESS_T_primary,dur_ok_T_80,noP_ok_T_80,resp_ok_T_80,event_step_T_80,weak_centre_X_ratio_T_80,P_before_event_T_80,newer_centre_is_weaker_T_80,joint_timing_T_80,PRIMARY_SUCCESS_T_80,dur_ok_T_90,noP_ok_T_90,resp_ok_T_90,event_step_T_90,weak_centre_X_ratio_T_90,P_before_event_T_90,newer_centre_is_weaker_T_90,joint_timing_T_90,PRIMARY_SUCCESS_T_90,PRIMARY_SUCCESS
F_B1_i159_s945365396,B1,945365396,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i160_s958258931,B1,958258931,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1634,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i161_s979290477,B1,979290477,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1274,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i162_s974051308,B1,974051308,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3637,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i163_s988001788,B1,988001788,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,4191,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i164_s945804743,B1,945804743,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,4949,1,False,5024,-1,19,2338,True,14.317821063276353,True,True,True,6912,0.8695652173913043,False,,True,True,True,True,True,6989,0.9404761904761905,False,,True,True,True,True,True,7141,0.8414634146341463,False,,True,True,True,True,False,7314,0.6842105263157895,False,,True,False,True
F_B1_i165_s973776210,B1,973776210,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3404,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i166_s961633859,B1,961633859,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i167_s986264887,B1,986264887,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,365,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i168_s972573403,B1,972573403,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,6133,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i169_s959091777,B1,959091777,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i170_s960404814,B1,960404814,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3565,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i171_s965136666,B1,965136666,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,6869,1,False,6998,-1,15,2612,True,12.36931687685298,True,True,False,7240,0.38095238095238093,False,,True,False,True,True,True,7317,0.7303370786516854,False,,True,True,True,True,True,7469,0.9431818181818182,False,,True,True,True,True,True,7642,0.9222222222222223,False,,True,True,True
F_B1_i172_s950449165,B1,950449165,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,3768,2,False,3844,-1,30,304,True,6.4031242374328485,True,True,True,4658,0.9795918367346939,False,,True,True,True,True,True,5876,0.8282828282828283,False,,True,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,True
F_B1_i173_s971707335,B1,971707335,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i174_s968550902,B1,968550902,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,1340,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i175_s964368498,B1,964368498,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,249,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i176_s975997815,B1,975997815,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,3588,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i177_s944099569,B1,944099569,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,6370,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i178_s978860892,B1,978860892,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,4148,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i179_s985986234,B1,985986234,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,9864,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i180_s989219668,B1,989219668,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,3409,1,False,3702,-1,12,2402,True,13.0,True,True,True,4235,0.88,False,,True,True,True,True,True,4312,0.9473684210526315,False,,True,True,True,True,True,4464,0.5648148148148148,False,,True,True,True,True,True,4637,0.9041095890410958,False,,True,True,True
F_B1_i181_s947398945,B1,947398945,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i182_s961444860,B1,961444860,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,6789,5827,2,False,5913,6788,8,358,True,14.317821063276353,True,True,False,6602,0.3582089552238806,False,,True,False,True,True,True,6679,0.9850746268656716,False,,True,True,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,True
F_B1_i183_s984583347,B1,984583347,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i184_s968861793,B1,968861793,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,10949,2827,1,True,3024,-1,4,2544,True,14.866068747318506,True,True,False,3370,0.4742268041237113,False,,True,False,True,True,False,3447,0.5425531914893617,False,,True,False,True,True,False,3599,0.07317073170731707,False,,True,False,True,True,False,3772,0.06382978723404255,False,,True,False,False
F_B1_i185_s966419541,B1,966419541,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,9056,1,False,9134,-1,4,1216,True,8.602325267042627,True,True,True,9387,0.75,False,,True,True,True,True,True,9464,0.8045977011494253,False,,True,True,True,True,True,9616,0.946236559139785,False,,True,True,True,True,True,9789,0.9017857142857143,False,,True,True,True
F_B1_i186_s954499148,B1,954499148,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,5421,1,False,5626,-1,7,776,True,12.649110640673518,True,True,True,6243,0.8571428571428571,False,,True,True,True,True,True,6320,0.9603960396039604,False,,True,True,True,True,True,6739,0.9014084507042254,False,,True,True,True,True,True,6912,1.0,False,,True,True,True
F_B1_i187_s976481809,B1,976481809,FDFLT01_PRIMARY,PREMATURE_THIRD_CENTRE,2.5118864315095822e-05,9.261187281287937e-05,5664,2263,2,False,2341,5663,7,2768,True,14.317821063276353,True,True,True,3067,0.8641975308641975,False,,True,True,True,True,True,3144,0.9130434782608695,False,,True,True,True,True,True,3296,0.8717948717948718,False,,True,True,True,True,False,3469,0.8777777777777778,False,,True,False,True
F_B1_i188_s968527897,B1,968527897,FDFLT01_PRIMARY,EXTINCT,2.5118864315095822e-05,9.261187281287937e-05,10930,-1,0,True,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i189_s986062882,B1,986062882,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,1938,1,False,2082,-1,10,1803,True,13.152946437965905,True,True,True,2415,0.6790123456790124,False,,True,True,True,True,True,2492,0.7272727272727273,False,,True,True,True,True,True,2644,0.8636363636363636,False,,True,True,True,True,False,2817,0.7840909090909091,False,,True,False,True
F_B1_i190_s978122038,B1,978122038,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
F_B1_i191_s988881942,B1,988881942,FDFLT01_PRIMARY,HORIZON,2.5118864315095822e-05,9.261187281287937e-05,11000,-1,0,False,-1,-1,0,0,True,,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False,False,False,-1,,,,False,False,False
