L,M256,Q,arm,axis,coast_survival,directional_transit_mass,egress_gate_met,first_failure_time,first_failure_type,flux_deficit,fresh_at_first_checkpoint,fresh_fraction_1536,fresh_fraction_2048,gate,ingress_gate_met,initial_residual_1536,initial_residual_2048,joint_capture_success,lattice_balance_error,n_events,q_per_event,realized_sink_removal,realized_source_injection,seed,survival_1536,survival_2048,t0_sha256,t256_checkpoint_sha256,t256_status,total_system_balance_error,unique_fresh_ingress,unique_initial_egress
24,169.93978065132958,8.49698903256648,COUPLED_D1_SMOOTH_LOW,-y,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,6.797591226053185,False,0.8194273266325759,0.8158312052501409,False,0.106212362907081,80,0.106212362907081,8.496989032566466,0.0,960003,True,True,03541b77bb03432d03eba88e229eaafeef45ab7de72bb3ef0bc103201a720790,6e1713670909ae82fb39a49ccd81a58088e6e5f990a5d4a3402257591e618aa2,T256_VALID_TRACK,0.0,0.0,7.224255046173705
24,169.93978065132958,8.49698903256648,COUPLED_D1_PULSE_LOW,-y,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,6.797591226053185,False,0.8329965207166651,0.8165430188643947,False,0.424849451628324,20,0.424849451628324,8.49698903256648,0.0,960003,True,True,03541b77bb03432d03eba88e229eaafeef45ab7de72bb3ef0bc103201a720790,6e1713670909ae82fb39a49ccd81a58088e6e5f990a5d4a3402257591e618aa2,T256_VALID_TRACK,5.684341886080802e-14,0.0,6.994228233625275
24,169.93978065132958,8.49698903256648,COUPLED_D1_BURST_LOW,-y,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,6.797591226053185,False,0.8462618976830981,0.8130686343935364,False,1.6993978065132962,5,1.699397806513296,8.49698903256648,0.0,960003,True,True,03541b77bb03432d03eba88e229eaafeef45ab7de72bb3ef0bc103201a720790,6e1713670909ae82fb39a49ccd81a58088e6e5f990a5d4a3402257591e618aa2,T256_VALID_TRACK,0.0,0.0,7.044930126478493
24,169.93978065132958,16.99397806513296,COUPLED_D1_PULSE_MID,-y,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,13.59518245210637,False,0.7637716993727547,0.7468358085723302,False,0.849698903256648,20,0.849698903256648,16.99397806513296,0.0,960003,True,True,03541b77bb03432d03eba88e229eaafeef45ab7de72bb3ef0bc103201a720790,6e1713670909ae82fb39a49ccd81a58088e6e5f990a5d4a3402257591e618aa2,T256_VALID_TRACK,0.0,0.0,14.860451954680657
24,169.93978065132958,16.99397806513296,COUPLED_D1_SMOOTH_MID,-y,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,13.59518245210637,False,0.7475663013982838,0.7483773108395702,False,0.212424725814162,80,0.212424725814162,16.993978065132932,0.0,960003,True,True,03541b77bb03432d03eba88e229eaafeef45ab7de72bb3ef0bc103201a720790,6e1713670909ae82fb39a49ccd81a58088e6e5f990a5d4a3402257591e618aa2,T256_VALID_TRACK,5.684341886080802e-14,0.0,15.09313549619924
24,169.93978065132958,25.490967097699436,COUPLED_D1_PULSE_HIGH,-y,True,0.0,True,,NONE,0.0,0.0,0.0,0.0,20.39277367815955,False,0.6922994349706375,0.6873948177920461,False,1.2745483548849719,20,1.2745483548849719,25.490967097699432,0.0,960003,True,True,03541b77bb03432d03eba88e229eaafeef45ab7de72bb3ef0bc103201a720790,6e1713670909ae82fb39a49ccd81a58088e6e5f990a5d4a3402257591e618aa2,T256_VALID_TRACK,0.0,0.0,23.240451042356106
24,166.09525011322444,8.304762505661222,SHAM,+x,True,0.0,False,,NONE,8.304762505661218,0.0,0.0,0.0,6.643810004528977,False,0.8830548915892865,0.8649319674921003,False,0.0,80,0.10380953132076527,0.0,0.0,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,0.0,0.0,0.0
24,166.09525011322444,8.304762505661222,COUPLED_D2_SMOOTH_LOW,+x,True,0.0002486311782053337,True,,NONE,0.0,7.43797021293294e-05,0.02000306927640423,0.018841668783617777,6.643810004528977,False,0.8401574225171036,0.8342907714139459,False,0.10380953132076527,80,0.10380953132076527,8.304762505661218,8.200952974340453,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,0.0,3.3208080934961233,6.7613151797132645
24,166.09525011322444,8.304762505661222,COUPLED_D1_SMOOTH_LOW,+x,True,1.7486641498554988e-08,True,,NONE,0.0,0.0,0.0004094486220168802,0.0004969314699512122,6.643810004528977,False,0.8159526947078067,0.8117188009430077,False,0.10380953132076527,80,0.10380953132076527,8.304762505661218,0.20761906264153054,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,0.0,0.07579526801629452,6.760821148271035
24,166.09525011322444,8.304762505661222,COUPLED_D1_PULSE_LOW,+x,True,2.582176093798356e-10,True,,NONE,0.0,0.0,0.0010892977081956026,0.0011160226118122065,6.643810004528977,False,0.8278702790504616,0.809262782964427,False,0.4152381252830611,20,0.4152381252830611,8.30476250566122,0.4152381252830611,960004,True,True,e681a30ee93b91e443268b29450c9c09ec931366c8fdd975bc2d36ac9032a447,f21ffe98e229d8681dd432f81d8da7832e6edb5ef64bf5b220208f60728c1b3a,T256_VALID_TRACK,2.842170943040401e-14,0.38796129478386354,6.693625574648772
